,premise,hypothesis,label
197,I agree. Islamic terrorism is not going away. As long as the middle east remains under Islamic rule it will continue to produce fanatics bent on subjugating the infidel world by violence. As long as we remain committed to preserving our freedom however we can defend our country thwart their aspirations and eventually eradicate the holdouts.,A religion promotes violence or intolerance.,2
198,I agree. Islamic terrorism is not going away. As long as the middle east remains under Islamic rule it will continue to produce fanatics bent on subjugating the infidel world by violence. As long as we remain committed to preserving our freedom however we can defend our country thwart their aspirations and eventually eradicate the holdouts.,Members of a religion are a threat.,2
199,Last time I checked there wasnt any Jews shouting death to Americans,The use of violence is encouraged or desired against a religion.,2
200,Apparently the town folk voted for Trump because they bought the belief that only Muslims can be terrorists.  Im glad hes educating them.,Members of a religion are a threat.,2
201,Finally a liberal that realizes Islam needs to be eradicated or at a minimum reformed. Its he only religion that hasnt gone through reformation and calls for killing the infidel. Hmmmmmm... as for the others.. you have lots to educate yourself on.,The use of violence is encouraged or desired against a religion.,2
202,If the carnage is on Muslims then good they NEED CULLING,The use of violence is encouraged or desired against a religion.,2
203,Nope. White men are pretty scary. Especially Christian ones. They reeeeally hate women as well as POC.,A religion promotes violence or intolerance.,2
204,You cant compare fanatic mobs with the Muslim or any other mainstream Religion.,A religion is inferior when compared to another religion.,2
205,PRips This sounds like a muslim trying to sound intelligent. Read the post again.,A religion or members of a religion are stupid.,2
206,Maybe part of the problem is that these days some people who call themselves Muslim are terrorists in the name of their religion. If some people today who call themselves Christians or Buddhists or .... could be identified as terrorists in the name of their religion Dougs comments could be generalized in a helpful way.,A religion promotes violence or intolerance.,2
207,Muslims are the worst Islamophobics of all . Ancient hatreds and wars of extermination between Kurds Shiite Sunni Wahhabi Druze and other Islamic sects are worse than anything expressed in the west even by Trump.,A religion promotes violence or intolerance.,2
208,We are extremely lucky that Kim Jong Un is not Muslim. So the chance he will blow himself up  by attacking Hawaii is very small.,A religion promotes violence or intolerance.,2
209,Who cares meanwhile GayLesbianChristian genocide is going on in the Middle East. Crickets from the mainstream media. denver post,A religion promotes violence or intolerance.,2
210,Nenshi is Calgarys village idiot.  Anti business. Anti Calgary Flames. And he panders to Muslims. Hes gotta go.,A religion or members of a religion are stupid.,2
211,You couldnt pay me 1000 to go see the head of the Christian Taliban,Members of a religion should be excluded and marginalized.,2
212,That color stuff thrown on people is disgusting. That is also hinduism.,Religious practices of a particular faith should be restricted or banned in public spaces.,2
213,If those darn Muslims werent here to start with that white guy wouldnt have had to stab people...,A religion promotes violence or intolerance.,2
214,If those darn Muslims werent here to start with that white guy wouldnt have had to stab people...,Members of a religion should be excluded and marginalized.,2
215,If those darn Muslims werent here to start with that white guy wouldnt have had to stab people...,Members of a religion should remain in their respective countries.,2
216,oh please where was this type of shock and outrage after other attacks perpetrated by muslims,A religion promotes violence or intolerance.,2
217,If it were up to me I would have kept Muslim out of the equation and instead used shariah compliant individuals as being barred from this country.   Wow Dromig10  That will really fool those Muslims.  They will have no idea that the ban is aimed at them.,Members of a religion should be excluded and marginalized.,2
218,If it were up to me I would have kept Muslim out of the equation and instead used shariah compliant individuals as being barred from this country.   Wow Dromig10  That will really fool those Muslims.  They will have no idea that the ban is aimed at them.,Members of a religion should remain in their respective countries.,2
219,If it were up to me I would have kept Muslim out of the equation and instead used shariah compliant individuals as being barred from this country.   Wow Dromig10  That will really fool those Muslims.  They will have no idea that the ban is aimed at them.,The integration of a religion should be avoided in a country or society.,2
220,It disgusts me and many others how on this comment board theres such vitriol and outrage against Muslims from the usual racistsxenophobes and exactly zero outrage against the racistxenophobe terrorist inspired by the exact same vitriol who murdered innocent people praying in a Mosque.  These kinds of posts come from the ugliest of Canadians.,A religion promotes violence or intolerance.,2
221,It disgusts me and many others how on this comment board theres such vitriol and outrage against Muslims from the usual racistsxenophobes and exactly zero outrage against the racistxenophobe terrorist inspired by the exact same vitriol who murdered innocent people praying in a Mosque.  These kinds of posts come from the ugliest of Canadians.,Members of a religion are a threat.,2
222,Trudeau has his pat answers for each situation. Instead of confronting terrorism he talks of division. We need a leader who calls these terrorists what they are and confront the culture they come from. They are not terrorists because of anything else but Islam.,Members of a religion are a threat.,2
223,I find it odd that people think they can negotiate with a religion that wants to cut your head off because youre a Christian.,A religion promotes violence or intolerance.,2
224,Lets hear from her how tollerant Islam followers are to the Jews . How do the Muslims selfreflect on this? Do they still want to kill  all Jews?,A religion promotes violence or intolerance.,2
225,Nah. Good ol boys kill more Muslims in the Excited States than do illegals.,A religion promotes violence or intolerance.,2
226,Seeing as Dylan The Psychotic Roof is being portrayed by the MSM and this idiotic poster as acting for all Whites these Muslim attackers should be held as acting for all Muslims. Nice to see that the Liberal censorship brigade is out in full force today,A religion promotes violence or intolerance.,2
227,Seeing as Dylan The Psychotic Roof is being portrayed by the MSM and this idiotic poster as acting for all Whites these Muslim attackers should be held as acting for all Muslims. Nice to see that the Liberal censorship brigade is out in full force today,A religion or members of a religion are stupid.,2
228,This story highlights what Ive know for years christians are totally screwed in the head and need to be fought at every turn.  They cant even protect THEIR OWN DAUGHTER ... from this religious monster.  Yikes,A religion or members of a religion are stupid.,2
229,This story highlights what Ive know for years christians are totally screwed in the head and need to be fought at every turn.  They cant even protect THEIR OWN DAUGHTER ... from this religious monster.  Yikes,Members of a religion are a threat.,2
230,You do realize if the Muslims were a majority  ALL women would HAVE to wear face coverings or be stoned When the Muslims are in the Minority they scream about their rights When the Muslims are in the Majority there are NO rights,A religion promotes violence or intolerance.,2
231,Poor analogy. Both the KKK and the Blacks are Christians. So cross burning is racial not religious. But good try on explaining the silence of Muslims about their religious killers.,A religion promotes violence or intolerance.,2
232,Im a Muslim a woman and an immigrant and very foolish...,A religion or members of a religion are stupid.,2
233,Islamic Holocaust in on the horizon......,A religion promotes violence or intolerance.,2
234,I wish we could deport American Catholics who play censor on comboxes.     Censoring comments because you disagree with them....how incredibly lame.,Members of a religion should be excluded and marginalized.,2
235,All the religious terrorists that have tried to kill me have been white Christians. Of course Im black. No one has to leave this country to learn to hate.,A religion promotes violence or intolerance.,2
236,PC SJWs are defending the guy because he is Islamic if this were a white guy the calls for his head on a pike would be unanimous.,A religion is preferred to another.,2
237,well trump will be banning muslims for a while in a few weeks thank god,Members of a religion should be excluded and marginalized.,2
238,well trump will be banning muslims for a while in a few weeks thank god,Members of a religion should remain in their respective countries.,2
239,Ban Muslim refugees and  I will vote for you,Members of a religion should be excluded and marginalized.,2
240,Ban Muslim refugees and  I will vote for you,Members of a religion should remain in their respective countries.,2
241,Ban Muslim refugees and  I will vote for you,The integration of a religion should be avoided in a country or society.,2
242,Marc Lepine was Muslim His real name was Gamal. He killed those women for getting  higher education something many Muslims  have trouble accepting.  Hence the scourge of honour killing.,Members of a religion are a threat.,2
243,Marc Lepine was Muslim His real name was Gamal. He killed those women for getting  higher education something many Muslims  have trouble accepting.  Hence the scourge of honour killing.,A religion promotes violence or intolerance.,2
244,We used to hang slaves.  We used to burn nonChristians.  We used to slaughter American Indians.  Ahhh...the good ol days.... s,The use of violence is encouraged or desired against a religion.,2
245,We used to hang slaves.  We used to burn nonChristians.  We used to slaughter American Indians.  Ahhh...the good ol days.... s,A religion should be discriminated against.,2
246,80 of Muslims believe a man has the right to beat his wife if she disobeys him.  54 of Muslims believe homosexuals can be punished with death.  90 of all Muslims believe a woman is worth 12 the value of a man. 60 of all Muslims believe killing Jews is not a crime. 80 of Muslims want Sharia law in America. . Yea we want that in Canada and Justin is making sure we get it.,Members of a religion are a threat.,2
247,80 of Muslims believe a man has the right to beat his wife if she disobeys him.  54 of Muslims believe homosexuals can be punished with death.  90 of all Muslims believe a woman is worth 12 the value of a man. 60 of all Muslims believe killing Jews is not a crime. 80 of Muslims want Sharia law in America. . Yea we want that in Canada and Justin is making sure we get it.,A religion promotes violence or intolerance.,2
248,That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,Members of a religion should be excluded and marginalized.,2
249,That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,Members of a religion should remain in their respective countries.,2
250,That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,The integration of a religion should be avoided in a country or society.,2
251,Christian Jew and Muslims are always fighting. Canada should have no part in it or them.,A religion promotes violence or intolerance.,2
252,Another condescending ignorant Hindu nationalist ignorant of the genocidal racist and murderous past of its culture.,A religion promotes violence or intolerance.,2
253,Another condescending ignorant Hindu nationalist ignorant of the genocidal racist and murderous past of its culture.,A religion or members of a religion are stupid.,2
254,The free world... all of Christendom... is at war with Islamic horror. Not one penny of American treasure should be granted to any nation who harbors these heathen animals. Not a single radicalized Islamic suspect should be granted any measure of quarter. Their intended entry to the American homeland should be summarily denied. Every conceivable measure should be engaged to hunt them down. Hunt them identify them and kill them. Kill them all. For the sake of all that is good and righteous. Kill them all.  Captain Clay Higgins,A religion should be discriminated against.,2
255,The free world... all of Christendom... is at war with Islamic horror. Not one penny of American treasure should be granted to any nation who harbors these heathen animals. Not a single radicalized Islamic suspect should be granted any measure of quarter. Their intended entry to the American homeland should be summarily denied. Every conceivable measure should be engaged to hunt them down. Hunt them identify them and kill them. Kill them all. For the sake of all that is good and righteous. Kill them all.  Captain Clay Higgins,The use of violence is encouraged or desired against a religion.,2
256,WE NEED TO PERSECUTE THESE CHRISTIANSPLEASE JOIN US,A religion should be discriminated against.,2
257,WE NEED TO PERSECUTE THESE CHRISTIANSPLEASE JOIN US,The use of violence is encouraged or desired against a religion.,2
258,Interesting that justins government is not putting forth any motions about antisemitism whose incidents in Canada are three fold greater than Islamophobia. Does that mean a Synagogue has to be invaded and Jews killed in the attack before a motion is put forward or that there are more Muslim votes than Jewish votes?,A religion is preferred to another.,2
259,Trump is right.  Lets hope this move prevents the USAs form becoming like France where Salafist mosques are popping like mushrooms and hate against western values taught to millions of muslim kids.,The integration of a religion should be avoided in a country or society.,2
260,They are afraid of the Muslims. They kill you for not obeying them.,A religion promotes violence or intolerance.,2
261,Islam is a pernicious malignancy. Moses is the true prophet. I would prefer not being under Islamic compulsion. There is no redemption under compulsion. If youre forced to pray 500 times a day it has no true meaning because it was an act of submission not voluntary. Little wonder they rebel and see no future for themselves. They should ask Jesus and Moses to redeem them.,A religion promotes violence or intolerance.,2
262,Gunmen? The headline should say Muslims in Egypt kill at least 24 Christians...,A religion promotes violence or intolerance.,2
263,Well doesnt this mean that NO TRADE AT ALL with all the Muslim countries in the world where gays are not treated as equals.... GOOD.... boycott all the Muslim countries in the world. HA HA... the left and the progressives and their friends in the Marxist community will finally have to admit that Muslims kill gays in some countries and persecute them in all the others. WAKE UP TIME for the TRUTH.,Members of a religion should be excluded and marginalized.,2
264,Well doesnt this mean that NO TRADE AT ALL with all the Muslim countries in the world where gays are not treated as equals.... GOOD.... boycott all the Muslim countries in the world. HA HA... the left and the progressives and their friends in the Marxist community will finally have to admit that Muslims kill gays in some countries and persecute them in all the others. WAKE UP TIME for the TRUTH.,The use of violence is encouraged or desired against a religion.,2
265,Well doesnt this mean that NO TRADE AT ALL with all the Muslim countries in the world where gays are not treated as equals.... GOOD.... boycott all the Muslim countries in the world. HA HA... the left and the progressives and their friends in the Marxist community will finally have to admit that Muslims kill gays in some countries and persecute them in all the others. WAKE UP TIME for the TRUTH.,A religion should be discriminated against.,2
266,All religions are diseases but one religion is cancer.  This religion wants to subjugate not only the womenfolk but also followers of other religions.  Being soft on this religion is suicidal for the world.  In fact this belief system is political cult under the clothing of religion.,A religion promotes violence or intolerance.,2
267,Its our strength as long as they arent muslim,A religion is preferred to another.,2
268,Obviously not a very good terrorist.  19 were injuredkilled.  How many were killed or injured in the Las Vegas attack?  Be thankful Muslims do not have the kill mentality like good ole white boys.,A religion promotes violence or intolerance.,2
269,On the other hand Kathryn Bigelow has received quite a bit of acclaim in recent years for making films about nasty scary islamic terrorists.,A religion promotes violence or intolerance.,2
270,Patent histrionic nonsense.  The only real risk of fascism in this world is militant Islam and onepoliticalparty communism or whatever its mutated to in Russia and China.,A religion promotes violence or intolerance.,2
271,Ah gee I thought I could get a job rounding up Mexicans and Muslims and putting them in boxcars. Promises of a police state crushedmaybe.,A religion should be discriminated against.,2
272,Your disgusting treason to rationality civilization and humanity is inexcusable. Islam isnt a race at all much less one of poor mentallyinferior swarthy People Of Color who are oppressed by mentally superior whites nor is it a religion at all much less one Of Peace Islam is only the worlds largest and oldest ongoing extortionracket and crime gang and one whose holy mobster muslim gang members blame a god as their 1 alibi to excuse their own criminal desires and actions.  Right in their Quran is: permission to murder Jews and Christians Sura 9:29 to terrorize all nonmuslims 8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 the command to make war on all the infidels 9:123 and enslave the entire world to Allah 9:33  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  So nobody has a legal right to practice islam anywhere on earth,A religion or members of a religion are stupid.,2
273,Your disgusting treason to rationality civilization and humanity is inexcusable. Islam isnt a race at all much less one of poor mentallyinferior swarthy People Of Color who are oppressed by mentally superior whites nor is it a religion at all much less one Of Peace Islam is only the worlds largest and oldest ongoing extortionracket and crime gang and one whose holy mobster muslim gang members blame a god as their 1 alibi to excuse their own criminal desires and actions.  Right in their Quran is: permission to murder Jews and Christians Sura 9:29 to terrorize all nonmuslims 8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 the command to make war on all the infidels 9:123 and enslave the entire world to Allah 9:33  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  So nobody has a legal right to practice islam anywhere on earth,A religion is inferior when compared to another religion.,2
274,Your disgusting treason to rationality civilization and humanity is inexcusable. Islam isnt a race at all much less one of poor mentallyinferior swarthy People Of Color who are oppressed by mentally superior whites nor is it a religion at all much less one Of Peace Islam is only the worlds largest and oldest ongoing extortionracket and crime gang and one whose holy mobster muslim gang members blame a god as their 1 alibi to excuse their own criminal desires and actions.  Right in their Quran is: permission to murder Jews and Christians Sura 9:29 to terrorize all nonmuslims 8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 the command to make war on all the infidels 9:123 and enslave the entire world to Allah 9:33  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  So nobody has a legal right to practice islam anywhere on earth,A religion promotes violence or intolerance.,2
275,Well DC you got me all wrong.  Iodinate hate the Muslims Im terrified of them.  I know that once they are in control I will be forced to convert or die. And since Im a born again Christian Ill have to let them behead me.  And of course the Muslims in Lane Co. behave in a benign manner they are practicing Taqiyya.  And if you dont know what that means then you are just simply ignorant of the facts. So check it out apology not necessary just need educating.,A religion promotes violence or intolerance.,2
276,You named 2 people out of 360000000.  Not all Muslims are Islamic terrorists but all Islamic terrorists are Muslims.,A religion promotes violence or intolerance.,2
277,Islam teaches hate. Muslims need to be run out of this country. They are a disgusting death cult,A religion promotes violence or intolerance.,2
278,This is the evil of Islam It turns your white neighbors into killers,A religion promotes violence or intolerance.,2
279,So basically it will now be a crime to insult Prophet Mohammed. Canada joins the ranks of Islam the most backwards society on earth.,A religion promotes violence or intolerance.,2
280,Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,A religion or members of a religion are stupid.,2
281,Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,Members of a religion should be excluded and marginalized.,2
282,Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,Members of a religion should remain in their respective countries.,2
283,Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,The integration of a religion should be avoided in a country or society.,2
284,My bank has the same policy.  I told them I would comply when they insist Muslims do the same.,A religion is preferred to another.,2
285,Why has hatred of muslims been singled out for special treatment?  Hatred of Muslims is emphasized not singled out among all forms of racial and religious discrimination. Thats justifiable at the moment due to the event in Quebec City and the fact that hate crimes against Muslims in Canada have increased considerably over the last two years.,A religion is preferred to another.,2
286,It proves that again Christian and Muslim come from the same root they basically act in the same way when getting angry.,A religion promotes violence or intolerance.,2
287,Mueller is one of the most CORRUPT CRIMINAL EVIL swamp dwellers ever.  He is responsible for removing all references to Muslims in antiterror materials.  He would rather Americans DIE then Muslims be offended.,A religion is preferred to another.,2
288,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,Members of a religion should be excluded and marginalized.,2
289,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,Members of a religion should remain in their respective countries.,2
290,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,The integration of a religion should be avoided in a country or society.,2
291,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,A religion promotes violence or intolerance.,2
292,Im a Muslim a woman an immigrant and a very foolish person...,A religion or members of a religion are stupid.,2
293,Why not post the names of the adults? Mustve been another Christian hate group.,Members of a religion are a threat.,2
294,strong stated desire to kill people in the name of Islamic State That is the important part.,A religion promotes violence or intolerance.,2
295,Mass murder and expulsion of Christians throughout the muslim middle east  No problem.  Buddhists defend their country from muslim terrorists  humanitarian catastrophe.,A religion promotes violence or intolerance.,2
296,Mass murder and expulsion of Christians throughout the muslim middle east  No problem.  Buddhists defend their country from muslim terrorists  humanitarian catastrophe.,Members of a religion should be excluded and marginalized.,2
297,Then logically you should be afraid of Christians as well.  Well except it takes seconds to find recent news reports past 5 months of Muslim executioners killing gay folks en masse.  Please show us similar numbers for Christians killing them en masse recently  Orlando gay nighclub shooting: 49 killed shooter pledged ISIS allegiance  Chechen Authorities Arresting and Killing Gay Men  Russian newspaper says it has evidence that at least three gay men have been killed in prophylactic sweep in Chechnya  The Islamic State Executes Nine Men and a Boy for Being Gay  Egypt has taken a leading role at the United Nations in opposing gay rights. It was one of 13 countries to vote last week against a U.N. resolution condemning the death penalty for having gay sex.  Islamic State group judge read out the sentence against the two men convicted of homosexuality: They would be thrown to their deaths from the roof of the nearby Wael Hotel.  12 Muslim Countries That Kill You for Being Gay,A religion promotes violence or intolerance.,2
298,Globe closes comments on mosque shooting. ??? Maybe the muslims will know how it feels when one of their brethren commits a terrorist act.  Suck it up. You started it. More to come. LOL,A religion promotes violence or intolerance.,2
299,Globe closes comments on mosque shooting. ??? Maybe the muslims will know how it feels when one of their brethren commits a terrorist act.  Suck it up. You started it. More to come. LOL,Members of a religion are a threat.,2
300,Globe closes comments on mosque shooting. ??? Maybe the muslims will know how it feels when one of their brethren commits a terrorist act.  Suck it up. You started it. More to come. LOL,The use of violence is encouraged or desired against a religion.,2
301,This mystery may never be resolved. When muslim freak kills people we still have no idea why and that is where the problem is. If you still cannot figure out the motive then do not be surprised when you another muslim freak will do something similar.,A religion promotes violence or intolerance.,2
302,I predict that Trump will ignore this incident because I doubt it was a Muslim drunk driver.  Since it was probably a white good old boy hell get a pass from Team Trump.,A religion is preferred to another.,2
303,round up all the muslims young men from canadagermanyfrancebritainand the states  arm them and send them to syria.boots on the ground is needed.,The use of violence is encouraged or desired against a religion.,2
304,What happened to separation of church and state?  Who cares what the catholics think.,A religion or members of a religion are stupid.,2
305,Native born or immigrant Muslims are DANGEROUS.  All Europe will be an Islamic State in 30 years.,Members of a religion are a threat.,2
306,Rejected Muslim cemetery: Even in death we find no peace   Fake religion. Cremation works try that,Members of a religion are a threat.,2
307,Islam is a dark sinister force and for some reason the left continues to turn a blind eye to this .,Members of a religion are a threat.,2
308,So lets sell more guns to American young people and kick Moslems out of the country. Makes absolute sense,Members of a religion should be excluded and marginalized.,2
309,So lets sell more guns to American young people and kick Moslems out of the country. Makes absolute sense,Members of a religion should remain in their respective countries.,2
310,So lets sell more guns to American young people and kick Moslems out of the country. Makes absolute sense,The integration of a religion should be avoided in a country or society.,2
312,Ok lets use 1.  If a White person panders to Black people because of a presumed superiority of White people because of e.g. longterm effects of slavery then its racism.  See?  Bending over backwards to offset race issues is racism sometimes called reverseracism since the former is the overwhelmingly more common sort.,A religion should be discriminated against.,1
315,Beyond hypocritical article. Obama has befriended rogue antihuman rights antigay enemies of democracy like Iran. Get over your fake newsbased obsession with Russia and Trump liberals.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
319,Christians were responsible for that ? Dont bother answering...You are probably one of those people who will also say they are sick of the EvangelicalIsrael paradigm on another thread. Cant have it both ways LenG.,A religion is preferred to another.,1
322,Christians were responsible for that ? Dont bother answering...You are probably one of those people who will also say they are sick of the EvangelicalIsrael paradigm on another thread. Cant have it both ways LenG.,A religion or members of a religion are stupid.,1
324,Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,Members of a religion are not trustworthy or loyal.,1
325,Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,Members of a religion are not trustworthy or loyal.,1
326,Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,A religion is preferred to another.,1
327,racist huh? is it the saturation of the hawaii state government by japanese or the saturation of the federal govt by jeewsdual natl israelis  that is racist or is pointing the obvious out the racist  part? or are you using racism to silence someone ? for me it is the garbage that cant see the obvious that needs taking out.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
328,racist huh? is it the saturation of the hawaii state government by japanese or the saturation of the federal govt by jeewsdual natl israelis  that is racist or is pointing the obvious out the racist  part? or are you using racism to silence someone ? for me it is the garbage that cant see the obvious that needs taking out.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
330,racist huh? is it the saturation of the hawaii state government by japanese or the saturation of the federal govt by jeewsdual natl israelis  that is racist or is pointing the obvious out the racist  part? or are you using racism to silence someone ? for me it is the garbage that cant see the obvious that needs taking out.,A religion or members of a religion are compared to devils or demons.,1
331,Get behind Transgender homosexuals blacks native indians hispanics Muslims Jews and defeat Trump,Members of a religion are a threat.,1
332,Get behind Transgender homosexuals blacks native indians hispanics Muslims Jews and defeat Trump,Religious practices of a particular faith should be restricted or banned in public spaces.,1
333,Get behind Transgender homosexuals blacks native indians hispanics Muslims Jews and defeat Trump,A religion or members of a religion are compared to devils or demons.,1
337,I hate the fn Eagles man,A religion or members of a religion are stupid.,1
338,I hate the fn Eagles man,A religion or members of a religion are stupid.,1
343,Funny that on Twitter Trump called Obama a racist but I guess that dos not count.  Obama had work to do an never mentioned it. Poor Donnie criticism he cannot take. I guess being such an egotestical idiot his feelings are hurt when his actions and statements on racism shows him to be a true white supremacist.,A religion is preferred to another.,1
345,Funny that on Twitter Trump called Obama a racist but I guess that dos not count.  Obama had work to do an never mentioned it. Poor Donnie criticism he cannot take. I guess being such an egotestical idiot his feelings are hurt when his actions and statements on racism shows him to be a true white supremacist.,A religion or members of a religion are compared to devils or demons.,1
346,Funny that on Twitter Trump called Obama a racist but I guess that dos not count.  Obama had work to do an never mentioned it. Poor Donnie criticism he cannot take. I guess being such an egotestical idiot his feelings are hurt when his actions and statements on racism shows him to be a true white supremacist.,A religion is inferior when compared to another religion.,1
347,He also frequently wrote that there was a gay mafia in the priesthood which should have been rooted out.  Whats your point?,A religion should be discriminated against.,1
348,He also frequently wrote that there was a gay mafia in the priesthood which should have been rooted out.  Whats your point?,Members of a religion are compared to animals.,1
349,He also frequently wrote that there was a gay mafia in the priesthood which should have been rooted out.  Whats your point?,A religion or members of a religion are stupid.,1
351,he can take the US out of it which will leave Mexico and Canada with their fingers up their butt.,The use of violence is encouraged or desired against a religion.,1
353,he can take the US out of it which will leave Mexico and Canada with their fingers up their butt.,A religion or members of a religion are compared to devils or demons.,1
354,he can take the US out of it which will leave Mexico and Canada with their fingers up their butt.,Members of a religion are a threat.,1
356,Thats not the issue. The issue is that Trump said he was going to ban Muslims which violates the 1st Amendment. While the previous president banned people from countries this president stated that he wanted to ban people of a specific religion. Thats a big difference and the one Trump has run afoul of. Obama wasnt that stupid.,A religion should be discriminated against.,1
357,Thats not the issue. The issue is that Trump said he was going to ban Muslims which violates the 1st Amendment. While the previous president banned people from countries this president stated that he wanted to ban people of a specific religion. Thats a big difference and the one Trump has run afoul of. Obama wasnt that stupid.,Religious practices of a particular faith should be restricted or banned in public spaces.,1
358,Thats not the issue. The issue is that Trump said he was going to ban Muslims which violates the 1st Amendment. While the previous president banned people from countries this president stated that he wanted to ban people of a specific religion. Thats a big difference and the one Trump has run afoul of. Obama wasnt that stupid.,Members of a religion are a threat.,1
359,One more black lives matter who has lost his way.,Members of a religion are a threat.,1
361,One more black lives matter who has lost his way.,A religion is preferred to another.,1
363,Dont worry Richard no one will ever take away your right to hate black people or gay people for having the same legal rights as you. Your bigotry and intolerance will always be protected by the US Constitution so you can feel free to be just as hateful and closeminded as you always have been.,A religion is inferior when compared to another religion.,1
364,Dont worry Richard no one will ever take away your right to hate black people or gay people for having the same legal rights as you. Your bigotry and intolerance will always be protected by the US Constitution so you can feel free to be just as hateful and closeminded as you always have been.,The integration of a religion should be avoided in a country or society.,1
368,To answer this from this post:  And to think that there are those who still deny that race is the undrrlying issue that motivates peoples behavior.  Yes. And it is the reverse race card being played. Victimized because one is the White Race.   RE: When you call them on it youre a racist white devil.,A religion promotes violence or intolerance.,1
369,To answer this from this post:  And to think that there are those who still deny that race is the undrrlying issue that motivates peoples behavior.  Yes. And it is the reverse race card being played. Victimized because one is the White Race.   RE: When you call them on it youre a racist white devil.,Religious attire or symbols should be prohibited.,1
373,Anyone who thinks this is disrespectful needs to watch any of the myriad of videos of cops shooting black men down in the streets like dogs.  Thats fucking disrespectful.,Members of a religion are not trustworthy or loyal.,1
375,I guess that means a few more gays are going to be killed because of this religion.  How many women are going to be abused too.,A religion is preferred to another.,1
379,I am so tired of articles which praise Francis while ignoring his inaction on the scandal his positions regarding women and his refusal to recognize that the position of the Church regarding gays is so terribly wrong.,A religion is preferred to another.,1
382,I am so tired of articles which praise Francis while ignoring his inaction on the scandal his positions regarding women and his refusal to recognize that the position of the Church regarding gays is so terribly wrong.,Members of a religion should be excluded and marginalized.,1
386,Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,A religion promotes violence or intolerance.,1
391,Nothing in public discourse is as bullying as calling another a racist when he is not a racist or a homophobe when he does not hate gays.  Yet it is UBIQUITOUS.  One dare not speak against gay marriage or gay conduct without being told he that he hates those who engage in that conduct.,A religion should be discriminated against.,1
396,almost  no  females  I  know  are  feminists but then  they  shave  their  body  hair  and  dont  have  sex  with  other  females.,Members of a religion should remain in their respective countries.,1
398,almost  no  females  I  know  are  feminists but then  they  shave  their  body  hair  and  dont  have  sex  with  other  females.,A religion or members of a religion are stupid.,1
