premise,hypothesis,label
Gotta face facts KK years and years of right wing talk radio and right wing interest groups have created this lying racist monster. As Goebbels did for the Nazi party before they took power in the 1930s one keeps telling the little lies over and over they eventually become truths to those not listening closely. The most Germans actually believed the lies. Our right wings total disregard for facts andor truth ie. your claiming Clinton is guilty of espionage murder etc. or the President is an undercover agent for ISIS created an uncontrollable Cheetos monster.  You helped create this monster the monster is eating the GOP one big bite at a time using the same half truths and flat out lies your right wing radio has been spouting.  You cannot blame anyone else but yourself.  Whistling racism to the white trash have brought you where you are.  Im sure you will have a voice at the convention in Cleveland.  So quit whining and get moving before the its too late,LGBTQ persons should stay home.,1.0
Gotta face facts KK years and years of right wing talk radio and right wing interest groups have created this lying racist monster. As Goebbels did for the Nazi party before they took power in the 1930s one keeps telling the little lies over and over they eventually become truths to those not listening closely. The most Germans actually believed the lies. Our right wings total disregard for facts andor truth ie. your claiming Clinton is guilty of espionage murder etc. or the President is an undercover agent for ISIS created an uncontrollable Cheetos monster.  You helped create this monster the monster is eating the GOP one big bite at a time using the same half truths and flat out lies your right wing radio has been spouting.  You cannot blame anyone else but yourself.  Whistling racism to the white trash have brought you where you are.  Im sure you will have a voice at the convention in Cleveland.  So quit whining and get moving before the its too late,LGBTQ persons should be excluded.,1.0
Gotta face facts KK years and years of right wing talk radio and right wing interest groups have created this lying racist monster. As Goebbels did for the Nazi party before they took power in the 1930s one keeps telling the little lies over and over they eventually become truths to those not listening closely. The most Germans actually believed the lies. Our right wings total disregard for facts andor truth ie. your claiming Clinton is guilty of espionage murder etc. or the President is an undercover agent for ISIS created an uncontrollable Cheetos monster.  You helped create this monster the monster is eating the GOP one big bite at a time using the same half truths and flat out lies your right wing radio has been spouting.  You cannot blame anyone else but yourself.  Whistling racism to the white trash have brought you where you are.  Im sure you will have a voice at the convention in Cleveland.  So quit whining and get moving before the its too late,LGBTQ persons should stay home.,1.0
We like fish sticks?  Are you suggesting were gay fish?,LGBTQ persons should stay home.,1.0
We like fish sticks?  Are you suggesting were gay fish?,LGBTQ persons commit crimes.,1.0
We like fish sticks?  Are you suggesting were gay fish?,LGBTQ persons are not tolerated or desired.,1.0
We like fish sticks?  Are you suggesting were gay fish?,LGBTQ persons have a disease.,1.0
Trudeau is treating Canadians like idiots. There will still be cash for access but it will be different somehow. These are the thoughts of a pot head . Would journalists please find out how much and when he is smoking weed.,LGBTQ persons are believed to have a condition.,1.0
Trudeau is treating Canadians like idiots. There will still be cash for access but it will be different somehow. These are the thoughts of a pot head . Would journalists please find out how much and when he is smoking weed.,LGBTQ persons should not be allowed to marry.,1.0
Trudeau is treating Canadians like idiots. There will still be cash for access but it will be different somehow. These are the thoughts of a pot head . Would journalists please find out how much and when he is smoking weed.,LGBTQ persons should not be allowed to marry.,1.0
Trudeau is treating Canadians like idiots. There will still be cash for access but it will be different somehow. These are the thoughts of a pot head . Would journalists please find out how much and when he is smoking weed.,LGBTQ persons should not be allowed to marry.,1.0
Lets cut to what u just said Whitty u better learn how to step n fetch If u think u r going to fit in u r crazy They will take ur money give u crap n u r to take it Hawaiian people are slaves to the politions n unions Thay will never change So what they do is look for someone to put  below them Whitty that is u. If u want a quick lesson in how it feels to be black live in Hiwaii Whatbdo u think Haoles means N n dont forgot,LGBTQ should not be part of society.,1.0
Lets cut to what u just said Whitty u better learn how to step n fetch If u think u r going to fit in u r crazy They will take ur money give u crap n u r to take it Hawaiian people are slaves to the politions n unions Thay will never change So what they do is look for someone to put  below them Whitty that is u. If u want a quick lesson in how it feels to be black live in Hiwaii Whatbdo u think Haoles means N n dont forgot,LGBTQ persons are believed to have a condition.,1.0
Lets cut to what u just said Whitty u better learn how to step n fetch If u think u r going to fit in u r crazy They will take ur money give u crap n u r to take it Hawaiian people are slaves to the politions n unions Thay will never change So what they do is look for someone to put  below them Whitty that is u. If u want a quick lesson in how it feels to be black live in Hiwaii Whatbdo u think Haoles means N n dont forgot,LGBTQ persons should stay home.,1.0
Lets cut to what u just said Whitty u better learn how to step n fetch If u think u r going to fit in u r crazy They will take ur money give u crap n u r to take it Hawaiian people are slaves to the politions n unions Thay will never change So what they do is look for someone to put  below them Whitty that is u. If u want a quick lesson in how it feels to be black live in Hiwaii Whatbdo u think Haoles means N n dont forgot,LGBTQ persons have a disease.,1.0
Black Irish is the term.,LGBTQ persons should be excluded.,1.0
Black Irish is the term.,LGBTQ persons are seen as being disgusting.,1.0
Black Irish is the term.,LGBTQ persons are not tolerated or desired.,1.0
Black Irish is the term.,LGBTQ should not be part of society.,1.0
Oh boo hoo Another sob story from the liberal KoolAid factory attempting to make us feel sorry for the most hateful misogynistic homophobic racist group in Canada that produces the vast majority of terrorists. Not that the Globe is taking sides or anything...,LGBTQ persons are compared to animals.,1.0
Oh boo hoo Another sob story from the liberal KoolAid factory attempting to make us feel sorry for the most hateful misogynistic homophobic racist group in Canada that produces the vast majority of terrorists. Not that the Globe is taking sides or anything...,LGBTQ persons are compared to animals.,1.0
Oh boo hoo Another sob story from the liberal KoolAid factory attempting to make us feel sorry for the most hateful misogynistic homophobic racist group in Canada that produces the vast majority of terrorists. Not that the Globe is taking sides or anything...,LGBTQ persons are compared to animals.,1.0
Oh boo hoo Another sob story from the liberal KoolAid factory attempting to make us feel sorry for the most hateful misogynistic homophobic racist group in Canada that produces the vast majority of terrorists. Not that the Globe is taking sides or anything...,LGBTQ persons get preferred to other persons.,1.0
Very interesting ... What will Trump do next? Ban all Muslim?,LGBTQ persons commit crimes.,1.0
Very interesting ... What will Trump do next? Ban all Muslim?,Violence is encouraged against LGBTQ persons.,1.0
Very interesting ... What will Trump do next? Ban all Muslim?,LGBTQ persons should stay home.,1.0
Very interesting ... What will Trump do next? Ban all Muslim?,Violence is encouraged against LGBTQ persons.,1.0
Justicels..........................No the Cologne New Years gang sexual assaults of German women by migrants who were Arab or North African migrants and the Charlie Hebdo murders etc. etc. etc. proves it.,LGBTQ persons are believed to have an agenda.,1.0
Justicels..........................No the Cologne New Years gang sexual assaults of German women by migrants who were Arab or North African migrants and the Charlie Hebdo murders etc. etc. etc. proves it.,LGBTQ persons commit crimes.,1.0
Justicels..........................No the Cologne New Years gang sexual assaults of German women by migrants who were Arab or North African migrants and the Charlie Hebdo murders etc. etc. etc. proves it.,LGBTQ persons are compared to animals.,1.0
Justicels..........................No the Cologne New Years gang sexual assaults of German women by migrants who were Arab or North African migrants and the Charlie Hebdo murders etc. etc. etc. proves it.,LGBTQ persons are not tolerated or desired.,1.0
Islamophobia in the Time of Trump     URL inthetimeoftrump  Fueled by the Presidents nativist agenda and a new alliance with the altright the professional antiMuslim industry has never been strongeror more dangerous.,LGBTQ persons are treated differently.,1.0
Islamophobia in the Time of Trump     URL inthetimeoftrump  Fueled by the Presidents nativist agenda and a new alliance with the altright the professional antiMuslim industry has never been strongeror more dangerous.,LGBTQ should not be part of society.,1.0
Islamophobia in the Time of Trump     URL inthetimeoftrump  Fueled by the Presidents nativist agenda and a new alliance with the altright the professional antiMuslim industry has never been strongeror more dangerous.,LGBTQ persons commit crimes.,1.0
Islamophobia in the Time of Trump     URL inthetimeoftrump  Fueled by the Presidents nativist agenda and a new alliance with the altright the professional antiMuslim industry has never been strongeror more dangerous.,LGBTQ persons are seen as being disgusting.,1.0
Ok phantom  you obviously have an affinity for criminals.  Its ok to rob steal rape kill whatever as long as you get away with it especially if the act is against whitey.  I imagine that wouldnt be the case if your mom wife girlfriend sister was the victim. Maybe it would though.,LGBTQ persons are not tolerated or desired.,1.0
Ok phantom  you obviously have an affinity for criminals.  Its ok to rob steal rape kill whatever as long as you get away with it especially if the act is against whitey.  I imagine that wouldnt be the case if your mom wife girlfriend sister was the victim. Maybe it would though.,LGBTQ persons are not tolerated or desired.,1.0
Ok phantom  you obviously have an affinity for criminals.  Its ok to rob steal rape kill whatever as long as you get away with it especially if the act is against whitey.  I imagine that wouldnt be the case if your mom wife girlfriend sister was the victim. Maybe it would though.,LGBTQ persons get preferred to other persons.,1.0
Ok phantom  you obviously have an affinity for criminals.  Its ok to rob steal rape kill whatever as long as you get away with it especially if the act is against whitey.  I imagine that wouldnt be the case if your mom wife girlfriend sister was the victim. Maybe it would though.,LGBTQ should not be part of society.,1.0
Heres a strange thought... These famines are being caused by Muslim fundamentalists. How about the wealthy Muslims States fix the problem...,LGBTQ persons are believed to have a condition.,1.0
Heres a strange thought... These famines are being caused by Muslim fundamentalists. How about the wealthy Muslims States fix the problem...,LGBTQ persons should not be allowed to marry.,1.0
Heres a strange thought... These famines are being caused by Muslim fundamentalists. How about the wealthy Muslims States fix the problem...,LGBTQ persons get preferred to other persons.,1.0
Heres a strange thought... These famines are being caused by Muslim fundamentalists. How about the wealthy Muslims States fix the problem...,LGBTQ persons are not tolerated or desired.,1.0
Its our police killing blacks  Why......why.......it has to be doesnt it?,The use of violence is encouraged or desired against a race.,0.0
Nancy Pelosi is right. She is the top Democrat fundraiser so black liberal and transgender Democrats should best shut up and stop complaining. Its her party and she is the boss.,Members of a race should be excluded.,0.0
Nancy Pelosi is right. She is the top Democrat fundraiser so black liberal and transgender Democrats should best shut up and stop complaining. Its her party and she is the boss.,Members of a race are refused.,0.0
I agree that Lee was doing his duty and was an honourable man. However the guys trying to stop the removal of his statue arent interested in that they are interested in a form of white control of the South and having the black people put back in their places.,The use of violence is encouraged or desired against a race.,0.0
I agree that Lee was doing his duty and was an honourable man. However the guys trying to stop the removal of his statue arent interested in that they are interested in a form of white control of the South and having the black people put back in their places.,Members of a race are a threat to others.,0.0
and where did the father go? Im willing to bet he flew the koop like many black men in his situation,A race is inferior when compared to another race.,0.0
People once chose to believe black humans were property. They minimized it in their minds to conceal and deal with the legal crime of their time.,Members of a race are compared to animals.,0.0
People once chose to believe black humans were property. They minimized it in their minds to conceal and deal with the legal crime of their time.,A race is inferior when compared to another race.,0.0
An interesting situation America has  just chosen a president with the support of white supremacists Bannon puts them right in the White House and todays paper  carries a racist antiSemitic tirade by Richard Spencer the leader of the altright  And Jonah  Goldberg uses  his column today ranting about  his anger at liberals for exaggerating the extent of racism in America. Lugenpresse indeed.,Members of a race are racist.,0.0
If you dont like it here go back to Africa or wherever you came or were taken from.  My ancestors in Eastern Europe were also slaves but instead of whining about it every day as an excuse for my laziness and n0t paying attention in school I have moved on.  I am in control of my life  not the past.  Time for people to grow up and live in the present.  BTW blacks in the US have it far better than blacks in an black run country in Africa.,Members of a race should go back to their homes.,0.0
If you dont like it here go back to Africa or wherever you came or were taken from.  My ancestors in Eastern Europe were also slaves but instead of whining about it every day as an excuse for my laziness and n0t paying attention in school I have moved on.  I am in control of my life  not the past.  Time for people to grow up and live in the present.  BTW blacks in the US have it far better than blacks in an black run country in Africa.,Members of a race should be excluded.,0.0
If you dont like it here go back to Africa or wherever you came or were taken from.  My ancestors in Eastern Europe were also slaves but instead of whining about it every day as an excuse for my laziness and n0t paying attention in school I have moved on.  I am in control of my life  not the past.  Time for people to grow up and live in the present.  BTW blacks in the US have it far better than blacks in an black run country in Africa.,The integration of a race should be avoided in a country or society.,0.0
Youre right black slavery and black discrimination by whites in America is excused.,Members of a race commit crimes.,0.0
Black Lives Matter wait then what about Red White Yellow and Brown Lives? If blacks can say nigger in the white house then what the hell you doing taking my comments down? Get a pair nigga,A race is preferred to another.,0.0
Black Lives Matter wait then what about Red White Yellow and Brown Lives? If blacks can say nigger in the white house then what the hell you doing taking my comments down? Get a pair nigga,Members of a race are refused.,0.0
Hatred of those white supremacist nazis was present?  Oh no.  For shame.    Well thats a relief: now we know that the white supremacist nazis  those who hate them were equivalent.,Members of a race are racist.,0.0
But black people gun down black people every day and sports teams are silent on it as is BLMcops have a dangerous job and the bad guys have guns and yes some black crooks will get shot trying to kill the cops.,Members of a race are violent.,0.0
But black people gun down black people every day and sports teams are silent on it as is BLMcops have a dangerous job and the bad guys have guns and yes some black crooks will get shot trying to kill the cops.,Members of a race commit crimes.,0.0
You must be white to make that statement about lynching. After this election Trump will still be rich white male and a pig. People that are lynched dont walk away with their lives much less anything else. Of course the Trump campaign has been based on white identity politics just look at who surrounds him.,Members of a race are compared to animals.,0.0
You must be white to make that statement about lynching. After this election Trump will still be rich white male and a pig. People that are lynched dont walk away with their lives much less anything else. Of course the Trump campaign has been based on white identity politics just look at who surrounds him.,Members of a race commit crimes.,0.0
You must be white to make that statement about lynching. After this election Trump will still be rich white male and a pig. People that are lynched dont walk away with their lives much less anything else. Of course the Trump campaign has been based on white identity politics just look at who surrounds him.,Members of a race are violent.,0.0
How is it possible that the Baltimore police are so screwed up when: The majority of the city is black? The majority of the city council is black? The majority of the senior police commanders are black or hispanic? The majority of the officers on the police force are black?,A race is inferior when compared to another race.,0.0
How is it possible that the Baltimore police are so screwed up when: The majority of the city is black? The majority of the city council is black? The majority of the senior police commanders are black or hispanic? The majority of the officers on the police force are black?,Members of a race are stupid.,0.0
White people generally allow their police to abuse suspects of color including with deadly force when it is not required.  Police dont get a free pass anymore or wont if white voters take the BLM demands to heart.,Members of a race commit crimes.,0.0
White people generally allow their police to abuse suspects of color including with deadly force when it is not required.  Police dont get a free pass anymore or wont if white voters take the BLM demands to heart.,Members of a race are violent.,0.0
White people generally allow their police to abuse suspects of color including with deadly force when it is not required.  Police dont get a free pass anymore or wont if white voters take the BLM demands to heart.,The use of violence is encouraged or desired against a race.,0.0
Am I the only person that sees the irony of white men defending a white woman in black face by claiming she was lynched by students supporting black people? The lynching tradition usually is started by a white woman claiming a black man insulted her. Then white men would get their guns and hunt black people. When they caught a black man they had a variety of methods to torture and kill him in front of a happy crowd of white people having picnics. There are photos. Oh the irony.,Members of a race commit crimes.,0.0
Am I the only person that sees the irony of white men defending a white woman in black face by claiming she was lynched by students supporting black people? The lynching tradition usually is started by a white woman claiming a black man insulted her. Then white men would get their guns and hunt black people. When they caught a black man they had a variety of methods to torture and kill him in front of a happy crowd of white people having picnics. There are photos. Oh the irony.,Members of a race are violent.,0.0
Im not sure I see a pattern of racial discrimination in favor of black people in this country.  Do you have any studies that dont include cherrypicked items?,Members of a race are racist.,0.0
Im not sure I see a pattern of racial discrimination in favor of black people in this country.  Do you have any studies that dont include cherrypicked items?,A race is preferred to another.,0.0
You cant seem to read the posts of another and digest them without injecting your intrinsic antiwhite animus.,Members of a race are racist.,0.0
If you were white youd be a Nazi KKK youre so racist and narrow minded.,Members of a race are racist.,0.0
how dare they take the person most qualified rather than the white male,A race is preferred to another.,0.0
how dare they take the person most qualified rather than the white male,Members of a race are refused.,0.0
Try being gay white and a conservative male.  You get bashed because you are while and male.  You get bashed because you are gay and conservative.  Some people just think in terms of identity politics and dont realize that people are people.,Members of a race are refused.,0.0
Chinese law for Chinese. Human rights for humans. I see nothing wrong.  Chinese are like the products they produce. Cheap plentiful and disposable.,A race is inferior when compared to another race.,0.0
Can they stop forcing these unrealistic racially diverse shows on people people seldom hang out with a rainbow group of friends. I wont watch TV shows that promote race mixing and alternate lifestyles. Thankfully we have other ways to chose are media instead of being force fed anti white propaganda by the lying media.,Members of a race should be excluded.,0.0
Can they stop forcing these unrealistic racially diverse shows on people people seldom hang out with a rainbow group of friends. I wont watch TV shows that promote race mixing and alternate lifestyles. Thankfully we have other ways to chose are media instead of being force fed anti white propaganda by the lying media.,Members of a race are racist.,0.0
Remember your history Slavery was brought to the Americas by white Europeans the English Dutch French Spanish and Portuguese.,Members of a race are a threat to others.,0.0
Remember your history Slavery was brought to the Americas by white Europeans the English Dutch French Spanish and Portuguese.,Members of a race commit crimes.,0.0
He hates Trump for being white.,Members of a race should be excluded.,0.0
He hates Trump for being white.,Members of a race are refused.,0.0
Chinese trolls sharing their ignorance of the free world. Theres a reason why Chinese are desperately trying to get their money out of China... Rats fleeing a sinking ship...,Members of a race are compared to animals.,0.0
For the record I despise neonazi and white supremicist views as well as whatever views allow a person to falsely insinuate that I agree with them in any way. All for having explained the fallacies of a poll. Tazedandconfused I note you upvoted yourself on both of your replies. That says more than your actual comment.,Members of a race are racist.,0.0
Black lives matter. Why are there so many black on black homicides? Respect one another first then others will regard you with respect.,Members of a race commit crimes.,0.0
Black lives matter. Why are there so many black on black homicides? Respect one another first then others will regard you with respect.,Members of a race are violent.,0.0
Some are now calling it black lives murder,Members of a race commit crimes.,0.0
Some are now calling it black lives murder,Members of a race are violent.,0.0
Wow  How come you not sharing your wealth with the poor black man?  You wanted us to?  Dont fall in the ocean a shark might get but then again hed probably spit you out.,Members of a race should be excluded.,0.0
Wow  How come you not sharing your wealth with the poor black man?  You wanted us to?  Dont fall in the ocean a shark might get but then again hed probably spit you out.,Members of a race are refused.,0.0
Do you deny slavery wasis practiced in Aftrica?   Do you deny there are black supremacists in this country?   Women have being screwing men over since the beginning of time.  How many times have women used sexual extortion on men?  Sexual extortion is so common that I would bet that you have experienced it any number of times.   It is how women actually control the world.  I will not go into the perversion that your side likes to promote.,Members of a race are racist.,0.0
Do you deny slavery wasis practiced in Aftrica?   Do you deny there are black supremacists in this country?   Women have being screwing men over since the beginning of time.  How many times have women used sexual extortion on men?  Sexual extortion is so common that I would bet that you have experienced it any number of times.   It is how women actually control the world.  I will not go into the perversion that your side likes to promote.,Members of a race commit crimes.,0.0
No dont be silly. If theyre WHITE theyre mentally ill.,Members of a race are a threat to others.,0.0
No dont be silly. If theyre WHITE theyre mentally ill.,Members of a race are stupid.,0.0
ACLU: LOL  Funny.  Unless you look like youre dressed as an Arab or Mexican Illegal you have NOTHING to fear.,Members of a race commit crimes.,0.0
ACLU: LOL  Funny.  Unless you look like youre dressed as an Arab or Mexican Illegal you have NOTHING to fear.,A race is preferred to another.,0.0
The fact that there are only black men from Arapahoe county on Colorados death row suggests that jurors are more sympathetic to white perpetrators.,A race is preferred to another.,0.0
Yeah Democrats like slavery. And yet black people vote overwhelmingly for Democrats. Silly black people.,Members of a race commit crimes.,0.0
Yeah Democrats like slavery. And yet black people vote overwhelmingly for Democrats. Silly black people.,Members of a race are stupid.,0.0
Give me a break. White men are in other nations killing off innocent people in response to terrorist but do nothing about the terrorist in they own backyard. Stop the race baiting already.,Members of a race commit crimes.,0.0
Give me a break. White men are in other nations killing off innocent people in response to terrorist but do nothing about the terrorist in they own backyard. Stop the race baiting already.,Members of a race are violent.,0.0
Give me a break. White men are in other nations killing off innocent people in response to terrorist but do nothing about the terrorist in they own backyard. Stop the race baiting already.,Members of a race are a threat to others.,0.0
When did white men become such babies? Man up.,Members of a race are stupid.,0.0
I agree with you the white lefties globalists are the most hypocritical humans of them all. They are the cancer of the white race Being racist doesnt mean to be cruel to other races.When a black woman told me that with 10 whites left on earth in 2016 there were 9 too many.Now  that is not racism but cruelty.,Members of a race are a threat to others.,0.0
I agree with you the white lefties globalists are the most hypocritical humans of them all. They are the cancer of the white race Being racist doesnt mean to be cruel to other races.When a black woman told me that with 10 whites left on earth in 2016 there were 9 too many.Now  that is not racism but cruelty.,The use of violence is encouraged or desired against a race.,0.0
No I do not think it was racist Since Obama got in control white man can not say anything but black people can say any thing and it is okay like put Cops in a blanket fry them like bacon.,Members of a race are compared to animals.,0.0
No I do not think it was racist Since Obama got in control white man can not say anything but black people can say any thing and it is okay like put Cops in a blanket fry them like bacon.,A race is preferred to another.,0.0
white trash Wow If black was substitute for white the term would be seen as racist. But then again only whites can be racist right?,A race is preferred to another.,0.0
white trash Wow If black was substitute for white the term would be seen as racist. But then again only whites can be racist right?,Members of a race are racist.,0.0
You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,Members of a race should be excluded.,0.0
You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,Members of a race should go back to their homes.,0.0
You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,The integration of a race should be avoided in a country or society.,0.0
You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,Members of a race should remain in their respective countries.,0.0
Meh. Replace white supremacists with Muslims and youd be all for shutting them down. The Greatest Generation sacrificed too much to let Nazis rear their ugly heads again. Color me unsympathetic to their plight.,A race is preferred to another.,0.0
Meh. Replace white supremacists with Muslims and youd be all for shutting them down. The Greatest Generation sacrificed too much to let Nazis rear their ugly heads again. Color me unsympathetic to their plight.,Members of a race are racist.,0.0
WE DO NOT NEED ANY SYRIAN REFUGEES Look what happen in Germany France UK Do we want that here? No but the PM does. Enough with the Syrian terrorists no more refugees from Syria.,Members of a race should be excluded.,0.0
WE DO NOT NEED ANY SYRIAN REFUGEES Look what happen in Germany France UK Do we want that here? No but the PM does. Enough with the Syrian terrorists no more refugees from Syria.,Members of a race should go back to their homes.,0.0
WE DO NOT NEED ANY SYRIAN REFUGEES Look what happen in Germany France UK Do we want that here? No but the PM does. Enough with the Syrian terrorists no more refugees from Syria.,The integration of a race should be avoided in a country or society.,0.0
WE DO NOT NEED ANY SYRIAN REFUGEES Look what happen in Germany France UK Do we want that here? No but the PM does. Enough with the Syrian terrorists no more refugees from Syria.,Members of a race should remain in their respective countries.,0.0
White slaves   We must work so they need not.,A race is inferior when compared to another race.,0.0
Youre right. Look at all the white guys shooting up mosques black churches former places of employment schools and theatres.  Idle hands etc.,Members of a race commit crimes.,0.0
Youre right. Look at all the white guys shooting up mosques black churches former places of employment schools and theatres.  Idle hands etc.,Members of a race are violent.,0.0
Spencer is just a white version of BLM our black supremacist organization receiving public  funding.,Members of a race are racist.,0.0
Spencer is just a white version of BLM our black supremacist organization receiving public  funding.,Members of a race are a threat to others.,0.0
Identity politics.... if you a not a black female pansexual quadriplegic then you will be disregarded.,A race is preferred to another.,0.0
Portland was called the skinhead city or white supremacist city.  I didnt even know it till I read it.  And I thought it was a beautiful place to live unless youre white.  Nothing but White Punks on Dope.,Members of a race are racist.,0.0
Portland was called the skinhead city or white supremacist city.  I didnt even know it till I read it.  And I thought it was a beautiful place to live unless youre white.  Nothing but White Punks on Dope.,Members of a race commit crimes.,0.0
Hahaah nuts  Anyone white is always more of a threat to a progressive  But dont worry Hilllarious will never win.  LOW ENERGY,Members of a race are a threat to others.,0.0
Teaching American History: The Confederacy  URL OmOzrbPIHxIVYuCk6u4cZIAAAAAAAAGDURAxfrcvkvGMs1600Flag2Bof2BHatred1.jpg Our new government is founded upon exactly the opposite ideas its foundations are laid its cornerstone rests upon the great truth that the negro is not equal to the white man that slavery subordination to the superior race is his natural and normal condition.,A race is inferior when compared to another race.,0.0
Teaching American History: The Confederacy  URL OmOzrbPIHxIVYuCk6u4cZIAAAAAAAAGDURAxfrcvkvGMs1600Flag2Bof2BHatred1.jpg Our new government is founded upon exactly the opposite ideas its foundations are laid its cornerstone rests upon the great truth that the negro is not equal to the white man that slavery subordination to the superior race is his natural and normal condition.,A race is preferred to another.,0.0
Only white men are allowed to be racist and sexist.,A race is preferred to another.,0.0
And white supremacy only accounts for a few black murders.  I guess were good then,Members of a race commit crimes.,0.0
And white supremacy only accounts for a few black murders.  I guess were good then,Members of a race are violent.,0.0
no more chinese  they dont assimilate they cheat. not fair to the other good kids who dont cheating as an option.,The integration of a race should be avoided in a country or society.,0.0
Until the media becomes honest and reports the fact that statistically black males are more likely to become violent and that they are more likely to be involved in street crime this issue will go nowhere.,Members of a race commit crimes.,0.0
Until the media becomes honest and reports the fact that statistically black males are more likely to become violent and that they are more likely to be involved in street crime this issue will go nowhere.,Members of a race are violent.,0.0
Until the media becomes honest and reports the fact that statistically black males are more likely to become violent and that they are more likely to be involved in street crime this issue will go nowhere.,Members of a race are a threat to others.,0.0
Yea but we are all done with the black monkey   ,Members of a race are compared to animals.,0.0
these white men are ruining this country,Members of a race are a threat to others.,0.0
People cant create a chaotic situation and then act innocent when a helicopter needs to be called in.  The protestors had a legal permit to be there.  Lobbing concrete filled bottles and assaulting people is not a way to deal with uncomfortable opinions.  Some selfreflection is required from everyone involved  not just evil white nationalists.,Members of a race commit crimes.,0.0
People cant create a chaotic situation and then act innocent when a helicopter needs to be called in.  The protestors had a legal permit to be there.  Lobbing concrete filled bottles and assaulting people is not a way to deal with uncomfortable opinions.  Some selfreflection is required from everyone involved  not just evil white nationalists.,Members of a race are violent.,0.0
Visit Chicago or Detroit I hear those places doesnt have angry white guys with guns.,Members of a race commit crimes.,0.0
Visit Chicago or Detroit I hear those places doesnt have angry white guys with guns.,Members of a race are violent.,0.0
Visit Chicago or Detroit I hear those places doesnt have angry white guys with guns.,Members of a race are a threat to others.,0.0
more whites are killed by cops actually. its just that relative to population  blacks are killed at a higher rate. maybe its because blacks commit way more crime than whites per capita.,Members of a race commit crimes.,0.0
more whites are killed by cops actually. its just that relative to population  blacks are killed at a higher rate. maybe its because blacks commit way more crime than whites per capita.,Members of a race are violent.,0.0
more whites are killed by cops actually. its just that relative to population  blacks are killed at a higher rate. maybe its because blacks commit way more crime than whites per capita.,Members of a race are a threat to others.,0.0
THOM is a HOMOSEXUAL that ENGAGES in DOG SEX with PROGRESSIVES THOM has a CANINE MEAT LOCKER MOUTH that ATTRACTS NIGERS and DOGS as a PAY MOUTH WHAT A GUY HAS A GERMAN SHEPHERD ATTACHED to HIS ASS,Members of a race are compared to animals.,0.0
IF BLM were as concerned about black on black murder none of this would be an issue.,Members of a race commit crimes.,0.0
IF BLM were as concerned about black on black murder none of this would be an issue.,Members of a race are violent.,0.0
IF BLM were as concerned about black on black murder none of this would be an issue.,Members of a race are a threat to others.,0.0
This statement to a non white woman about her non white son fits the narrative of white supremacy currently in the White House  FTR I used the word white four times in my comment.Five now,Members of a race are racist.,0.0
No I dont. The US has something pathologically wrong with themselves on the subject. I suspect that it is racism at its heart. The white majority would feel that they were being robbed if their taxes were being used to give healthcare to little black babies.,Members of a race are racist.,0.0
No I dont. The US has something pathologically wrong with themselves on the subject. I suspect that it is racism at its heart. The white majority would feel that they were being robbed if their taxes were being used to give healthcare to little black babies.,Members of a race are a threat to others.,0.0
BITCH SHOULD HAVE STUCK to HAVING SEX WITH DOGS and NIGERS SHE WAS AN EXPE at THAT,Members of a race are compared to animals.,0.0
BITCH SHOULD HAVE STUCK to HAVING SEX WITH DOGS and NIGERS SHE WAS AN EXPE at THAT,Members of a race are refused.,0.0
Who knew trying to make excuses for Nazis and white supremacists would be so hard.,Members of a race are racist.,0.0
So I get what youre saying if more blacks kill other blacks then its okay if everybody does it too. This wasnt  a hate crime but whites will still take this opportunity to paint all black as bad. But thats what yall been doing hating on blacks,Members of a race commit crimes.,0.0
So I get what youre saying if more blacks kill other blacks then its okay if everybody does it too. This wasnt  a hate crime but whites will still take this opportunity to paint all black as bad. But thats what yall been doing hating on blacks,Members of a race are violent.,0.0
So I get what youre saying if more blacks kill other blacks then its okay if everybody does it too. This wasnt  a hate crime but whites will still take this opportunity to paint all black as bad. But thats what yall been doing hating on blacks,Members of a race are a threat to others.,0.0
Hope the black lives matter is being heard by the black people who keep shooting each other in various towns.,Members of a race commit crimes.,0.0
Hope the black lives matter is being heard by the black people who keep shooting each other in various towns.,Members of a race are violent.,0.0
Hope the black lives matter is being heard by the black people who keep shooting each other in various towns.,Members of a race are a threat to others.,0.0
Whites kill whites and blacks kill blacks more often  a function of being in closer proximity to each other.  Meaningful discussions are so much more possible when one presents the complete facts.,Members of a race commit crimes.,0.0
Whites kill whites and blacks kill blacks more often  a function of being in closer proximity to each other.  Meaningful discussions are so much more possible when one presents the complete facts.,Members of a race are violent.,0.0
Whites kill whites and blacks kill blacks more often  a function of being in closer proximity to each other.  Meaningful discussions are so much more possible when one presents the complete facts.,Members of a race are a threat to others.,0.0
Filthy niggers.,Members of a race are refused.,0.0
your a fKING ahole take a hike and die you commy chinese fk god you losers are another evil in the world,Members of a race are a threat to others.,0.0
