premise,hypothesis,label
Your disgusting treason to rationality civilization and humanity is inexcusable. Islam isnt a race at all much less one of poor mentallyinferior swarthy People Of Color who are oppressed by mentally superior whites nor is it a religion at all much less one Of Peace Islam is only the worlds largest and oldest ongoing extortionracket and crime gang and one whose holy mobster muslim gang members blame a god as their 1 alibi to excuse their own criminal desires and actions.  Right in their Quran is: permission to murder Jews and Christians Sura 9:29 to terrorize all nonmuslims 8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 the command to make war on all the infidels 9:123 and enslave the entire world to Allah 9:33  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  So nobody has a legal right to practice islam anywhere on earth,A religion is inferior when compared to another religion.,2
Your disgusting treason to rationality civilization and humanity is inexcusable. Islam isnt a race at all much less one of poor mentallyinferior swarthy People Of Color who are oppressed by mentally superior whites nor is it a religion at all much less one Of Peace Islam is only the worlds largest and oldest ongoing extortionracket and crime gang and one whose holy mobster muslim gang members blame a god as their 1 alibi to excuse their own criminal desires and actions.  Right in their Quran is: permission to murder Jews and Christians Sura 9:29 to terrorize all nonmuslims 8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 the command to make war on all the infidels 9:123 and enslave the entire world to Allah 9:33  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  So nobody has a legal right to practice islam anywhere on earth,A religion promotes violence or intolerance.,2
Well DC you got me all wrong.  Iodinate hate the Muslims Im terrified of them.  I know that once they are in control I will be forced to convert or die. And since Im a born again Christian Ill have to let them behead me.  And of course the Muslims in Lane Co. behave in a benign manner they are practicing Taqiyya.  And if you dont know what that means then you are just simply ignorant of the facts. So check it out apology not necessary just need educating.,A religion promotes violence or intolerance.,2
You named 2 people out of 360000000.  Not all Muslims are Islamic terrorists but all Islamic terrorists are Muslims.,A religion promotes violence or intolerance.,2
Islam teaches hate. Muslims need to be run out of this country. They are a disgusting death cult,A religion promotes violence or intolerance.,2
This is the evil of Islam It turns your white neighbors into killers,A religion promotes violence or intolerance.,2
So basically it will now be a crime to insult Prophet Mohammed. Canada joins the ranks of Islam the most backwards society on earth.,A religion promotes violence or intolerance.,2
Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,A religion or members of a religion are stupid.,2
Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,Members of a religion should be excluded and marginalized.,2
Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,Members of a religion should remain in their respective countries.,2
Liar.  Im considering your idiotic source.  Anyone that carries the name Mohamed shouldnt throw stones.  We dont need any wannabe Muslim bringing bigotry into our great nation.  We already have way too many bigots and racists hurling stones.,The integration of a religion should be avoided in a country or society.,2
My bank has the same policy.  I told them I would comply when they insist Muslims do the same.,A religion is preferred to another.,2
Why has hatred of muslims been singled out for special treatment?  Hatred of Muslims is emphasized not singled out among all forms of racial and religious discrimination. Thats justifiable at the moment due to the event in Quebec City and the fact that hate crimes against Muslims in Canada have increased considerably over the last two years.,A religion is preferred to another.,2
It proves that again Christian and Muslim come from the same root they basically act in the same way when getting angry.,A religion promotes violence or intolerance.,2
Mueller is one of the most CORRUPT CRIMINAL EVIL swamp dwellers ever.  He is responsible for removing all references to Muslims in antiterror materials.  He would rather Americans DIE then Muslims be offended.,A religion is preferred to another.,2
I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,Members of a religion should be excluded and marginalized.,2
I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,Members of a religion should remain in their respective countries.,2
I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,The integration of a religion should be avoided in a country or society.,2
I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,A religion promotes violence or intolerance.,2
Im a Muslim a woman an immigrant and a very foolish person...,A religion or members of a religion are stupid.,2
Why not post the names of the adults? Mustve been another Christian hate group.,Members of a religion are a threat.,2
strong stated desire to kill people in the name of Islamic State That is the important part.,A religion promotes violence or intolerance.,2
Mass murder and expulsion of Christians throughout the muslim middle east  No problem.  Buddhists defend their country from muslim terrorists  humanitarian catastrophe.,A religion promotes violence or intolerance.,2
Mass murder and expulsion of Christians throughout the muslim middle east  No problem.  Buddhists defend their country from muslim terrorists  humanitarian catastrophe.,Members of a religion should be excluded and marginalized.,2
Then logically you should be afraid of Christians as well.  Well except it takes seconds to find recent news reports past 5 months of Muslim executioners killing gay folks en masse.  Please show us similar numbers for Christians killing them en masse recently  Orlando gay nighclub shooting: 49 killed shooter pledged ISIS allegiance  Chechen Authorities Arresting and Killing Gay Men  Russian newspaper says it has evidence that at least three gay men have been killed in prophylactic sweep in Chechnya  The Islamic State Executes Nine Men and a Boy for Being Gay  Egypt has taken a leading role at the United Nations in opposing gay rights. It was one of 13 countries to vote last week against a U.N. resolution condemning the death penalty for having gay sex.  Islamic State group judge read out the sentence against the two men convicted of homosexuality: They would be thrown to their deaths from the roof of the nearby Wael Hotel.  12 Muslim Countries That Kill You for Being Gay,A religion promotes violence or intolerance.,2
Globe closes comments on mosque shooting. ??? Maybe the muslims will know how it feels when one of their brethren commits a terrorist act.  Suck it up. You started it. More to come. LOL,A religion promotes violence or intolerance.,2
Globe closes comments on mosque shooting. ??? Maybe the muslims will know how it feels when one of their brethren commits a terrorist act.  Suck it up. You started it. More to come. LOL,Members of a religion are a threat.,2
Globe closes comments on mosque shooting. ??? Maybe the muslims will know how it feels when one of their brethren commits a terrorist act.  Suck it up. You started it. More to come. LOL,The use of violence is encouraged or desired against a religion.,2
This mystery may never be resolved. When muslim freak kills people we still have no idea why and that is where the problem is. If you still cannot figure out the motive then do not be surprised when you another muslim freak will do something similar.,A religion promotes violence or intolerance.,2
I predict that Trump will ignore this incident because I doubt it was a Muslim drunk driver.  Since it was probably a white good old boy hell get a pass from Team Trump.,A religion is preferred to another.,2
round up all the muslims young men from canadagermanyfrancebritainand the states  arm them and send them to syria.boots on the ground is needed.,The use of violence is encouraged or desired against a religion.,2
What happened to separation of church and state?  Who cares what the catholics think.,A religion or members of a religion are stupid.,2
Native born or immigrant Muslims are DANGEROUS.  All Europe will be an Islamic State in 30 years.,Members of a religion are a threat.,2
Rejected Muslim cemetery: Even in death we find no peace   Fake religion. Cremation works try that,Members of a religion are a threat.,2
Islam is a dark sinister force and for some reason the left continues to turn a blind eye to this .,Members of a religion are a threat.,2
So lets sell more guns to American young people and kick Moslems out of the country. Makes absolute sense,Members of a religion should be excluded and marginalized.,2
So lets sell more guns to American young people and kick Moslems out of the country. Makes absolute sense,Members of a religion should remain in their respective countries.,2
So lets sell more guns to American young people and kick Moslems out of the country. Makes absolute sense,The integration of a religion should be avoided in a country or society.,2
 As someone pointed out earlier ISIS and radical islamic terrorism is a cancer on society. Got it ITherefore.  But Im still wondering: what effect do fringe white supremacists have on society?    Awaiting your reply. Thanks.,A religion promotes violence or intolerance.,2
 As someone pointed out earlier ISIS and radical islamic terrorism is a cancer on society. Got it ITherefore.  But Im still wondering: what effect do fringe white supremacists have on society?    Awaiting your reply. Thanks.,Members of a religion are a threat.,2
1rockcut Every attack on a western country by Muslims has been preceded by an attack on Muslims by that western country.,A religion promotes violence or intolerance.,2
1rockcut Every attack on a western country by Muslims has been preceded by an attack on Muslims by that western country.,Members of a religion are a threat.,2
4 Hinduism worships gods that are not the God of the Bible.  Why should money spent on a Catholic school facilitate paganismpolytheism? My Catholic university spent money to buy idols for their worship services.,Members of a religion should be excluded and marginalized.,2
A career drug dealer jacked up on cocaine and alcohol goes off his rocker and assaults armed airport police in France. But he was born a Muslim so obviously its Islamist terrorism right? lol,A religion promotes violence or intolerance.,2
A career drug dealer jacked up on cocaine and alcohol goes off his rocker and assaults armed airport police in France. But he was born a Muslim so obviously its Islamist terrorism right? lol,Members of a religion are a threat.,2
Actually islamophobia is muslim bigotry.  It exposes  hateful bigots.  Muslims are not victims at all. The rest of the world is victim to the muslim ideology and bigotry.Why so many murders in the name of islam.   32000 terrorist attacks by muslims?  Thats pure hate.,A religion promotes violence or intolerance.,2
Actually islamophobia is muslim bigotry.  It exposes  hateful bigots.  Muslims are not victims at all. The rest of the world is victim to the muslim ideology and bigotry.Why so many murders in the name of islam.   32000 terrorist attacks by muslims?  Thats pure hate.,Members of a religion are a threat.,2
Address religion head on. It is nothing but tribal mythology manipulated to control the ignorant and utilized by the heinous. It has been so for millennia. Radical Islam is just another symptom of the virus.,A religion or members of a religion are stupid.,2
Ah coward why do you flag me so? I say again in reply to your racist comment: You are always free to leave. But as you know and as I know you need us more than we need you. I am sure most of us will not find comfort in Islamic prayer. Unless of course one is into genital mutilation etc etc.,Members of a religion should remain in their respective countries.,2
Ah coward why do you flag me so? I say again in reply to your racist comment: You are always free to leave. But as you know and as I know you need us more than we need you. I am sure most of us will not find comfort in Islamic prayer. Unless of course one is into genital mutilation etc etc.,Members of a religion should be excluded and marginalized.,2
ALL religion is a dangerous fiction but Islam has been leading the pack lately. E.g. 72 dead in Afghaistan a couple days ago.,Members of a religion are a threat.,2
ALL religion is a dangerous fiction but Islam has been leading the pack lately. E.g. 72 dead in Afghaistan a couple days ago.,A religion promotes violence or intolerance.,2
An Islamist?  What a shock.  I thought it was an American angry white guy.  Our spud Junior has hatched the same future for Canada by allowing in 35000 Syrian refugees without proper vetting.,A religion promotes violence or intolerance.,2
And dont forget that their version of Islam throws gays off buildings.,A religion promotes violence or intolerance.,2
And I dont want to spend my money in your Atheist schools.,Members of a religion should be excluded and marginalized.,2
Another Allu Akbar Islamic Terrorist In a Sanctuary City In one of the most firearm restricted cities in America Yet... he simply rents a truck and causes chaos confusion mayhem and murder. Folks... its  Islamic Terrorism Theres No denying it ,A religion promotes violence or intolerance.,2
Another Allu Akbar Islamic Terrorist In a Sanctuary City In one of the most firearm restricted cities in America Yet... he simply rents a truck and causes chaos confusion mayhem and murder. Folks... its  Islamic Terrorism Theres No denying it ,Members of a religion are a threat.,2
Any criticism of any Abrahamic religion applies equally to all as theyre all silly.,A religion or members of a religion are stupid.,2
Any of her items are not subject to free thought just censorship by the Islamic hate commission.,A religion promotes violence or intolerance.,2
Apparently  the emails state he buys meth from gay Islamic party boys who are transphobic hate blacks puppies and illegally voted for Hillary ,A religion promotes violence or intolerance.,2
Arabs began the African slave trade thousands of years ago. Europeans practiced that slavery for only about 200 years and stopped. No European nation continues slavery of any sort while Arab  Muslim nations continue the same slave trade they began long ago. Nothing has changed for Muslims of the ME where ownership of sex slaves and forced human bondage are still norms as signs of wealth.,A religion promotes violence or intolerance.,2
are Imams stopping their preaching of the killing of Jews and Infidels?,A religion promotes violence or intolerance.,2
Are there any terrorists who are not muslim?,A religion promotes violence or intolerance.,2
Are there any terrorists who are not muslim?,Members of a religion are a threat.,2
AS BAD AS THAT IS IT IS BETTER THAN HALF BREED MUSLIMS,Members of a religion are compared to animals.,2
But Dilly reasonable people are centrists.  It most certainly is a Muslim ban.  Trump has articulated dozens of times over the past year that he wishes to ban Muslims.  If it walks like duck quacks like a duck and looks like a duck then.....its a duck.  And this is a Muslim ban.,Members of a religion should be excluded and marginalized.,2
Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,Members of a religion should be excluded and marginalized.,2
Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,The integration of a religion should be avoided in a country or society.,2
Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,Members of a religion should remain in their respective countries.,2
Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,A religion promotes violence or intolerance.,2
Canada has gone down the shter so far under this liberal government we will never be the same again. The POS PM shows that citizenship of canada is a worthless piece of paper if you lie you get to keep it unless youre a muslim terrorist then citizenship could be better than the lotto 649.,A religion promotes violence or intolerance.,2
Cant wait for some of this stunt outrage to be aimed at Muslim business owners once this gets pushed through.  Im sure there are plenty of Muslim restaurants who would refuse to cater a gay wedding.  Too bad the UCLA considers Muslim intolerance of homosexuals a protected civil right.,A religion promotes violence or intolerance.,2
christians have killed a lot more people than muslims have.,A religion promotes violence or intolerance.,2
Darn SA headline manipulators. Headline should have been: Another Muslim  murders passers by. Dumb Europeans have allowed the plague of Muslimists to immigrate.,A religion promotes violence or intolerance.,2
Darn SA headline manipulators. Headline should have been: Another Muslim  murders passers by. Dumb Europeans have allowed the plague of Muslimists to immigrate.,Members of a religion should be excluded and marginalized.,2
Darn SA headline manipulators. Headline should have been: Another Muslim  murders passers by. Dumb Europeans have allowed the plague of Muslimists to immigrate.,Members of a religion should remain in their respective countries.,2
Did you know that Islams prophet was the largest Black Slave owner during his lifetime..  His closest black slave Bilal begged his white prophet master to set him free and he wouldnt..  If you ever called The Muslim prophet a black man he would have slit your throat because he equated blackness with the devil and even wrote that the devil is a black man black dogs are evil and many other examples.     Even today at this moment in time Islam is enslaving black people and I am not talking about Boko Haram but Libya thanks to Obama and Hillary for taking out Gaddaffi they created not just Benghazi but this.  And if you are not a Muslim then you should read the Quran and Hadiths because you are already written within the pages as an infidel and Christians and Jews are called pigs and dogs and women halfwits who mostly will be in hell fire..   Before you speak get educated.   Libya: African migrants sold as slaves in slave markets www.jihadwatch.org201704libyaafrican...,A religion promotes violence or intolerance.,2
Did you know that Islams prophet was the largest Black Slave owner during his lifetime..  His closest black slave Bilal begged his white prophet master to set him free and he wouldnt..  If you ever called The Muslim prophet a black man he would have slit your throat because he equated blackness with the devil and even wrote that the devil is a black man black dogs are evil and many other examples.     Even today at this moment in time Islam is enslaving black people and I am not talking about Boko Haram but Libya thanks to Obama and Hillary for taking out Gaddaffi they created not just Benghazi but this.  And if you are not a Muslim then you should read the Quran and Hadiths because you are already written within the pages as an infidel and Christians and Jews are called pigs and dogs and women halfwits who mostly will be in hell fire..   Before you speak get educated.   Libya: African migrants sold as slaves in slave markets www.jihadwatch.org201704libyaafrican...,Members of a religion are a threat.,2
Dont like it?  Go back to the Muslim shitehole you climbed out of.,Members of a religion should be excluded and marginalized.,2
Dont like it?  Go back to the Muslim shitehole you climbed out of.,Members of a religion should remain in their respective countries.,2
Dont like it?  Go back to the Muslim shitehole you climbed out of.,The integration of a religion should be avoided in a country or society.,2
European media is referring to this as radical Islamic attack. I say shorten up the description to sayIslamic attack. These killers belonged to an Islamic Mosque and not an radical Islamic Mosque.,A religion promotes violence or intolerance.,2
European media is referring to this as radical Islamic attack. I say shorten up the description to sayIslamic attack. These killers belonged to an Islamic Mosque and not an radical Islamic Mosque.,Members of a religion are a threat.,2
Every where the Muslims go they make trouble.They think every one that doesnt agree with their pedophile Mohammed is not worthy.Maybe they should try to assimilate to their new home and quit being whiny assholes for once,The integration of a religion should be avoided in a country or society.,2
Exactly Dunny Why shouldnt they? I totally support Sharia and Im glad you do too  Come to think of it however Im really sick of those ultraconservative Jews and Christians forcing their values down everyones throats so lets eliminate their special treatment.,Members of a religion should be excluded and marginalized.,2
Exactly.  Nearly all radical fundamentalist Islamic terrorists are Suni ARABS 911 attackers ISIS Bin Laden etc... or are being led by them.,A religion promotes violence or intolerance.,2
Exactly.  Nearly all radical fundamentalist Islamic terrorists are Suni ARABS 911 attackers ISIS Bin Laden etc... or are being led by them.,Members of a religion are a threat.,2
Excuse me? None of these attacks are being committed by immigrants?  You sir are a major problem in this country.  Ignorant lefty fools like yourself are too scared or unwilling to speak the truth that or just stupid.  Almost every attack in Germany this year has been committed by an immigrant.  And there also happens to be another common denominator in these attacks.  The attackers happen to be Muslim.  As Mike said pull your head out of the sand.,A religion promotes violence or intolerance.,2
Excuse me? None of these attacks are being committed by immigrants?  You sir are a major problem in this country.  Ignorant lefty fools like yourself are too scared or unwilling to speak the truth that or just stupid.  Almost every attack in Germany this year has been committed by an immigrant.  And there also happens to be another common denominator in these attacks.  The attackers happen to be Muslim.  As Mike said pull your head out of the sand.,Members of a religion are a threat.,2
Excuse me? None of these attacks are being committed by immigrants?  You sir are a major problem in this country.  Ignorant lefty fools like yourself are too scared or unwilling to speak the truth that or just stupid.  Almost every attack in Germany this year has been committed by an immigrant.  And there also happens to be another common denominator in these attacks.  The attackers happen to be Muslim.  As Mike said pull your head out of the sand.,Members of a religion should be excluded and marginalized.,2
False analogy as German Jews did not have as their objective the killing of Gemans and elimination of Germany and the eradication of Germans. In fact Jews in Germany were coexisting peacefully with Germans. The Palestinians have as their objective the killing of Jews and the elimination of Israel and in fact are not coexisting peacefully with Israelis and have no interest in coexisting peacefully with  Jews.,A religion promotes violence or intolerance.,2
False analogy as German Jews did not have as their objective the killing of Gemans and elimination of Germany and the eradication of Germans. In fact Jews in Germany were coexisting peacefully with Germans. The Palestinians have as their objective the killing of Jews and the elimination of Israel and in fact are not coexisting peacefully with Israelis and have no interest in coexisting peacefully with  Jews.,Members of a religion are a threat.,2
Funny how the u.n. doesnt seem to be to concerned about islam committing genocides around the world,A religion is preferred to another.,2
Gazans could have built a power plant  a sewage treatment plant but they decided that it was more important to build tunnels into Israel to murder innocent Jews.,A religion promotes violence or intolerance.,2
good point. call us back the next time we get a Christian  shooting tourists in the US or Canada or calling for authors heads to be cut off or...you get the point,A religion promotes violence or intolerance.,2
hell is evangelicals,A religion or members of a religion are compared to devils or demons.,2
Hmmm....also seems like that guys religious affiliation if any was not listed as a motive whatsoever.  It also seems that instance was nothing compared to the other 99.99 of terrorism which is carried out by Muslims:    URL  Of the listed 50 Terrorist Organizations 44 or 90 of them are Muslim.,A religion promotes violence or intolerance.,2
Hmmm....also seems like that guys religious affiliation if any was not listed as a motive whatsoever.  It also seems that instance was nothing compared to the other 99.99 of terrorism which is carried out by Muslims:    URL  Of the listed 50 Terrorist Organizations 44 or 90 of them are Muslim.,Members of a religion are a threat.,2
How ignorant can these rainbows be?  Islam forbids homosexual acts under penalty of death.  These maroons want to support and protect their enemy.,A religion promotes violence or intolerance.,2
How many Muslim immigrants coming to Canada support the Muslim Brotherhood? Support Sharia law? Support the killing of homosexuals? Support the second class citizenship of women? Look at the statistics. The second generation is even more extreme. And youre worried La Meute?,A religion promotes violence or intolerance.,2
Huh?  Is he suggesting that Jews are doing it to themselves or that Democrats are doing this to make him look bad and there really is no threat?  Id be scared to death if I was Jewish and had to depend on this nutjob to stop the hatred.  Sad.  Soso sad.,A religion or members of a religion are stupid.,2
I approve murdering the Somali who tried to kill an EPS officer.   Stone him to death Muslim style.,A religion should be discriminated against.,2
I approve murdering the Somali who tried to kill an EPS officer.   Stone him to death Muslim style.,The use of violence is encouraged or desired against a religion.,2
I dont hear a great deal of condemnation from the Muslim community. Until they start to criticise the attacks loudly and demand a stop there should be no more immigration.,Members of a religion should be excluded and marginalized.,2
I dont hear a great deal of condemnation from the Muslim community. Until they start to criticise the attacks loudly and demand a stop there should be no more immigration.,Members of a religion should remain in their respective countries.,2
I dont hear a great deal of condemnation from the Muslim community. Until they start to criticise the attacks loudly and demand a stop there should be no more immigration.,The integration of a religion should be avoided in a country or society.,2
I hate Muslim terrorists and the psychotic Muslims in ISIS. Is that allowed in your politically correct version of reality?,A religion should be discriminated against.,2
I see Christians picketing funerals and bombingshooting up abortion clinics. Its as stupid to compare fanatics of Islam to all Muslims as it is to say all Christians are doing the bombing and shooting.   You are clearly just upset that a Muslim got any air time at all for anything other than terrorism.,A religion promotes violence or intolerance.,2
I see Christians picketing funerals and bombingshooting up abortion clinics. Its as stupid to compare fanatics of Islam to all Muslims as it is to say all Christians are doing the bombing and shooting.   You are clearly just upset that a Muslim got any air time at all for anything other than terrorism.,Members of a religion are a threat.,2
I wonder how many Muslim women died at the hands of a muslim man in the world today You lesbian shiteheads should be ashamed.  You are not for women You are for yourselves and your Globalists ethos You lost  you are irrelevant,A religion promotes violence or intolerance.,2
If he had said he wanted to destroy Israel and kill Jews to create a Palestinian state he would still have a job.,A religion promotes violence or intolerance.,2
If racism is an issue then black Christians must commit terror acts as well . Not happening.,A religion promotes violence or intolerance.,2
If the guy was a Muslim nobody would have bothered him.,A religion is preferred to another.,2
Im so confused I thought we had to ban Iranians because they were terrorists? Its almost as if the Muslim ban was just to score political points who would have thunk it?,Members of a religion should be excluded and marginalized.,2
In a normal society people would warn Authorities about a radicalised Muslim. In this society people remain silent for fear of being charged with a hate crime.,A religion is preferred to another.,2
In Nigeria Christians and animists also get killed by Muslims.,Members of a religion are a threat.,2
In Nigeria Christians and animists also get killed by Muslims.,A religion promotes violence or intolerance.,2
In this case Britishborn man  mediaspeak for muslim terrorist.,Members of a religion are a threat.,2
In this case Britishborn man  mediaspeak for muslim terrorist.,A religion promotes violence or intolerance.,2
is it OK to be a radical islamophobe? I have this aversion to being beheaded or otherwise killed by radical muslims.,Members of a religion are a threat.,2
Is there a formula that newspapers have to adhere to. Muslims commit mass murder against Infidels. Next day authorities are blamed. The Muslim community is canvassed and they are all in shock. Western liberals change their Facebook profile page and burn a candle and talk about carrying on. The following day is the Muslim as victim narrative day. Islamaphobia is the soup de jour that day. What sick twisted selfloathing world do you journalists live in?,A religion promotes violence or intolerance.,2
Islam is cancer and does not belong in the western world.,Members of a religion should be excluded and marginalized.,2
Islam is cancer and does not belong in the western world.,The integration of a religion should be avoided in a country or society.,2
Islam is synonymous with homophobia.   They also treat their women like camel dung. Why are you coddling and protecting Islam?   URL security20160612orlandonightclubattackbyknownwolfterroristpreviouslyinvestigatedbyfbi,A religion promotes violence or intolerance.,2
Isnt more like this?  Muslim guy kills tougher immigration laws are the answer.  White guy kills tax reform is the answer.,A religion promotes violence or intolerance.,2
It discriminates against muslims. The temporary ban is against 6 arab countries who happen to be islamic in nature. Its perfectly clear to any sane person the beheaders those who stone the women gay assassins body bombs come from this nations for those who do not comprehend these are places of grave concern for the lives of American citizens.  Russians Chinese Indians South Americans etc arent the ones causing so much distress in the world. What a hypocrisy.  So yes you need to identify the enemy Obama Trudeau dont know who the terrorists are they cant identify them. Weaklings.,A religion promotes violence or intolerance.,2
It discriminates against muslims. The temporary ban is against 6 arab countries who happen to be islamic in nature. Its perfectly clear to any sane person the beheaders those who stone the women gay assassins body bombs come from this nations for those who do not comprehend these are places of grave concern for the lives of American citizens.  Russians Chinese Indians South Americans etc arent the ones causing so much distress in the world. What a hypocrisy.  So yes you need to identify the enemy Obama Trudeau dont know who the terrorists are they cant identify them. Weaklings.,Members of a religion should be excluded and marginalized.,2
It discriminates against muslims. The temporary ban is against 6 arab countries who happen to be islamic in nature. Its perfectly clear to any sane person the beheaders those who stone the women gay assassins body bombs come from this nations for those who do not comprehend these are places of grave concern for the lives of American citizens.  Russians Chinese Indians South Americans etc arent the ones causing so much distress in the world. What a hypocrisy.  So yes you need to identify the enemy Obama Trudeau dont know who the terrorists are they cant identify them. Weaklings.,Members of a religion are a threat.,2
It is not where these murderers were born or what nationality it is that their motive is based on Islam.  Every one....Islam vs. the West.  How long will the West continue to tolerate this and utter smooth justifications and treat these Islam terrorist attacks as just lone wolves?,A religion promotes violence or intolerance.,2
It will be called another car accident soon instead of a muslim terrorist attack.,A religion promotes violence or intolerance.,2
Its because he is Islamic the ruling went this way thats it if the cab driver was anything but he would be in prison. Being able to rape our women is another special privilege they want on top of being able to tell us not to walk our dogs or criticize Islam,A religion is preferred to another.,2
Its good to know the IRA was Muslim too. Or the LTTE from Sri Lanka. Or the Khalistani terrorists from Punjab who killed the most number of Canadians. the FLQ from Quebec was Muslim too. That is why they wanted Quebec libre with Sharia Law.  At one time western governments had the South African ANC and Nelson Mandela listed as terrorists. I guess they were Muslim too?,A religion promotes violence or intolerance.,2
Its nice to see Trump focus on Islamic terrorists instead of treating the American People as the 1 threat like Obama did.,Members of a religion are a threat.,2
Its nice to see Trump focus on Islamic terrorists instead of treating the American People as the 1 threat like Obama did.,A religion promotes violence or intolerance.,2
John I am sure you will be quite glad when you get rid of all the Chinese Black and Muslim colonists too.,Members of a religion should be excluded and marginalized.,2
John I am sure you will be quite glad when you get rid of all the Chinese Black and Muslim colonists too.,Members of a religion should remain in their respective countries.,2
John I am sure you will be quite glad when you get rid of all the Chinese Black and Muslim colonists too.,The integration of a religion should be avoided in a country or society.,2
Keep Christians and Jews started this by taking over land in Palestine. Christians  Bush and Blair killed thousands needlessly. Yet this man is a monster and Blair and Bush are free men.,A religion promotes violence or intolerance.,2
Klavern?  Another progressive Catholic who labels half the nation as fascist.  This is why I do not like or respect progressive Catholics.     They are odiously smug and terribly paranoid.,Members of a religion are a threat.,2
Leftists like this writer are absolutely precious.  After literally thousands of attacks by Islamic barbarians in the name of Islam this guy is focused on .... more immigration  It makes a certain sense though.  Western leftists despise their own nations  so attacking the enemy Islam of their enemy their own nation would result in an outcome repugnant to the leftist  defense of ones own country,A religion is preferred to another.,2
Leftists like this writer are absolutely precious.  After literally thousands of attacks by Islamic barbarians in the name of Islam this guy is focused on .... more immigration  It makes a certain sense though.  Western leftists despise their own nations  so attacking the enemy Islam of their enemy their own nation would result in an outcome repugnant to the leftist  defense of ones own country,A religion promotes violence or intolerance.,2
Lets build a cemetery for those killed by muslim extremists. See how peacefully they rest.,Members of a religion are a threat.,2
Lets build a cemetery for those killed by muslim extremists. See how peacefully they rest.,A religion promotes violence or intolerance.,2
Like a said those are the questions you and your Trumpers need to ask...You seem to think their is a difference when a Muslim or Illegal does the killing vs. an American. I dont care what the person is its a horrible act regardless of the type of person the killler is...Refer to TigerEyes post for examples of you and your Trumpers...MAGA,A religion promotes violence or intolerance.,2
Mohammed was a pedophile . Muslims worship Mohammed .  Muslims have to change their religion and culture to be accepted..,Members of a religion should be excluded and marginalized.,2
most of these killings are Muslims killing Muslims.,Members of a religion are a threat.,2
most of these killings are Muslims killing Muslims.,A religion promotes violence or intolerance.,2
Muslim  are killing Muslims in Quebec but they still blame non Muslims of being worse.  50 LGBT persons were slaughtered in Florida by a Muslim yelling Allah Akbar and Muslims in America   blamed Trump and the NRA.  The Muslim lies keep flowing thick and fast.   Even having the names of the killers   CTV wont identify them. leaving the impression  white Canadian  racists fascist Christians did it and must be feared .,Members of a religion are a threat.,2
Muslim  are killing Muslims in Quebec but they still blame non Muslims of being worse.  50 LGBT persons were slaughtered in Florida by a Muslim yelling Allah Akbar and Muslims in America   blamed Trump and the NRA.  The Muslim lies keep flowing thick and fast.   Even having the names of the killers   CTV wont identify them. leaving the impression  white Canadian  racists fascist Christians did it and must be feared .,A religion promotes violence or intolerance.,2
Muslims are violent?  Thats brand new information,Members of a religion are a threat.,2
Muslims are violent?  Thats brand new information,A religion promotes violence or intolerance.,2
Muslims attacking muslims. Sounds about right.,Members of a religion are a threat.,2
Muslims attacking muslims. Sounds about right.,A religion promotes violence or intolerance.,2
No difference. Iranians are Muslims and Muslim terrorism is at a peak.,Members of a religion are a threat.,2
No difference. Iranians are Muslims and Muslim terrorism is at a peak.,A religion promotes violence or intolerance.,2
