,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,labels,probabilities
707,343,Where are the blacks?  They always seem to be good at destruction and looting and this is supposedly about their race.  Were they busy?,1.0,bias,blacks,race,prejudice against blacks,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'neutral', 'entailment', 'neutral', 'entailment', 'neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 0.1, 'neutral': 2.9, 'entailment': 97.0}, {'contradiction': 0.1, 'neutral': 6.4, 'entailment': 93.4}, {'contradiction': 63.2, 'neutral': 25.4, 'entailment': 11.4}, {'contradiction': 1.0, 'neutral': 11.3, 'entailment': 87.7}, {'contradiction': 68.2, 'neutral': 31.4, 'entailment': 0.4}, {'contradiction': 34.0, 'neutral': 65.6, 'entailment': 0.3}, {'contradiction': 0.4, 'neutral': 19.2, 'entailment': 80.5}, {'contradiction': 7.2, 'neutral': 61.5, 'entailment': 31.3}, {'contradiction': 29.8, 'neutral': 30.7, 'entailment': 39.6}, {'contradiction': 45.8, 'neutral': 50.4, 'entailment': 3.8}, {'contradiction': 6.1, 'neutral': 86.3, 'entailment': 7.6}, {'contradiction': 51.9, 'neutral': 44.2, 'entailment': 3.9}, {'contradiction': 38.8, 'neutral': 59.5, 'entailment': 1.8}, {'contradiction': 58.8, 'neutral': 24.3, 'entailment': 16.8}, {'contradiction': 1.7, 'neutral': 28.6, 'entailment': 69.7}]"
708,344,I am amazed but pleased that the Globe did not censor you for saying that. Seems we are normally not allowed to state that  fact. Blacks commit crimes against Cops way more than the reverse,0.6,bias,blacks,race,prejudice against blacks,"['entailment', 'entailment', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'entailment']","[{'contradiction': 0.3, 'neutral': 3.4, 'entailment': 96.3}, {'contradiction': 0.7, 'neutral': 25.1, 'entailment': 74.2}, {'contradiction': 69.0, 'neutral': 27.9, 'entailment': 3.0}, {'contradiction': 7.0, 'neutral': 59.6, 'entailment': 33.4}, {'contradiction': 86.7, 'neutral': 13.2, 'entailment': 0.1}, {'contradiction': 40.6, 'neutral': 59.3, 'entailment': 0.1}, {'contradiction': 2.0, 'neutral': 53.3, 'entailment': 44.7}, {'contradiction': 12.2, 'neutral': 56.7, 'entailment': 31.1}, {'contradiction': 12.4, 'neutral': 51.9, 'entailment': 35.7}, {'contradiction': 44.4, 'neutral': 53.8, 'entailment': 1.8}, {'contradiction': 3.4, 'neutral': 94.3, 'entailment': 2.2}, {'contradiction': 69.7, 'neutral': 28.8, 'entailment': 1.4}, {'contradiction': 38.3, 'neutral': 61.0, 'entailment': 0.7}, {'contradiction': 16.4, 'neutral': 52.2, 'entailment': 31.4}, {'contradiction': 5.0, 'neutral': 40.9, 'entailment': 54.1}]"
709,345,yeah because Im sure rappers at the state fair rake in thousands stfu he most likely got kicked out for flipping the bird at a family venue no black or white racism crap,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,"['entailment', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 18.9, 'neutral': 36.8, 'entailment': 44.4}, {'contradiction': 31.6, 'neutral': 29.4, 'entailment': 38.9}, {'contradiction': 99.2, 'neutral': 0.6, 'entailment': 0.2}, {'contradiction': 88.2, 'neutral': 7.5, 'entailment': 4.4}, {'contradiction': 94.9, 'neutral': 4.9, 'entailment': 0.2}, {'contradiction': 65.2, 'neutral': 33.8, 'entailment': 1.0}, {'contradiction': 42.6, 'neutral': 42.0, 'entailment': 15.5}, {'contradiction': 88.8, 'neutral': 8.5, 'entailment': 2.7}, {'contradiction': 93.6, 'neutral': 2.8, 'entailment': 3.6}, {'contradiction': 80.6, 'neutral': 17.1, 'entailment': 2.3}, {'contradiction': 48.3, 'neutral': 49.5, 'entailment': 2.1}, {'contradiction': 94.1, 'neutral': 4.5, 'entailment': 1.4}, {'contradiction': 84.8, 'neutral': 12.2, 'entailment': 3.0}, {'contradiction': 47.7, 'neutral': 15.4, 'entailment': 36.8}, {'contradiction': 62.8, 'neutral': 15.3, 'entailment': 21.9}]"
710,346,If the hispanics and african Americans who are the main reason for all the deaths want to continue to kill each other over tennis shoes.....have at er. Let the criminals shoot it out which will lessen the amount we have to pay for in prison. Where are the black lives protestors now?,0.8,bias,"hispanics,african americans",race,prejudice against hispanics and african africans,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.6, 'neutral': 1.7, 'entailment': 97.7}, {'contradiction': 0.4, 'neutral': 1.9, 'entailment': 97.7}, {'contradiction': 82.7, 'neutral': 13.6, 'entailment': 3.7}, {'contradiction': 2.9, 'neutral': 2.1, 'entailment': 95.0}, {'contradiction': 99.3, 'neutral': 0.5, 'entailment': 0.1}, {'contradiction': 81.1, 'neutral': 18.0, 'entailment': 0.9}, {'contradiction': 0.9, 'neutral': 9.0, 'entailment': 90.1}, {'contradiction': 70.5, 'neutral': 14.3, 'entailment': 15.2}, {'contradiction': 66.7, 'neutral': 6.6, 'entailment': 26.7}, {'contradiction': 40.3, 'neutral': 49.0, 'entailment': 10.7}, {'contradiction': 20.1, 'neutral': 65.2, 'entailment': 14.8}, {'contradiction': 78.8, 'neutral': 8.1, 'entailment': 13.1}, {'contradiction': 72.1, 'neutral': 19.1, 'entailment': 8.8}, {'contradiction': 91.2, 'neutral': 2.9, 'entailment': 5.9}, {'contradiction': 4.1, 'neutral': 13.4, 'entailment': 82.5}]"
711,347,BLACK PLAYERS DESTROYING NFL  URL ,0.746478873,bias,blacks,race,prejudice against blacks,"['entailment', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']","[{'contradiction': 1.5, 'neutral': 20.3, 'entailment': 78.2}, {'contradiction': 4.2, 'neutral': 41.7, 'entailment': 54.1}, {'contradiction': 68.1, 'neutral': 17.5, 'entailment': 14.4}, {'contradiction': 35.3, 'neutral': 56.7, 'entailment': 8.1}, {'contradiction': 96.0, 'neutral': 4.0, 'entailment': 0.1}, {'contradiction': 80.2, 'neutral': 19.7, 'entailment': 0.1}, {'contradiction': 4.5, 'neutral': 34.5, 'entailment': 61.0}, {'contradiction': 83.9, 'neutral': 14.1, 'entailment': 2.0}, {'contradiction': 19.4, 'neutral': 39.7, 'entailment': 40.9}, {'contradiction': 67.5, 'neutral': 31.3, 'entailment': 1.2}, {'contradiction': 3.9, 'neutral': 94.2, 'entailment': 1.9}, {'contradiction': 90.3, 'neutral': 9.3, 'entailment': 0.4}, {'contradiction': 76.0, 'neutral': 23.4, 'entailment': 0.6}, {'contradiction': 99.6, 'neutral': 0.3, 'entailment': 0.0}, {'contradiction': 37.4, 'neutral': 47.5, 'entailment': 15.0}]"
712,348,Leave the blacks alone.   They got it bad enough with you jumping on the bandwagon.,0.723684211,bias,blacks,race,prejudice towards blacks,"['entailment', 'neutral', 'contradiction', 'entailment', 'neutral', 'neutral', 'entailment', 'entailment', 'contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'entailment', 'entailment']","[{'contradiction': 1.0, 'neutral': 34.1, 'entailment': 64.8}, {'contradiction': 10.9, 'neutral': 72.9, 'entailment': 16.2}, {'contradiction': 65.4, 'neutral': 26.6, 'entailment': 8.1}, {'contradiction': 8.0, 'neutral': 18.6, 'entailment': 73.4}, {'contradiction': 28.7, 'neutral': 53.1, 'entailment': 18.3}, {'contradiction': 3.6, 'neutral': 77.3, 'entailment': 19.1}, {'contradiction': 3.5, 'neutral': 25.5, 'entailment': 71.0}, {'contradiction': 15.8, 'neutral': 33.1, 'entailment': 51.1}, {'contradiction': 66.1, 'neutral': 11.2, 'entailment': 22.7}, {'contradiction': 43.7, 'neutral': 52.3, 'entailment': 4.0}, {'contradiction': 3.9, 'neutral': 90.2, 'entailment': 5.9}, {'contradiction': 51.9, 'neutral': 11.0, 'entailment': 37.0}, {'contradiction': 3.1, 'neutral': 25.8, 'entailment': 71.1}, {'contradiction': 22.0, 'neutral': 10.8, 'entailment': 67.3}, {'contradiction': 3.3, 'neutral': 15.3, 'entailment': 81.4}]"
713,349,Sadly you are probably right. Things in Africa have gone from bad to worse for gay people thanks mostly to American evangelical homophobes like Scott Lively exporting their hate to foreign shores.,0.5,bias,"gays,americans,evangelicals","lgbtq,race,religion","prejudice against gays,americans and lgbtq","['entailment', 'entailment', 'contradiction', 'entailment', 'neutral', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'entailment', 'neutral']","[{'contradiction': 2.6, 'neutral': 24.0, 'entailment': 73.3}, {'contradiction': 6.6, 'neutral': 43.8, 'entailment': 49.6}, {'contradiction': 73.5, 'neutral': 18.9, 'entailment': 7.6}, {'contradiction': 4.0, 'neutral': 27.5, 'entailment': 68.5}, {'contradiction': 36.6, 'neutral': 57.1, 'entailment': 6.4}, {'contradiction': 73.5, 'neutral': 26.2, 'entailment': 0.3}, {'contradiction': 3.2, 'neutral': 36.5, 'entailment': 60.3}, {'contradiction': 56.1, 'neutral': 36.1, 'entailment': 7.8}, {'contradiction': 82.7, 'neutral': 11.0, 'entailment': 6.4}, {'contradiction': 48.6, 'neutral': 46.7, 'entailment': 4.7}, {'contradiction': 9.9, 'neutral': 87.7, 'entailment': 2.4}, {'contradiction': 68.5, 'neutral': 24.4, 'entailment': 7.2}, {'contradiction': 32.4, 'neutral': 58.4, 'entailment': 9.2}, {'contradiction': 29.0, 'neutral': 24.3, 'entailment': 46.7}, {'contradiction': 19.8, 'neutral': 44.6, 'entailment': 35.6}]"
714,350,At least they did not shoot him......oh ..yes he is white.,0.5,bias,whites,race,prejudice towards whites,"['entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']","[{'contradiction': 9.5, 'neutral': 27.5, 'entailment': 62.9}, {'contradiction': 69.5, 'neutral': 19.8, 'entailment': 10.7}, {'contradiction': 13.7, 'neutral': 30.5, 'entailment': 55.8}, {'contradiction': 94.2, 'neutral': 4.7, 'entailment': 1.1}, {'contradiction': 91.3, 'neutral': 8.2, 'entailment': 0.4}, {'contradiction': 73.5, 'neutral': 26.3, 'entailment': 0.2}, {'contradiction': 12.0, 'neutral': 55.8, 'entailment': 32.2}, {'contradiction': 68.3, 'neutral': 26.2, 'entailment': 5.5}, {'contradiction': 35.7, 'neutral': 42.3, 'entailment': 22.1}, {'contradiction': 55.7, 'neutral': 42.9, 'entailment': 1.4}, {'contradiction': 13.1, 'neutral': 86.4, 'entailment': 0.6}, {'contradiction': 91.9, 'neutral': 6.9, 'entailment': 1.1}, {'contradiction': 87.1, 'neutral': 12.1, 'entailment': 0.8}, {'contradiction': 69.6, 'neutral': 19.6, 'entailment': 10.8}, {'contradiction': 18.7, 'neutral': 49.5, 'entailment': 31.7}]"
715,351,Are you white?  You arent good for anyone here RD. I notice that you did not address what I wrote. How about doing so? Try saying Im not trying to deny anyone their history or words to that effect. Of yourse if you do say that you should explain why your words appear to be doing exactly that but that isnt a correct interpretation.,0.5,bias,whites,race,prejudice against whites,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'entailment', 'neutral', 'contradiction', 'neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 5.8, 'neutral': 78.1, 'entailment': 16.0}, {'contradiction': 32.6, 'neutral': 62.3, 'entailment': 5.2}, {'contradiction': 83.2, 'neutral': 13.4, 'entailment': 3.4}, {'contradiction': 37.4, 'neutral': 59.0, 'entailment': 3.6}, {'contradiction': 79.5, 'neutral': 18.0, 'entailment': 2.5}, {'contradiction': 36.2, 'neutral': 63.1, 'entailment': 0.7}, {'contradiction': 2.7, 'neutral': 25.2, 'entailment': 72.1}, {'contradiction': 39.3, 'neutral': 42.3, 'entailment': 18.4}, {'contradiction': 72.6, 'neutral': 12.4, 'entailment': 15.0}, {'contradiction': 36.7, 'neutral': 52.2, 'entailment': 11.2}, {'contradiction': 4.9, 'neutral': 90.4, 'entailment': 4.7}, {'contradiction': 78.0, 'neutral': 15.8, 'entailment': 6.2}, {'contradiction': 23.7, 'neutral': 71.1, 'entailment': 5.3}, {'contradiction': 43.0, 'neutral': 18.8, 'entailment': 38.2}, {'contradiction': 16.1, 'neutral': 35.2, 'entailment': 48.7}]"
716,352,The Russians cheat.  Heck they all cheat.  Lance Armstrong cheated but had a sympathetic media defending him with the most misplaced zeal since the charge of the Light Brigade until of course there was no way he could be defended.  Plenty of sanctimonious Canadian athletes cheat with drugs.  Its such a joke,0.289855073,bias,russians,race,prejudice against russians,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 0.3, 'neutral': 3.0, 'entailment': 96.7}, {'contradiction': 52.9, 'neutral': 30.9, 'entailment': 16.2}, {'contradiction': 43.7, 'neutral': 38.4, 'entailment': 17.8}, {'contradiction': 59.5, 'neutral': 20.3, 'entailment': 20.2}, {'contradiction': 84.1, 'neutral': 14.3, 'entailment': 1.6}, {'contradiction': 50.6, 'neutral': 49.0, 'entailment': 0.4}, {'contradiction': 2.7, 'neutral': 35.4, 'entailment': 61.9}, {'contradiction': 61.9, 'neutral': 23.2, 'entailment': 14.9}, {'contradiction': 55.7, 'neutral': 35.9, 'entailment': 8.4}, {'contradiction': 26.8, 'neutral': 59.2, 'entailment': 14.0}, {'contradiction': 2.1, 'neutral': 91.1, 'entailment': 6.8}, {'contradiction': 27.9, 'neutral': 54.4, 'entailment': 17.7}, {'contradiction': 77.6, 'neutral': 19.8, 'entailment': 2.6}, {'contradiction': 87.7, 'neutral': 7.9, 'entailment': 4.4}, {'contradiction': 44.1, 'neutral': 29.5, 'entailment': 26.4}]"
717,353,This is what a serious mental illness looks like these paramilitariesmilitiassovereign citizens a sociopathic paranoic delusional criminal hysteria contagious to a degree armed and very dangerous.,0.272727273,neutral,,none,,"['neutral', 'entailment', 'contradiction', 'neutral', 'neutral', 'neutral', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 24.4, 'neutral': 38.0, 'entailment': 37.5}, {'contradiction': 17.9, 'neutral': 31.2, 'entailment': 50.9}, {'contradiction': 77.2, 'neutral': 16.6, 'entailment': 6.1}, {'contradiction': 6.1, 'neutral': 82.5, 'entailment': 11.4}, {'contradiction': 18.8, 'neutral': 80.3, 'entailment': 0.9}, {'contradiction': 6.9, 'neutral': 93.0, 'entailment': 0.0}, {'contradiction': 10.4, 'neutral': 36.7, 'entailment': 52.9}, {'contradiction': 80.2, 'neutral': 16.9, 'entailment': 3.0}, {'contradiction': 81.4, 'neutral': 16.9, 'entailment': 1.8}, {'contradiction': 98.2, 'neutral': 1.6, 'entailment': 0.2}, {'contradiction': 3.8, 'neutral': 94.3, 'entailment': 1.9}, {'contradiction': 32.6, 'neutral': 67.2, 'entailment': 0.2}, {'contradiction': 54.9, 'neutral': 44.4, 'entailment': 0.7}, {'contradiction': 97.4, 'neutral': 2.4, 'entailment': 0.2}, {'contradiction': 80.6, 'neutral': 15.2, 'entailment': 4.1}]"
718,354,Could it be that black service folks proportionally commit more criminal offenses than others?  Nah could never happen.,0.5,neutral,,none,,"['entailment', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 3.0, 'neutral': 4.2, 'entailment': 92.8}, {'contradiction': 37.7, 'neutral': 38.3, 'entailment': 24.1}, {'contradiction': 84.9, 'neutral': 13.6, 'entailment': 1.5}, {'contradiction': 97.4, 'neutral': 2.5, 'entailment': 0.1}, {'contradiction': 91.4, 'neutral': 8.4, 'entailment': 0.2}, {'contradiction': 24.8, 'neutral': 73.8, 'entailment': 1.4}, {'contradiction': 37.7, 'neutral': 46.4, 'entailment': 15.9}, {'contradiction': 88.3, 'neutral': 9.1, 'entailment': 2.7}, {'contradiction': 87.7, 'neutral': 6.9, 'entailment': 5.4}, {'contradiction': 77.0, 'neutral': 22.7, 'entailment': 0.4}, {'contradiction': 67.8, 'neutral': 31.5, 'entailment': 0.7}, {'contradiction': 95.7, 'neutral': 3.7, 'entailment': 0.6}, {'contradiction': 86.0, 'neutral': 13.6, 'entailment': 0.4}, {'contradiction': 96.2, 'neutral': 2.9, 'entailment': 0.9}, {'contradiction': 48.7, 'neutral': 44.2, 'entailment': 7.1}]"
719,355,cont. .... clear case of Racial Profiling By the Police  :o   By damn it doesnt get much worse than that  Oh and on the no excuses meme here is a very interesting academic paper from the early Obama years with some pertinent examples of how many black Americans were saying it was no excuses time for ... black Americans.     The scholars frankly concluded that in fact black Americans still had plenty of excuses for personal failure although they had to employ a lot of rather weak yeah  but arguments in my view.  :   Id be interested on your take of this also shared with Mr. Skeexix:   URL blouis2filesNo20More20Excuses.pdf  Thanks for your words.,0.7,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 1.6, 'neutral': 8.7, 'entailment': 89.7}, {'contradiction': 61.0, 'neutral': 28.4, 'entailment': 10.7}, {'contradiction': 78.6, 'neutral': 10.0, 'entailment': 11.4}, {'contradiction': 1.9, 'neutral': 8.9, 'entailment': 89.2}, {'contradiction': 99.5, 'neutral': 0.4, 'entailment': 0.1}, {'contradiction': 87.6, 'neutral': 12.3, 'entailment': 0.1}, {'contradiction': 17.7, 'neutral': 46.9, 'entailment': 35.3}, {'contradiction': 32.3, 'neutral': 39.0, 'entailment': 28.7}, {'contradiction': 41.4, 'neutral': 17.2, 'entailment': 41.4}, {'contradiction': 75.1, 'neutral': 23.2, 'entailment': 1.7}, {'contradiction': 24.2, 'neutral': 70.8, 'entailment': 4.9}, {'contradiction': 97.6, 'neutral': 2.1, 'entailment': 0.3}, {'contradiction': 96.5, 'neutral': 3.1, 'entailment': 0.4}, {'contradiction': 63.9, 'neutral': 14.4, 'entailment': 21.7}, {'contradiction': 8.9, 'neutral': 29.9, 'entailment': 61.2}]"
720,356,Which hockey team is not openly gay?,0.7,neutral,,none,,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 52.9, 'neutral': 28.2, 'entailment': 18.9}, {'contradiction': 95.5, 'neutral': 2.5, 'entailment': 2.0}, {'contradiction': 92.6, 'neutral': 2.8, 'entailment': 4.6}, {'contradiction': 95.1, 'neutral': 3.3, 'entailment': 1.5}, {'contradiction': 99.3, 'neutral': 0.6, 'entailment': 0.1}, {'contradiction': 94.9, 'neutral': 5.0, 'entailment': 0.1}, {'contradiction': 60.3, 'neutral': 28.8, 'entailment': 11.0}, {'contradiction': 77.4, 'neutral': 16.8, 'entailment': 5.8}, {'contradiction': 84.9, 'neutral': 12.6, 'entailment': 2.5}, {'contradiction': 93.6, 'neutral': 5.6, 'entailment': 0.8}, {'contradiction': 21.5, 'neutral': 76.7, 'entailment': 1.8}, {'contradiction': 95.3, 'neutral': 4.2, 'entailment': 0.5}, {'contradiction': 98.0, 'neutral': 1.8, 'entailment': 0.2}, {'contradiction': 97.2, 'neutral': 1.7, 'entailment': 1.1}, {'contradiction': 98.8, 'neutral': 0.9, 'entailment': 0.4}]"
721,357,You are right.... couldnt get past the part where he talks about grabbing pussy where he makes fun of the disabledwhere he talks about building a wall and kicking out Muslims.  How can you love this country if you do all that?,0.50617284,neutral,,none,,"['entailment', 'neutral', 'contradiction', 'entailment', 'contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'entailment', 'entailment']","[{'contradiction': 2.7, 'neutral': 40.1, 'entailment': 57.1}, {'contradiction': 31.8, 'neutral': 46.9, 'entailment': 21.2}, {'contradiction': 71.8, 'neutral': 22.3, 'entailment': 5.9}, {'contradiction': 0.7, 'neutral': 11.4, 'entailment': 87.8}, {'contradiction': 45.1, 'neutral': 44.8, 'entailment': 10.1}, {'contradiction': 4.8, 'neutral': 88.9, 'entailment': 6.3}, {'contradiction': 11.2, 'neutral': 36.2, 'entailment': 52.6}, {'contradiction': 75.4, 'neutral': 20.3, 'entailment': 4.4}, {'contradiction': 69.9, 'neutral': 21.5, 'entailment': 8.6}, {'contradiction': 74.2, 'neutral': 22.7, 'entailment': 3.2}, {'contradiction': 10.2, 'neutral': 85.2, 'entailment': 4.6}, {'contradiction': 35.3, 'neutral': 35.1, 'entailment': 29.6}, {'contradiction': 39.9, 'neutral': 50.3, 'entailment': 9.8}, {'contradiction': 19.8, 'neutral': 28.0, 'entailment': 52.2}, {'contradiction': 18.2, 'neutral': 38.4, 'entailment': 43.4}]"
722,358,A good priest gets excommunicated for saying women should be priests but bishops who enable pedophile priests get a wrist slap.  How pathetic is that?,0.281690141,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 8.2, 'neutral': 33.2, 'entailment': 58.6}, {'contradiction': 63.1, 'neutral': 24.3, 'entailment': 12.6}, {'contradiction': 48.7, 'neutral': 43.8, 'entailment': 7.6}, {'contradiction': 89.5, 'neutral': 6.1, 'entailment': 4.4}, {'contradiction': 98.8, 'neutral': 1.1, 'entailment': 0.1}, {'contradiction': 84.5, 'neutral': 15.2, 'entailment': 0.3}, {'contradiction': 36.3, 'neutral': 38.3, 'entailment': 25.4}, {'contradiction': 59.3, 'neutral': 33.6, 'entailment': 7.2}, {'contradiction': 86.8, 'neutral': 9.4, 'entailment': 3.8}, {'contradiction': 65.6, 'neutral': 29.7, 'entailment': 4.7}, {'contradiction': 39.2, 'neutral': 59.0, 'entailment': 1.8}, {'contradiction': 87.1, 'neutral': 9.0, 'entailment': 3.9}, {'contradiction': 96.3, 'neutral': 3.3, 'entailment': 0.4}, {'contradiction': 44.1, 'neutral': 19.5, 'entailment': 36.5}, {'contradiction': 61.2, 'neutral': 26.6, 'entailment': 12.1}]"
723,359,So the white kids can dress up as what then?Cowboys and Vikings?,0.5,neutral,,none,,"['neutral', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']","[{'contradiction': 29.7, 'neutral': 62.3, 'entailment': 8.0}, {'contradiction': 77.2, 'neutral': 19.5, 'entailment': 3.3}, {'contradiction': 4.1, 'neutral': 10.1, 'entailment': 85.9}, {'contradiction': 60.5, 'neutral': 25.6, 'entailment': 13.9}, {'contradiction': 94.8, 'neutral': 4.8, 'entailment': 0.4}, {'contradiction': 12.4, 'neutral': 87.5, 'entailment': 0.1}, {'contradiction': 26.7, 'neutral': 60.7, 'entailment': 12.6}, {'contradiction': 62.4, 'neutral': 26.1, 'entailment': 11.6}, {'contradiction': 8.0, 'neutral': 22.1, 'entailment': 69.9}, {'contradiction': 45.6, 'neutral': 50.7, 'entailment': 3.7}, {'contradiction': 7.9, 'neutral': 89.3, 'entailment': 2.8}, {'contradiction': 89.6, 'neutral': 7.7, 'entailment': 2.7}, {'contradiction': 93.3, 'neutral': 6.1, 'entailment': 0.6}, {'contradiction': 99.2, 'neutral': 0.4, 'entailment': 0.4}, {'contradiction': 23.7, 'neutral': 45.2, 'entailment': 31.0}]"
724,360,Normal Americans: Hey jackass wheres your tax return??  The Donald: Look over there everybody  Scary Muslims,0.657534247,neutral,,none,,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 7.5, 'neutral': 21.1, 'entailment': 71.4}, {'contradiction': 17.9, 'neutral': 21.2, 'entailment': 60.8}, {'contradiction': 47.8, 'neutral': 6.5, 'entailment': 45.6}, {'contradiction': 19.1, 'neutral': 19.4, 'entailment': 61.5}, {'contradiction': 93.6, 'neutral': 5.8, 'entailment': 0.6}, {'contradiction': 61.3, 'neutral': 38.1, 'entailment': 0.6}, {'contradiction': 2.0, 'neutral': 12.3, 'entailment': 85.7}, {'contradiction': 66.9, 'neutral': 18.9, 'entailment': 14.2}, {'contradiction': 73.5, 'neutral': 10.7, 'entailment': 15.7}, {'contradiction': 74.1, 'neutral': 16.2, 'entailment': 9.7}, {'contradiction': 6.6, 'neutral': 87.5, 'entailment': 5.9}, {'contradiction': 85.0, 'neutral': 10.7, 'entailment': 4.3}, {'contradiction': 85.5, 'neutral': 9.4, 'entailment': 5.1}, {'contradiction': 87.0, 'neutral': 2.8, 'entailment': 10.2}, {'contradiction': 64.4, 'neutral': 17.1, 'entailment': 18.5}]"
725,361,Where are the Conservative howls of indignation that Trump is a secret Muslim for not using the words radical Islamic terrorism? The Saudis offer a platform to the worlds most famous Islamophobe to give a speech on Islam in the birthplace of Islam while Trump makes arms deals and hotel deals with them.  Trump informed most of the Gulf governments in private that his antiMuslim and antiArab rhetoric was all for the campaign and that it would be business as usual after the election. And his supporters call this draining the swamp and being politically incorrect. Looks more like the staged fakery of WWE with a corruption and duplicity subplot.,0.833333333,neutral,,none,,"['entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 6.6, 'neutral': 35.5, 'entailment': 57.9}, {'contradiction': 43.8, 'neutral': 38.7, 'entailment': 17.5}, {'contradiction': 70.5, 'neutral': 21.7, 'entailment': 7.7}, {'contradiction': 36.0, 'neutral': 20.0, 'entailment': 44.0}, {'contradiction': 75.7, 'neutral': 22.1, 'entailment': 2.2}, {'contradiction': 60.5, 'neutral': 36.7, 'entailment': 2.8}, {'contradiction': 11.2, 'neutral': 36.3, 'entailment': 52.5}, {'contradiction': 65.4, 'neutral': 24.7, 'entailment': 9.9}, {'contradiction': 52.3, 'neutral': 25.3, 'entailment': 22.3}, {'contradiction': 71.9, 'neutral': 25.0, 'entailment': 3.1}, {'contradiction': 18.1, 'neutral': 75.1, 'entailment': 6.7}, {'contradiction': 77.9, 'neutral': 18.4, 'entailment': 3.8}, {'contradiction': 68.8, 'neutral': 25.2, 'entailment': 6.0}, {'contradiction': 80.5, 'neutral': 9.3, 'entailment': 10.2}, {'contradiction': 48.6, 'neutral': 30.4, 'entailment': 21.0}]"
