,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
208,3978,Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level black males are about 3000 more dangerous to each other than are cops. But the Globe Clinton Obama BLM and all other left wing political critics of Trump steadfastly never talk about it.,0.8,bias,blacks,race,prejudice against blacks,entailment,"[-1.3022196292877197, 2.3099427223205566, -0.587480902671814]"
209,3943,A white nationalist killed a woman in cold blood. What part of that do you not understand?,0.6,bias,whites,race,prejudice against whites,entailment,"[-1.2596919536590576, 1.5361387729644775, 0.11468461155891418]"
210,1751,Sounds like your hate of the white MAJORITY,0.5625,bias,whites,race,prejudice towards whites,neutral,"[-3.8207993507385254, 0.4134165644645691, 4.066255569458008]"
211,3285,Your not allowed to use you people . Oops you meant WHITE people carry on.,0.6,bias,whites,race,prejudice against whites,entailment,"[-0.8165927529335022, 1.7358646392822266, 0.21441246569156647]"
212,480,Yep them nasty ol white males again and their incomprehensible concerns.  Why cant they just STFU and do what theyre told eh Patricia?  Maybe the Government should just round them all up and throw them behind a fence someplace out in the wilderness.  sarcoff,0.55,bias,whites,race,prejudice against whites,entailment,"[-0.50105220079422, 0.5310096144676208, 0.3890993893146515]"
213,1348,The woman is a idiot but when you pushing BLMLGBTQwhite hatredIslamophobia agenda its exactly what you get,0.6,neutral,,none,,neutral,"[-2.43355131149292, 0.26386281847953796, 2.5306975841522217]"
214,3104,The LGBT rational is totally in your mind.  President Obama clearly stated his reasoning for commuting Chelsea Mannings sentence.  The LGBT element is irrelevant and immaterial.  Why arent you considering the LGBT aspect of James Cartwright commutation?  That has as much potential misdirection as your assumption about President Obamas reasoning and falls right in to line with your style of innuendo.,0.5,bias,lgbtq,lgbtq,prejudice against lgbtq,entailment,"[0.3580041825771332, 1.2404615879058838, -0.5754758715629578]"
215,17,I learned that those who are both religious and righteous are some of the most dangerous people on this earth.    Yes radical Islam is very dangerous.  NeverHillary,0.7,bias,muslims,religion,prejudice against muslims,contradiction,"[1.2290129661560059, 1.1951082944869995, -1.7454161643981934]"
216,3198,So the Sunnis killing Shiites are not Muslims?  You got nothing but a false premise.,0.279411765,neutral,,none,,neutral,"[-3.1488184928894043, 1.5384305715560913, 1.9771413803100586]"
217,2172,No dont be silly. If theyre WHITE theyre mentally ill.,0.777777778,bias,whites,race,prejudice against whites,entailment,"[-0.5982840657234192, 1.0230944156646729, 0.33127734065055847]"
218,3727,Islam is a breeding ground for  genocidal maniacs. Its in the fabric if the religion just as charity and missionary medical service is in the Christian faith. Islam is the religion that keeps on taking.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-1.0211372375488281, 1.978530764579773, -0.02278439700603485]"
219,2336,Vandalizing evidence that people in earlier times had ideologies inconsistent with their own is the sort of thing that Islamic zealots have been doing. Now leftist zealots have taken up similar behaviour.  The numbers of white nationalists are relatively small.  The numbers of those using the presence of white nationalists as a pretext for their own extremism is a greater concern.,0.5,bias,"whites,muslims,left wing,jews","race,religion,political",prejudice on the basis of religion and race,entailment,"[-1.125065565109253, 1.2964165210723877, 0.34528854489326477]"
220,3465,These are the type of techniques in how Hitler propagandized  against the Jews. This in its self is racist What do those racist want in the final end of the equation? Look whats happening to whites in parts of Africa. Its not good.,0.6,bias,"whites,jews","race,religion",prejudice against whites and jews,neutral,"[-2.078254222869873, 1.081084132194519, 1.6446890830993652]"
221,3986,I am amazed but pleased that the Globe did not censor you for saying that. Seems we are normally not allowed to state that  fact. Blacks commit crimes against Cops way more than the reverse,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-1.5693058967590332, 2.8112010955810547, -0.2983000576496124]"
222,1268,B L M blacks love murder,0.723076923,bias,blacks,race,prejudice towards blacks,neutral,"[-1.4011223316192627, 1.0868680477142334, 1.1956069469451904]"
223,1555,the media and Reid is one of their ilk are masters of diversion and twisting of truth and in many cases outright fabrications.  the Mexicans are rapists is but one example,0.710526316,bias,mexicans,race,prejudice against mexicans,entailment,"[-2.4074437618255615, 2.089284896850586, 1.2996349334716797]"
224,2430,He was running for President of Indonesia.  A lot of white Christians wanted Obamas head too. For being a Muslim African with a fake American citizenship.,0.527027027,bias,"whites,christians,muslims,africans,americans","race,religion",prejudice against race and religions,entailment,"[-1.6664869785308838, 1.609332799911499, 0.34814170002937317]"
225,1783,Those socks look a lot like those worn by the wicked witch of the West in the original Wizard of OZ.  Any transgender serving in the armed forces is guilty of fraudulent enlistment.,0.5,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.4986193180084229, 1.122866153717041, 1.1266372203826904]"
226,479,Beware: The Catholic Taliban,0.5,bias,christians,religion,prejudice against catholics,neutral,"[-1.6623106002807617, 0.9807235598564148, 1.160024642944336]"
227,499,Heres your quote showing distrust of all Muslims and brownskinned nonChristians which would include Muslims How many young white male noaccentenglishspeaking christians have hijacked airliners with the intent of killing all on board? None.,0.6,bias,"whites,men,christians","race,religion,gender","prejudice against race,religion and gender",entailment,"[-0.5075491070747375, 1.7251497507095337, -0.4703105092048645]"
228,2569,Id like to personally thank 53 of the white women out there for giving me the green light to treat you like a piece of meat. I used to be a very respectful gentle man who was raised correctly by a woman. Not anymore. Time to ramp up the misogynistic undertones and sexually aggressive behavior because thats what white women want apparently. And theyll let me do it too because Im a star.,0.7,bias,whites,race,prejudice against white women,entailment,"[-0.52678382396698, 1.0340288877487183, -0.3197142481803894]"
229,468,He has an insane amount of accounts and is antiwoman anticanadian and antilogic. Hes really insane.,0.27027027,neutral,,none,,neutral,"[-3.0195045471191406, 0.7131959199905396, 2.87579083442688]"
230,410,Then dont act like it dont tweet I hate black people and maybe dont appoint people to your administration who have a history of doing racist things against black people.,0.525,neutral,,none,,neutral,"[-2.803377151489258, 0.4281097650527954, 2.562445878982544]"
231,3905,Lots of blacks and browns.  Failed people.  From failed countries.  Continue to fail and always will.,0.7,bias,"blacks,browns",race,prejudice against blacks and browns,entailment,"[-0.044897787272930145, 2.3909153938293457, -1.3713467121124268]"
232,4119,With friends like that who needs enemies? The devilish White man has a propensity for violence and bloodshed. Without violence and genocidal murder there would be no United Snakes of AmeriKKKa.,0.7,bias,"whites,Ku Klux Klan","race, political","prejudice against whites,Ku Klux Klan",contradiction,"[0.2910117208957672, 0.1927022486925125, 0.015679243952035904]"
233,1289,Only if you prefer North Korean style law.,0.272727273,neutral,,none,,neutral,"[-1.348909616470337, 0.761458158493042, 1.4727869033813477]"
234,465,Gays can be thrown from high place which in the Koran could mean a cliff or mountain but in practice can simply be a tall building. Toronto has many tall buildings that will suffice.  Gays are also executed in mass hangings in public squares by hoisting a number of them by their necks from a crane. Children can then throw rocks at the corpses.  Dundas Sq will nicely for that.  If all else fails to exterminate gays there is still the simple gun shot to the head or sword to the neck.  It is all Inshallah the will of Allah.  There is nothing we can do to stop it because it is Islamophobia to object.,0.8,bias,"gays,muslims","lgbtq,religion","prejudice against gays,prejudice against muslims",entailment,"[-0.5462408065795898, 0.4920731484889984, 0.3943450450897217]"
235,4160,So what Alice is saying is that the only way for America to be great is that it be whites only? Race card much?,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.6483373641967773, 1.253917932510376, 0.8665317893028259]"
236,656,no...but Ive seen plenty of riots by blacks who burned down their own neighborhoods because they didnt like obeying the rules like the rest of us...,0.5375,bias,blacks,race,prejudice against blacks,entailment,"[-1.1034917831420898, 1.9605151414871216, -0.09974342584609985]"
237,1522,They will prosecute the Christians and give the Muslims a pass.,1.0,bias,"christians,muslims",religion,prejudice against christians and towards muslims,neutral,"[-1.8600211143493652, 0.7806603312492371, 1.6882665157318115]"
238,561,AT please explain how I persecute Christian conservative white males. Im retired. BTW can you follow the money? Here is a hint poor people dont have the money.,0.6,bias,"christians,whites,men","religion,race,gender",prejudice against christians white males,neutral,"[-1.8457741737365723, -0.10609722137451172, 2.590083360671997]"
239,556,Petrows ..................the shooter was just as white and just as christian as Trump. ..............Was the gun Russian ?,0.5,bias,"whites,christians,russian","race,religion","prejudice against whites,christians and russians",entailment,"[1.1427154541015625, 1.1669540405273438, -1.3362340927124023]"
240,1926,Last time I checked there wasnt any Jews shouting death to Americans,0.5,bias,"jews,americans","religion,race",prejudice towards race and religion,entailment,"[-1.4284839630126953, 1.4035537242889404, 0.3232352137565613]"
241,3307,So we can add this legal immigrant to the Boston Bomber brothers and other similarly inclined murderers who were admitted as children and subsequently decided to destroy kill and maim others in their adopted home because of the peaceful doctrine of Islam.,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[-0.24235063791275024, 2.015012264251709, -1.2041800022125244]"
242,982,While those loser Puerto Ricans and Crucians bust our budget. Bigly.,0.575757576,neutral,,none,,neutral,"[-2.053570032119751, 1.247444748878479, 2.0021331310272217]"
243,2016,If you bow down to a meteorite in the Arabian desert by sticking your behind in the air like a punk so you can honor an illiterate mass murdering pedophile who claimed to be the messenger of some obscure Arabian moon god.....you might be a Muslim,0.714285714,bias,muslims,religion,prejudice against muslims,contradiction,"[0.7273555397987366, 0.5988855361938477, -1.0359501838684082]"
244,325,Welcome to hell Sweden. It is only going to get worse. More rapes murders mugging robberies of non muslims. How do you like immigration now?,0.625,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8668645620346069, 1.8377137184143066, -0.17879033088684082]"
245,671,except if you are city white privilege trash. then you have to go to fred meyers.,0.640625,bias,whites,race,prejudice against whites,entailment,"[-0.8429386615753174, 0.7175626754760742, 0.20552358031272888]"
246,3434,Need a citation to a source that supports believing that nonwhites believe they are better than whites based on skin color.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.5443039536476135, 0.8943532109260559, 0.025305338203907013]"
247,4282,Bunk.  Obama got elected by black privilege and George Soros.,0.7,bias,blacks,race,prejudice against blacks,contradiction,"[1.4141371250152588, -0.31381282210350037, -1.0100927352905273]"
248,2591,Would Ontario intervening in this have anything to do with the fact that Ontarios premier is Gay ?,0.6,neutral,,none,,entailment,"[-1.774585485458374, 1.22653067111969, 0.9861855506896973]"
249,2136,A bit like antigay Republicans secretly trolling for gay encounters ...,0.6,neutral,,none,,neutral,"[-2.551077365875244, 0.9656267166137695, 1.748816728591919]"
250,1673,And how is fellatio ANTIhomosexual? Looked at another way it means Trump is gay friendly.,0.5,bias,gays,lgbtq,prejudice against gays,contradiction,"[0.6021400094032288, 0.2950189411640167, -0.524730920791626]"
251,2573,What Canadians would that be...the gender bender 101 studentsMarxistfeminist coffee klatch clubslatte sipping hipsters....maybe next time get out and see what people that have to real low paying manuel labor think of your views. But by all means finish your javaand have a nice day,0.5,bias,canadians,race,prejudice against canadians,entailment,"[0.002916002180427313, 0.8728887438774109, -0.1126260831952095]"
252,1955,the lefty trolls are freaking out   so...........it wasnt me pocahontas  are you related to this so called human? I want to be black...MORON,0.534482759,neutral,,none,,neutral,"[-3.0526981353759766, 0.5834007859230042, 2.775012731552124]"
253,2175,Everyone who defends islam and muslims endorses crime. Endorsing crime IS a crime so those doing it are criminals.  Right in the Quran is: the permission to murder Jews and Christians Surah 9:29 to terrorize all nonMuslims   8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 and   the command to make war on all the infidels 9:123 and subjugate the entire world to Allah 9:33.  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  bTHEN ISLAM IS ILLEGALb  Rape slavery robbery extortion and murder are never OK  Everything muslims pretend to see as holy is already a crime  So nobody has a legal right to practice islam anywhere on earth,0.648648649,bias,muslims,religion,prejudice against muslims,entailment,"[-0.9741547107696533, 1.1827472448349, 0.33936890959739685]"
254,3242,The American people are by and large PIGS.  They need the stink of the systemic racism of this st nation rubbed under their noses at every opportunity.   And think about it we embrace this game where desperate men maim themselves for our enjoyment.  What a classy country.,0.592105263,bias,americans,race,prejudice against americans,entailment,"[-0.09172558784484863, 0.746495246887207, -0.009494109079241753]"
255,1072,If they werent gay this wouldnt even be a story. Because it happens all the time with straight people. WHY IS THIS ON THE FRONT PAGE? I feel like I live in Petticoat Junction. OMG Uncle Joe Theres LESBIANS in town Hide Betty Jo Bobby Jo and Little Jo Run fer yer lives,0.5,bias,gays,lgbtq,prejudice against lgbtq,entailment,"[-0.18274426460266113, 0.6438127160072327, -0.07675869762897491]"
256,2457,I would be carrying more than a large knife if people were shooting at my home and animals calling me a white nigger threatening to shoot me and showing up with a virtual lynch mob of ignorant people who are shouting and threatening to tape me up and send me out of town. The leaders of Akiak have led their people to commit illegal actions before and what would stop them if they told these people to harm this man? I understand that kind of harassment is legal and accepted in Alaskan native villages apparently but its not right on a human or a Christian level  which is apparently not their religion. Sooo he is  wearing a knife on his belt on a small farm in Alaska and that makes him a bad person? Hahaha. Thats beautiful.,0.7,neutral,,none,,neutral,"[-2.3711800575256348, 0.6169006824493408, 2.2825632095336914]"
257,3745,You have the disgraceful temerity to draw a moral equivalence between the Holocaust and the Jewish recovery miracle and the Palestinian fourth generation UN titsucking Jewhating refugee bullshit story. Its exceedingly charitable to describe you as a libtard.,0.671428571,bias,liberals,political,prejudice against liberals,entailment,"[-1.160660743713379, 1.3196439743041992, 0.23602010309696198]"
258,2590,Radical muslims kill Christian minorities in their own countries of origin. Why would they want to integrate into a majority Christian even if non observant  civilization. ?,0.625,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8045286536216736, 1.4427521228790283, -0.005966911558061838]"
259,594,Harper and Kenney are ideologues.  Kenneys campaign style is divisive and hateful. His party has attacked women gays and minorities. But keep attacking the messenger.,0.5,neutral,,none,,neutral,"[-1.1580383777618408, 0.3875030279159546, 1.1716060638427734]"
260,76,Black Lives Matter wait then what about Red White Yellow and Brown Lives? If blacks can say nigger in the white house then what the hell you doing taking my comments down? Get a pair nigga,0.787878788,bias,blacks,race,prejudice against blacks,neutral,"[-1.7656676769256592, 1.043594241142273, 1.2585093975067139]"
261,3754,What a bitter racist. Do you ever make a comment that does not have White Men in it. Sorry you were not born a White Man but you will just have to live with being Part White Man. Change your name to The Mighty Racist.,0.5375,neutral,,none,,neutral,"[-2.3705356121063232, 0.43356814980506897, 2.1543173789978027]"
262,819,All over the world millions of Muslims are devoted to exterminating all the Jews. 100s of millions of Muslims want to implement Sharia law. 100s of millions of Muslims want to eliminate the infidels which is everyone that is not a follower of Islam. Why should Canadians trust Muslims?,0.528571429,bias,muslims,religion,prejudice against muslims,entailment,"[-1.1798932552337646, 1.630592703819275, 0.2519424557685852]"
263,600,Blacks have often poor eating and life style habits which leads to them having more health problem than other races. Is saying anything true but mentioning race nowadays racist ?,0.8,bias,blacks,race,prejudice against blacks,neutral,"[-1.9391264915466309, 0.8084163069725037, 1.7626781463623047]"
264,1746,What a horrible act of Islamophobia.,0.275862069,neutral,,none,,neutral,"[-2.6978209018707275, 0.7881020903587341, 2.2975268363952637]"
265,4144,A region of the world where everyone is the enemy of everyone else. Both Iranians and the Saudis promote the most backward and intolerant forms of Islam that are the basis of terrorist ideologies around the world. A pit full of vipers.,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-1.5241971015930176, 1.4170126914978027, 0.6975307464599609]"
266,1085,A gay Indian is the Prime Minister of Ireland. Another Indian is the Prime Minister of Portugal. Next stop the UK,0.696969697,neutral,,none,,entailment,"[0.07792424410581589, 0.9032434225082397, 0.08820439130067825]"
267,2859,Its no more than burning and looting done by the same oppressed blacks.,0.7375,bias,blacks,race,prejudice against blacks,entailment,"[-1.4351258277893066, 1.6112771034240723, 0.5466828346252441]"
268,563,You fail to mention the religion they live by. Big difference. Just like the the Alaskan who went to Florida and killed on the airport. He had a Muslim influence that was suppressed by most media .. including ADN. American citizen ... yes. Muslim connection... proven,0.6,bias,muslims,religion,prejudice against muslism,entailment,"[-0.4966106712818146, 0.9856117367744446, -0.015527082607150078]"
269,2001,I call them uninformed bigots and islamophobes.  Its Rise Canada an antimuslim hate group.,0.55,neutral,,none,,neutral,"[-2.8962342739105225, 0.3353096842765808, 2.8336925506591797]"
270,3027,Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,0.287878788,neutral,,none,,neutral,"[-1.533193826675415, -0.10411889106035233, 1.7650597095489502]"
271,2334,BLMbullies.  Where are BLM when blacks kill blacks? Where was BLM when the black female police officer was shot and killed by a black man in Florida?,0.6375,bias,blacks,race,prejudice against blacks,neutral,"[-2.7764337062835693, 0.9862469434738159, 1.9706110954284668]"
272,1292,another black mark against united somehow they dont like Asians.  well I wont ever fly united again.  it is a piss poor airline with racists employees.,0.525,neutral,,none,,neutral,"[-2.9048166275024414, 1.1851806640625, 2.7408289909362793]"
273,3589,Nate:  Be extremely CAREFUL when using that word POKING.  The LGBTAX lesbians gays bisexuals transgenders Agenders Xs will be on your case.............,0.5,neutral,,none,,neutral,"[-2.726511240005493, 0.5851661562919617, 2.2129976749420166]"
274,2478,Well sometimes the institutional Church deserves to be ridiculed. Especially when it preaches one thing and then does the opposite.,0.5,bias,christians,religion,prejudice against christians,entailment,"[-0.7583035230636597, 1.6124404668807983, -0.4524138569831848]"
275,64,White male racists did it,0.625,bias,whites,race,prejudice against whitess,neutral,"[-2.334791660308838, 0.7705668807029724, 1.836458444595337]"
276,2452,Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,0.7,neutral,,none,,neutral,"[-3.3596601486206055, 0.1005730926990509, 3.077617645263672]"
277,848,Dear President Trump and Government: Please do not allow a single additional Muslim into the US. Even if 99 of 100 wont do anything bad we do not need the one who does. And the rest is hostile to our culture anyway they only come for the money. Europe should be a warning example to show what the soft invasion of Muslims does.,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[-1.2024297714233398, 1.3396885395050049, 0.8918225169181824]"
278,1100,Then lets put the gay men on an island and lesbian women on another and after 100 years see if anyone is left if it is a natural lifestyle,1.0,bias,lgbtq,lgbtq,prejudice against lgbtqq,entailment,"[0.04537751525640488, 0.23811599612236023, 0.17914210259914398]"
279,945,Black people cry racism every chance they get. Its pathetic.,0.777777778,bias,blacks,race,prejudice against blacks,neutral,"[-1.8304293155670166, 0.7618924975395203, 1.4950997829437256]"
280,876,so other than governing while black what made Obama a racist and a thug?,0.527027027,neutral,,none,,neutral,"[-2.0040717124938965, 1.2268927097320557, 1.3501167297363281]"
281,2231,So the focus is on the white supremacists. . .while ignoring all of the other antisocial antiAmerican participating groups. . .while there is hardly any coverage pertaining to destruction of public property with impunity. . .though law enforcement were standing by. . .and watching.,0.833333333,bias,whites,race,prejudice against whites,entailment,"[-1.2572262287139893, 1.4492460489273071, 0.60743647813797]"
282,2308,Clinton and the leftist have nothing left but the constant false narrative of racism.  Whats new?  If you hate the white majority like they do and want to reduce the white population that is what you do,0.9,bias,whites,race,prejudice against whites,neutral,"[-2.4114575386047363, 0.6867188215255737, 2.36914324760437]"
283,1725,The first white person ever executed for killing a black person in Florida?  Seriously?,0.5125,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-1.3210742473602295, 1.9662355184555054, -0.2854940593242645]"
284,2808,israel is surrounded by muslims that are committed to its destruction  including Iran,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-1.100318431854248, 2.0557146072387695, -0.06472156941890717]"
285,1667,We are gonna send all the Muslims you can handle.  That should shut you up you globalist dick,0.614285714,bias,muslims,religion,prejudice against muslims,entailment,"[-0.7711333632469177, 0.9085621237754822, 0.1104876771569252]"
286,2162,Black and Brown People still own millions of Black and Brown slaves. They castrate them rape them and even kill them.  So who are you calling a supremacist white nationalist or racist. Little Brown woman?,0.906509695,bias,"blacks,browns",race,prejudice against blacks and browns,neutral,"[-1.7295048236846924, 0.8371890187263489, 1.271996259689331]"
287,4140,The enemy is Radical Islamic Terrorism not guns.  Guns are our only protection we have  from an ideology whos goal is to kill us all.  Our presidents failure to address this as such is responsible for its spread across the globe.  We need to destroy Radical Islamic Terrorists wherever they are Now  The Presidents policy of containment has been a total failure.  His policy of taking in tens of thousands of Islamic refugees will further destroy our national security and leave us with the same destruction Europe is presently facing. Home grown terrorists will increasingly be able to get their motivations from more and more unvetted Islamic terrorists who so easily enter our country due to our presidents failure to protect us by leaving the borders open.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.16330359876155853, 2.1856956481933594, -0.6514314413070679]"
288,2057,Cause he is black.... and a democrat.......   If he was black and a republican shivers...... We have some really screwed up people running this........... NOT running this country.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.7362575531005859, 1.9860113859176636, -0.5972393751144409]"
289,416,Pretty clear that Netanyahu is a fascist wishing to cleanse Israel of anyone who is not a white EuroJew. If this was anywhere else but Israel the CIA and MI6 would be working on regime change  just as they have in most of the rest of the Middle East.,0.5,bias,"whites,jews","race,religion",prejudice against whites and jews,neutral,"[-2.4390246868133545, 1.4767613410949707, 1.5902464389801025]"
290,756,My neighbor proves her ignorance yet again. Be glad you do not live next to her white trash.,0.727272727,bias,whites,race,prejudice against whites,entailment,"[-1.4630494117736816, 1.774289608001709, 0.25762200355529785]"
291,2266,If Israel had been built on secularism it would have ceased to exist a long time ago and certainly as a Jewish state becoming just another Arab state and we know the disgusting dictatorships that they all are without exception honour killings gay torture and female genital mutilation. Nice.,0.7,bias,arabs,race,prejudice against arabs,entailment,"[-0.4967043697834015, 1.5054692029953003, -0.3045426309108734]"
292,361,What a disaster An Islam plant..last of the garbage.,0.709090909,bias,muslims,religion,prejudice against muslims,entailment,"[-1.9732475280761719, 2.0469799041748047, 0.7007492780685425]"
293,29,What about all your angry white men attacking non whites in their offices clinics and churches? Wasnt it a white guy that parked a yellow Ryder truck filled with ANFO outside the Oklahoma City building with a child care center in it?   Oh yeah. How quickly you forget.,0.6,bias,"whites,men","race,gender",prejudice against white men,entailment,"[-0.3205316364765167, 1.255624532699585, -0.33607813715934753]"
294,2732,Agreed on most points but...  Really I want liberals and progressives to murder their babies. I dont think they should have any children. They are diseased. They shouldnt be allowed anywhere near children.,0.2625,bias,"liberals,progressives",political,prejudice against liberals and progressives,neutral,"[-2.5758843421936035, 0.4454267919063568, 2.6780006885528564]"
295,1071,Cowardly white whiner hiding in a closet and stolen valor to boot,0.565789474,bias,whites,race,prejudice against whites,entailment,"[-1.3708758354187012, 1.5171945095062256, 0.47268790006637573]"
296,2145,Local only equals no white people... yeah... that is a formula for failure,0.557377049,bias,whites,race,prejudice against whites,entailment,"[-1.8594379425048828, 2.3763742446899414, 0.44873684644699097]"
297,3619,A suspected Islamist??  Thats an inaccurate description and will soon be a banned word as it is Islamophobic.  We are not to talk about Islam Justin says so.  Ah geez sorry Alceste I mentioned Islam.  This post to disappear shortly.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-2.4542722702026367, 0.4441289007663727, 2.2216579914093018]"
298,3503,You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,0.557142857,bias,"mexicans,blacks",race,prejudice against races,entailment,"[-0.33578550815582275, 1.4682952165603638, -0.96653813123703]"
299,79,So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,0.625,neutral,,none,,neutral,"[-1.3477404117584229, 0.2084580808877945, 0.7831683158874512]"
300,616,How has the Church made gay peoples lives a living hell?  Given what gay priests have done to the Church yours seems to be the party that owes reparations.,0.7,neutral,,none,,neutral,"[-1.6576812267303467, 0.2849902808666229, 1.9459693431854248]"
301,1221,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,0.91796875,bias,muslims,religion,prejudice against islam,neutral,"[-2.177938938140869, 1.3169902563095093, 1.646815538406372]"
302,295,Same I have met whites that have fled South Africa and dont like black people. Cant blame them.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-1.7543823719024658, 2.101259708404541, 0.4091433584690094]"
303,3024,That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,0.65,bias,muslims,religion,prejudice against muslims,neutral,"[-2.2350516319274902, 1.3515492677688599, 2.144578218460083]"
304,1213,btlspock it has just been reported that an antimuslim hate group was heavily involved in the SaintApollinaire no  committee including the main spokesperson.  They at least werent just anticemetery advocates.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-2.1953542232513428, 0.39441728591918945, 2.4507970809936523]"
305,3520,Trump has no moral core except advancing Trump. Hes telling evangelical Christians everything they want to hear and throwing gay people under the bus because he knows as long as he spouts the right words conservative Christians will follow him  right through the gates of Hell.,0.5,bias,"gays,conservatives,christians","lgbtq,political,religion",prejudice against gays and conservatives christians,neutral,"[-2.73685622215271, 1.1495941877365112, 2.5381970405578613]"
306,1044,Black athletes should also be taking a knee to bring the blacks killing blacks to the front pages.,0.725,bias,blacks,race,prejudice against blacks,neutral,"[-2.0733540058135986, 1.125091314315796, 1.3804004192352295]"
307,342,The fact that there are only black men from Arapahoe county on Colorados death row suggests that jurors are more sympathetic to white perpetrators.,0.6,bias,"blacks,men,whites","race,gender",prejudice against black men and whites,entailment,"[-0.8896996378898621, 1.9325640201568604, -0.7513319253921509]"
308,2525,White people get shot all the time in Amerika. You just dont hear about it because ... theyre white.,0.584415584,bias,whites,race,prejudice towards whites,entailment,"[-1.3118586540222168, 2.255253314971924, -0.35492780804634094]"
309,2987,Not until black Americans  and even black Canadians are prepared to admit and do something about the destructive forces they create with in their own communities with drugs weapons  violence fatherless children  rejection of education and racist hatred for other  people  little will change.  Blaming Trump is just a way to divert attention and responsibility. You could blame Obama just easily but wont.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.7645077705383301, 1.1071468591690063, 0.3119209110736847]"
310,326,You too huh What is it about entitled Muslim hating angry crackers that EVERYTHING in their pathetic lives revolves around oppression by Muslims and the left?  Its clear youre suffering white entitlement and need bad guys to blame for your own serious deficiencies  Take your bias insincere outrage bogus sources and ignorance to a KKK meeting where it belongs,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.3432223796844482, 0.9857912659645081, 0.6259461045265198]"
311,2931,The robot censor seems disinclined to accept some harsh truths but lets try again:  Why is it that despite 70 of serial killers and 8090 of child molesters and massshooters being white most white Americans are fixated on BLACK crime?  Perhaps its related to a longperpetuated doublestandard that when black or brown or Muslim criminals commit crimes its held up as a reflection on their entire communities whereas when white criminals do so its only a reflection on said criminals themselves.  And that in turn seems predicated on a widely held and nearly as frequently denied assumption that was first voiced by satan when his Creator demanded he explain why he refused to make humble himself before Adam as he was commanded: Anna khairum minhumIm BETTER than him. Quran SuratulAraf Ayaa 1112,0.8,neutral,,none,,neutral,"[-1.7635126113891602, 0.2826424241065979, 1.6664299964904785]"
312,1720,Thats right Lindy.  We need to lift the ban on people bringing kids that were not born here to Alaska.  Obviously if he is a criminal he is Alaskan because we all know that most Alaskan males are criminal misogynists.,0.6,bias,alaskans,race,prejudice against alaskans,entailment,"[0.7232831716537476, 0.8505123257637024, -0.7928560376167297]"
313,2044,I know there are good Muslims but when the Koran is a book of murder rape and slavery I cannot call that a religeon.The chances of bring muslim in you country and having an overwhelming amount of rapists and thieves is too high to accept that as acceptable imigration.Call me racist but the data shows it. I am so happy Spain killed most of the terrorist to save the court time for the only value of making them heroes in the ISIS Muslim murdering ways,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.5650250911712646, 0.8696520924568176, 1.8232064247131348]"
