,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
263,600,Blacks have often poor eating and life style habits which leads to them having more health problem than other races. Is saying anything true but mentioning race nowadays racist ?,0.8,bias,blacks,race,prejudice against blacks,entailment,"[-0.09417471289634705, 0.052809938788414]"
264,1746,What a horrible act of Islamophobia.,0.275862069,neutral,,none,,contradiction,"[0.0655299499630928, -0.04505133628845215]"
265,4144,A region of the world where everyone is the enemy of everyone else. Both Iranians and the Saudis promote the most backward and intolerant forms of Islam that are the basis of terrorist ideologies around the world. A pit full of vipers.,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-0.264815092086792, -0.07881616055965424]"
266,1085,A gay Indian is the Prime Minister of Ireland. Another Indian is the Prime Minister of Portugal. Next stop the UK,0.696969697,neutral,,none,,entailment,"[0.0420541986823082, 0.20448054373264313]"
267,2859,Its no more than burning and looting done by the same oppressed blacks.,0.7375,bias,blacks,race,prejudice against blacks,contradiction,"[0.09629133343696594, 0.08007899671792984]"
268,563,You fail to mention the religion they live by. Big difference. Just like the the Alaskan who went to Florida and killed on the airport. He had a Muslim influence that was suppressed by most media .. including ADN. American citizen ... yes. Muslim connection... proven,0.6,bias,muslims,religion,prejudice against muslism,entailment,"[-0.17750459909439087, 0.17143425345420837]"
269,2001,I call them uninformed bigots and islamophobes.  Its Rise Canada an antimuslim hate group.,0.55,neutral,,none,,contradiction,"[-0.006405750289559364, -0.14813414216041565]"
270,3027,Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,0.287878788,neutral,,none,,entailment,"[-0.06846623122692108, 0.01943076215684414]"
271,2334,BLMbullies.  Where are BLM when blacks kill blacks? Where was BLM when the black female police officer was shot and killed by a black man in Florida?,0.6375,bias,blacks,race,prejudice against blacks,entailment,"[-0.31056123971939087, 0.1445610523223877]"
272,1292,another black mark against united somehow they dont like Asians.  well I wont ever fly united again.  it is a piss poor airline with racists employees.,0.525,neutral,,none,,contradiction,"[0.04633548483252525, 0.03848625347018242]"
273,3589,Nate:  Be extremely CAREFUL when using that word POKING.  The LGBTAX lesbians gays bisexuals transgenders Agenders Xs will be on your case.............,0.5,neutral,,none,,contradiction,"[-0.058783549815416336, -0.09378264099359512]"
274,2478,Well sometimes the institutional Church deserves to be ridiculed. Especially when it preaches one thing and then does the opposite.,0.5,bias,christians,religion,prejudice against christians,entailment,"[-0.022396672517061234, 0.04773892089724541]"
275,64,White male racists did it,0.625,bias,whites,race,prejudice against whitess,contradiction,"[0.07228625565767288, 0.06664428859949112]"
276,2452,Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,0.7,neutral,,none,,entailment,"[0.01460358314216137, 0.053853847086429596]"
277,848,Dear President Trump and Government: Please do not allow a single additional Muslim into the US. Even if 99 of 100 wont do anything bad we do not need the one who does. And the rest is hostile to our culture anyway they only come for the money. Europe should be a warning example to show what the soft invasion of Muslims does.,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[-0.2404215931892395, -0.16090932488441467]"
278,1100,Then lets put the gay men on an island and lesbian women on another and after 100 years see if anyone is left if it is a natural lifestyle,1.0,bias,lgbtq,lgbtq,prejudice against lgbtqq,contradiction,"[0.10281013697385788, -0.08797678351402283]"
279,945,Black people cry racism every chance they get. Its pathetic.,0.777777778,bias,blacks,race,prejudice against blacks,contradiction,"[-0.009947383776307106, -0.03522559627890587]"
280,876,so other than governing while black what made Obama a racist and a thug?,0.527027027,neutral,,none,,contradiction,"[0.013677626848220825, -0.07729693502187729]"
281,2231,So the focus is on the white supremacists. . .while ignoring all of the other antisocial antiAmerican participating groups. . .while there is hardly any coverage pertaining to destruction of public property with impunity. . .though law enforcement were standing by. . .and watching.,0.833333333,bias,whites,race,prejudice against whites,contradiction,"[0.04209588095545769, -0.20823125541210175]"
282,2308,Clinton and the leftist have nothing left but the constant false narrative of racism.  Whats new?  If you hate the white majority like they do and want to reduce the white population that is what you do,0.9,bias,whites,race,prejudice against whites,contradiction,"[0.21671222150325775, -0.11806531250476837]"
283,1725,The first white person ever executed for killing a black person in Florida?  Seriously?,0.5125,bias,"blacks,whites",race,prejudice against blacks and whites,contradiction,"[-0.02242288552224636, -0.08461178839206696]"
284,2808,israel is surrounded by muslims that are committed to its destruction  including Iran,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[0.1480875015258789, 0.014700603671371937]"
285,1667,We are gonna send all the Muslims you can handle.  That should shut you up you globalist dick,0.614285714,bias,muslims,religion,prejudice against muslims,entailment,"[-0.02266901545226574, 0.1820988655090332]"
286,2162,Black and Brown People still own millions of Black and Brown slaves. They castrate them rape them and even kill them.  So who are you calling a supremacist white nationalist or racist. Little Brown woman?,0.906509695,bias,"blacks,browns",race,prejudice against blacks and browns,contradiction,"[0.07997366040945053, -0.1501077115535736]"
287,4140,The enemy is Radical Islamic Terrorism not guns.  Guns are our only protection we have  from an ideology whos goal is to kill us all.  Our presidents failure to address this as such is responsible for its spread across the globe.  We need to destroy Radical Islamic Terrorists wherever they are Now  The Presidents policy of containment has been a total failure.  His policy of taking in tens of thousands of Islamic refugees will further destroy our national security and leave us with the same destruction Europe is presently facing. Home grown terrorists will increasingly be able to get their motivations from more and more unvetted Islamic terrorists who so easily enter our country due to our presidents failure to protect us by leaving the borders open.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.04262688755989075, -0.02032518945634365]"
288,2057,Cause he is black.... and a democrat.......   If he was black and a republican shivers...... We have some really screwed up people running this........... NOT running this country.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.12547823786735535, 0.030985334888100624]"
289,416,Pretty clear that Netanyahu is a fascist wishing to cleanse Israel of anyone who is not a white EuroJew. If this was anywhere else but Israel the CIA and MI6 would be working on regime change  just as they have in most of the rest of the Middle East.,0.5,bias,"whites,jews","race,religion",prejudice against whites and jews,contradiction,"[0.13535527884960175, -0.010421395301818848]"
290,756,My neighbor proves her ignorance yet again. Be glad you do not live next to her white trash.,0.727272727,bias,whites,race,prejudice against whites,contradiction,"[-0.13051988184452057, -0.25864335894584656]"
291,2266,If Israel had been built on secularism it would have ceased to exist a long time ago and certainly as a Jewish state becoming just another Arab state and we know the disgusting dictatorships that they all are without exception honour killings gay torture and female genital mutilation. Nice.,0.7,bias,arabs,race,prejudice against arabs,contradiction,"[0.07316270470619202, -0.10931400209665298]"
292,361,What a disaster An Islam plant..last of the garbage.,0.709090909,bias,muslims,religion,prejudice against muslims,contradiction,"[-0.09453611075878143, -0.09624728560447693]"
293,29,What about all your angry white men attacking non whites in their offices clinics and churches? Wasnt it a white guy that parked a yellow Ryder truck filled with ANFO outside the Oklahoma City building with a child care center in it?   Oh yeah. How quickly you forget.,0.6,bias,"whites,men","race,gender",prejudice against white men,contradiction,"[-0.056449346244335175, -0.09457027912139893]"
294,2732,Agreed on most points but...  Really I want liberals and progressives to murder their babies. I dont think they should have any children. They are diseased. They shouldnt be allowed anywhere near children.,0.2625,bias,"liberals,progressives",political,prejudice against liberals and progressives,entailment,"[-0.1554279774427414, -0.13149109482765198]"
295,1071,Cowardly white whiner hiding in a closet and stolen valor to boot,0.565789474,bias,whites,race,prejudice against whites,entailment,"[0.09158191829919815, 0.1545753926038742]"
296,2145,Local only equals no white people... yeah... that is a formula for failure,0.557377049,bias,whites,race,prejudice against whites,entailment,"[-0.20800690352916718, -0.11053858697414398]"
297,3619,A suspected Islamist??  Thats an inaccurate description and will soon be a banned word as it is Islamophobic.  We are not to talk about Islam Justin says so.  Ah geez sorry Alceste I mentioned Islam.  This post to disappear shortly.,0.6,bias,muslims,religion,prejudice against muslims,contradiction,"[0.05873236060142517, 0.05324554443359375]"
298,3503,You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,0.557142857,bias,"mexicans,blacks",race,prejudice against races,contradiction,"[0.1564088761806488, -0.030993826687335968]"
299,79,So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,0.625,neutral,,none,,entailment,"[-0.053577471524477005, 0.2000795155763626]"
300,616,How has the Church made gay peoples lives a living hell?  Given what gay priests have done to the Church yours seems to be the party that owes reparations.,0.7,neutral,,none,,contradiction,"[0.030933216214179993, -0.06362804025411606]"
301,1221,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,0.91796875,bias,muslims,religion,prejudice against islam,entailment,"[0.06094234064221382, 0.14957955479621887]"
302,295,Same I have met whites that have fled South Africa and dont like black people. Cant blame them.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,contradiction,"[0.15167027711868286, -0.09194739907979965]"
303,3024,That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,0.65,bias,muslims,religion,prejudice against muslims,contradiction,"[0.2112904191017151, -0.24349679052829742]"
304,1213,btlspock it has just been reported that an antimuslim hate group was heavily involved in the SaintApollinaire no  committee including the main spokesperson.  They at least werent just anticemetery advocates.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[0.014716287143528461, 0.04991608113050461]"
305,3520,Trump has no moral core except advancing Trump. Hes telling evangelical Christians everything they want to hear and throwing gay people under the bus because he knows as long as he spouts the right words conservative Christians will follow him  right through the gates of Hell.,0.5,bias,"gays,conservatives,christians","lgbtq,political,religion",prejudice against gays and conservatives christians,entailment,"[0.10201279073953629, 0.238894984126091]"
306,1044,Black athletes should also be taking a knee to bring the blacks killing blacks to the front pages.,0.725,bias,blacks,race,prejudice against blacks,contradiction,"[0.08088613301515579, -0.04271727800369263]"
307,342,The fact that there are only black men from Arapahoe county on Colorados death row suggests that jurors are more sympathetic to white perpetrators.,0.6,bias,"blacks,men,whites","race,gender",prejudice against black men and whites,entailment,"[-0.011559907346963882, 0.1478927731513977]"
308,2525,White people get shot all the time in Amerika. You just dont hear about it because ... theyre white.,0.584415584,bias,whites,race,prejudice towards whites,contradiction,"[0.07290000468492508, 0.07264813780784607]"
309,2987,Not until black Americans  and even black Canadians are prepared to admit and do something about the destructive forces they create with in their own communities with drugs weapons  violence fatherless children  rejection of education and racist hatred for other  people  little will change.  Blaming Trump is just a way to divert attention and responsibility. You could blame Obama just easily but wont.,0.6,bias,blacks,race,prejudice against blacks,contradiction,"[0.14357371628284454, -0.15419399738311768]"
310,326,You too huh What is it about entitled Muslim hating angry crackers that EVERYTHING in their pathetic lives revolves around oppression by Muslims and the left?  Its clear youre suffering white entitlement and need bad guys to blame for your own serious deficiencies  Take your bias insincere outrage bogus sources and ignorance to a KKK meeting where it belongs,0.5,bias,whites,race,prejudice against whites,contradiction,"[0.1709480881690979, 0.032992273569107056]"
311,2931,The robot censor seems disinclined to accept some harsh truths but lets try again:  Why is it that despite 70 of serial killers and 8090 of child molesters and massshooters being white most white Americans are fixated on BLACK crime?  Perhaps its related to a longperpetuated doublestandard that when black or brown or Muslim criminals commit crimes its held up as a reflection on their entire communities whereas when white criminals do so its only a reflection on said criminals themselves.  And that in turn seems predicated on a widely held and nearly as frequently denied assumption that was first voiced by satan when his Creator demanded he explain why he refused to make humble himself before Adam as he was commanded: Anna khairum minhumIm BETTER than him. Quran SuratulAraf Ayaa 1112,0.8,neutral,,none,,entailment,"[-0.15736594796180725, -0.0705302506685257]"
312,1720,Thats right Lindy.  We need to lift the ban on people bringing kids that were not born here to Alaska.  Obviously if he is a criminal he is Alaskan because we all know that most Alaskan males are criminal misogynists.,0.6,bias,alaskans,race,prejudice against alaskans,entailment,"[0.019577277824282646, 0.0892537385225296]"
313,2044,I know there are good Muslims but when the Koran is a book of murder rape and slavery I cannot call that a religeon.The chances of bring muslim in you country and having an overwhelming amount of rapists and thieves is too high to accept that as acceptable imigration.Call me racist but the data shows it. I am so happy Spain killed most of the terrorist to save the court time for the only value of making them heroes in the ISIS Muslim murdering ways,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[0.012744210660457611, 0.014397749677300453]"
314,842,Ah more Catholics who read Matthew 22:39 as And the second is like it: Love your neighbor as yourself unless the neighbor is gay or transgendered. Those people you should loathe. And they have the chutzpah to claim that theirs is a Christian attitude.,0.5,bias,"gays,transgenders",lgbtq,prejudice against gays and transgenders,entailment,"[-0.2943761348724365, -0.015857284888625145]"
315,2897,Black cop kills black criminal in Milwaukee. Whats the response of the black community? Burn the town down and all the while specifically target innocent white people. Yeah Im definitely now going to get behind BLM.,0.671052632,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-0.051858849823474884, 0.09615422785282135]"
316,1266,There are bad people in ALL religions look at this weeks arrest of a longtime teacher child  molester at a Bellevue WA Christian school the Warren Jeffs who have sex with 1112 year old wives in the name of religion and the multitude of Catholic priests who molest and rape boys.,0.5,bias,christians,religion,prejudice against christians,contradiction,"[0.35012951493263245, -0.1502351015806198]"
317,1939,Pretty efficient at stopping those redneck white guy terrorists a good thing homegrown islamist terrorists not so much.,0.558823529,bias,"whites,muslims","race,religion",prejudice against whites and muslims,entailment,"[-0.07597284764051437, 0.13766884803771973]"
318,1331,Wow.  After reading all these Canadians defending Le Pen Im sure glad Im not Jewish.  Apparently she is just wonderful and can do no wrong.  Things are getting very scary around here.,0.6,neutral,,none,,contradiction,"[0.17871809005737305, -0.17222262918949127]"
319,1450,MRichards  Evidence? You want evidence? ..... Obviously you know nothing of what is happening in the USA and the illegal Mexicans hiding and dealing in drugs as part of the Mexican drug cartels distribution networks.   All the Mexican illegals arent drug runners... some are fleeing from getting killed by drug lords some are pimps and some are criminals escaping Mexican justice.... and some I assume are good people but most are bad people.... believe it   p.s. Mexico is a narcostate ....,0.690140845,bias,mexicans,race,prejudice against mexicans,contradiction,"[0.1056283488869667, -0.120216965675354]"
320,3377,We know your antisemitic white supremacist punctuation rules deplorable racist.,0.525,bias,whites,race,prejudice against whites,contradiction,"[0.1940077394247055, 0.19274698197841644]"
321,203,Which speech did he condemn white supremacists and nazis?,0.5,bias,whites,race,prejudice against whites,contradiction,"[0.0621853731572628, -0.1486489623785019]"
322,1469,Bill Cosby is innocent. The women are liars. Men need more rights. Women will say anything to get their way.,0.5,bias,women,gender,prejudice against women,contradiction,"[0.1381266713142395, 0.04365546628832817]"
323,2721,People dont burn other people alive You need to acquaint yourself with autos da fe in Middle Ages Europe. Christians did precisely that to women accused of witchcraft Jews who refused to convert Christians who were accused of heresy that is they held beliefs the authorities didnt approve of and others. After some Jews rejected Martin Luthers protestant Christianity as not being their cup of tea Martin Luther suggested locking Jews in synagogues and setting the synagogues on fire. If thats too ancient for you only 30 years ago Christians were raping and slaughtering Muslims in the former country of Yugoslavia. Last year Jews living in the West Bank burned down Arabs houses and mosques and in at least one house the occupants were in it. Terrorists are brutal. A lot of terrorists are Muslim. That does NOT make all Muslims dogs. If a man from Arvada gets angry at his exwife and burns down her home with her in it are all Arvadans to be considered dogs?,0.833333333,bias,"christians,muslims",religion,prejudice against christians and muslims,entailment,"[0.028731629252433777, 0.2726915180683136]"
324,3372,Black Lives Matter is a joke. Where are they when black people kill other black people?,0.7,bias,blacks,race,prejudice against blacks,contradiction,"[-0.05201233923435211, -0.16178348660469055]"
325,2032,Florence is to gay males what Yachats is to lesbians.  Surely you know that.,0.5625,neutral,,none,,entailment,"[-0.044837258756160736, 0.09153030812740326]"
326,1304,Only old white men  Seems like a rather racist statement.,0.7,neutral,,none,,contradiction,"[0.05060799419879913, -0.1804915964603424]"
327,885,I think if you are a gay Muslim or a Jewish teacher trying to teach Muslim kids in the public school system you might be quite affected.,0.7,bias,"muslims,jews",religion,prejudice against muslims and jews,contradiction,"[-0.07869791984558105, -0.1449633687734604]"
328,3133,Right. Thousands cheered when Trump called Mexicans drug dealers and rapists they also cheered when he called for banning Muslims from this country and having mosques placed under surveillance. That is nativism.,0.573333333,bias,"mexicans,muslims","race,religion",prejudice against mexican and muslims,contradiction,"[0.06938426196575165, -0.0970349833369255]"
329,317,If they werent Muslim there wouldnt be anything said Whats going on in Our country? We have a whole bunch of socialists trying to destroy our way of life and take every chance they can to do it,0.8,bias,muslims,religion,prejudice towards muslims,entailment,"[-0.13932260870933533, -0.10892250388860703]"
330,3855,With the United States and not with Hussein Obama and his LGBT Tranny Troopers,0.5,bias,lgbtq,lgbtq,prejudice against lgbtq,contradiction,"[-0.026740025728940964, -0.036342330276966095]"
331,1822,These sort of incidents are just heartbreaking. I suspect that if we had a functioning criminal justice system these white supremacist derriere chapeaux would have long ago found themselves in prison instead of cruising our roadways instigating trouble.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.016038892790675163, 0.204713836312294]"
332,1634,How to defeat racism? Write an article about how bad white people are   Oh yes you are building bridges.,0.55,bias,whites,race,prejudice against whites,entailment,"[0.0007930080755613744, 0.01852043718099594]"
333,3770,The original genocide in North America between whites and Natives was the extermination of several of the original white settlements by natives. Seems they didnt have room for a few hundred whites and had to slaughter them all.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.2213171422481537, -0.1824239045381546]"
334,2864,He was an excellent marksman. Was he Muslim? I hope otherwise we cannot blame them.,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[0.009411802515387535, -0.17310559749603271]"
335,2500,The US is in shambles thanks to all the trash the Liberals let in.,0.5,bias,liberals,political,prejudice against liberals,contradiction,"[-0.014143777079880238, -0.05072275921702385]"
336,1864,Hopefully this museum makes us talk to each other he said. And more importantly listen to each other. And most importantly see each other.  What will it do to prevent blacks killing blacks?,0.6,bias,blacks,race,prejudice against blacks,contradiction,"[-0.18195557594299316, -0.23950667679309845]"
337,1826,This is from memory but I remember reading several months ago that the EU leadership expressly acknowledged that the Article 50 notice could be revoked at any time and that they would welcome such a development. It might even have been a GM article. You do have a good point about the potential for EU strongarming which would be great. Half the UK deserves to have buckets of raw sewage poured down their gibbering white trash gullets after all.,0.5,bias,whites,race,prejudice against whites,contradiction,"[0.32403627038002014, -0.09892334789037704]"
338,193,Every one of these hate hoaxes since the election have been staged by Jews themselves,0.8,bias,jews,religion,prejudice against jews,contradiction,"[0.03672447055578232, -0.18726082146167755]"
339,1582,Errrr thats entirely the point Brady.  When a black person is implicated in these articles the commentariat the ignorant white male commentariat that is goes nuts like oooooo SEEEEEEE? Black people are always violent But when its a white guy there are just...crickets. I say time to start profiling white people based on this and other stories. Turnabouts fair play after all.,0.590909091,bias,whites,race,prejudice against whites,entailment,"[-0.062224000692367554, -0.020922118797898293]"
340,3264,Again its a made up word by the white supremacists. And has no known group. Words have meanings.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.037612248212099075, 0.1503254473209381]"
341,2689,Mexican and Muslim terrorists.  Get it straight.,0.835820896,bias,"mexicans,muslims","race,religion",prejudice against mexicans and muslims,entailment,"[0.0032385741360485554, 0.06620213389396667]"
342,2282,Real news. Hate it when black clad fascists interfere with free speech  URL ,0.285714286,bias,blacks,race,prejudice against blacks,entailment,"[-0.2688373625278473, -0.0913575142621994]"
343,568,Why is the DP SOOO careful to not label him the Vegas murderer the Aurora theater shooter the Chartlottesville murderer the OKC bomber the Unibomber and Columbine murderers etc. what they really are  allAmerican home grown white boy terrorists.  Is the DP trying to tell us that white guys are genetically incapable of being terrorists or is there another agenda at work?,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.08712566643953323, 0.03742552176117897]"
344,2286,All these white supremacists would be in for a great surprise if they all took a DNA test and find out that a lot of them have African blood. Even this Fuentes guy. Bet he has Latino roots. What a bunch of idiots with shallow warped minds.,0.5,bias,whites,race,prejudice against whites,contradiction,"[0.24174706637859344, -0.23360666632652283]"
345,2876,A good priest gets excommunicated for saying women should be priests but bishops who enable pedophile priests get a wrist slap.  How pathetic is that?,0.281690141,neutral,,none,,entailment,"[-0.1312006711959839, 0.053330354392528534]"
346,4173,The typical delusion of the stupid and blind ideologues of the Trump mentality. Without government spending nothing in this nation would be functioning. You believe you are some Aryan super being devoid of any responsibility for any part of society except your own selfish interests. The NaziFascistWhite Supremacist ideology devoid of any humanity or conscience. Crawl back into your bunker you evil bastard.,0.28125,neutral,,none,,entailment,"[-0.10824912041425705, -0.05362112075090408]"
347,3274,It proves that again Christian and Muslim come from the same root they basically act in the same way when getting angry.,0.6,bias,christians,religion,prejudice against christians,entailment,"[0.08101518452167511, 0.08244235813617706]"
348,2712,Anyone with half a brain doesnt want to hear your putrid blathering not just black people.,0.569230769,neutral,,none,,entailment,"[-0.06474463641643524, 0.024031687527894974]"
349,226,No doubt this crowd of pious Christian hypocrites will attend church services today. If the preacher preaches a sermon on Jesus words about That which you do unto the least of my brethren you also do unto Me. they will come with sharpened lances to inflicting more wounds on is body as it hangs on the cross. Decent Americans should recoil in anger at the actions of this bunch of Pharisees.,0.6,bias,christians,religion,prejudice against christians,entailment,"[-0.031607504934072495, 0.05025174096226692]"
350,944,After Hillary wins this sort of nonsense wont be tolerated. Those arrogant white men will go to jail or maybe to one of the FEMA work and reeducation camps.,0.529411765,bias,whites,race,prejudice against whites,contradiction,"[0.13882744312286377, -0.039679840207099915]"
351,2139,At least they did not shoot him......oh ..yes he is white.,0.5,bias,whites,race,prejudice towards whites,entailment,"[-0.024661904200911522, -0.010625164024531841]"
352,1462,hey ignorant one there is NO SUCH THING as transgendered... no phenomenon ITS A MENTAL CONDITION  and it is clearly not science,0.528571429,bias,transgenders,lgbtq,prejudice against transgenders,entailment,"[-0.03631080687046051, 0.18909847736358643]"
353,2174,Even in life we noMuslims have no peace with in the incessant demands from Muslims.   If you find Canada so unpleasant then the sensible solution is to ....  Do the Chinese want their own cemetery? Why are Muslims so unique.,0.5,bias,"chinese,muslims","race,religion",prejudice against chinese and muslims,entailment,"[-0.04638941213488579, 0.11281827837228775]"
354,313,Its not their land. So nothing to take from them. In the late 1940s the stupid Arabs went to war with the Jews and lost badly ending up with little or nothing. The stupid Arabs should have taken the UNs offer of a Palestinian state next to a Jewish state. Boy were they dumb and still are. I guess they learned it from their Arab masters who represented them at the time.,0.629032258,bias,arabs,race,prejudice against arabs,entailment,"[-0.19868619740009308, -0.04434623941779137]"
355,888,Thank you for acknowledging that Muslims are the problem.,0.8,bias,muslims,religion,prejudice against muslims,contradiction,"[0.05492513254284859, -0.03283753991127014]"
356,3559,But boy those black guys can they ever run and play basketball...,0.5,bias,blacks,race,prejudice against blacks,entailment,"[-0.032768819481134415, 0.04284359887242317]"
357,2831,If a black student made a joke about a holocaust victim or something jewish no one would be commenting here  that student would be gone.,0.6,bias,blacks,race,prejudice against blacks,contradiction,"[-0.10759396851062775, -0.27296367287635803]"
358,3574,run your rants past a wife boyfriend cousin software soiled sock puppet islamic cleric rabbi etc etc whatever before you waste our time reading that garbage sir or madam....,0.253333333,neutral,,none,,entailment,"[0.05344836413860321, 0.10217312723398209]"
359,4189,The tide is turning with every immigrant and refugee who comes here .Muslims  Asians Chinese Africans  will soon enough be the majority. They have no sense of responsibility to be in perpetual guilt to natives who when given every advantage humanly possible to better themselves voluntarily live in squalor  and  actually evade practical education.   Natives will be begging for white man to protect them.,0.8,bias,"muslims,asians,chinese,africans","religion,race",prejudice against religion and races,entailment,"[-0.07910516113042831, 0.0346798337996006]"
360,947,Oh yeah tell us all about it.  You sure love the constitution laws and rights if you are white.   Please follow them or proceed to jail. Thanks. Except when your name is alt white Arpacio.,0.5,bias,whites,race,prejudice towards whites,contradiction,"[-0.010789546184241772, -0.10510034114122391]"
361,3155,Slavery killed a lot more Africans than Nazism did Jews.  How did you calculate this?,0.5,bias,"africans,jews","race,religion",prejudice towards africans and jews,entailment,"[-0.15854302048683167, 0.03510323166847229]"
362,1557,Whos we?  The USA is a racist regime that only invades nonwhite countries.,0.546875,bias,americans,race,prejudice against americans,contradiction,"[0.044803161174058914, -0.13229645788669586]"
363,2086,Yes because Gibbons knew that Pillar was going to be quick pitched and strike out and that he would be angry and then would call the pitcher a faggot because he knows so well that Pillar does this all the time in the locker room and the dugout. Go away. What a pithy comment. This has nothing to do with Gibbons.,0.5,neutral,,none,,contradiction,"[0.0755605697631836, -0.025936413556337357]"
364,363,Show me any Imam that says homosexuals women and Atheists are equal to Muslim men...and Ill show you an Imam with a Fatwa on him...,0.8,bias,"muslims,homosexuals,women,atheists","religion,lgbtq,gender","prejudice against muslims,homosexuals,women,atheists",contradiction,"[0.17366927862167358, 0.11042111366987228]"
365,3572,He should get himself a Japanese concubine There are for sale.,0.5,bias,japanese,race,prejudice towards japanese,entailment,"[-0.14204533398151398, 0.13665936887264252]"
366,13,Are you talking about that white guy who ran over people and killed a woman with his car? The one that the Chump doesnt know is a terrorist? Why dont you do him a favor and send him your dictionary.,0.289473684,neutral,,none,,entailment,"[-0.1100052073597908, 0.016788411885499954]"
367,4259,Not even Muslims want Muslims in their country.  Why should we?  They are all  as President Trump would say  losers.,0.621212121,bias,muslims,religion,prejudice against muslims,entailment,"[0.04925017058849335, 0.14122673869132996]"
368,1614,And we have todays WINNAH for the most idiotic post of the day  Quite an accomplishment in that we have at least two Bambibrained white animal rights weeblewobbles proclaiming their maudlin stupidity on this thread.  Tell you what RRresearch the term apples and oranges and get back to us...,0.272727273,neutral,,none,,entailment,"[-0.08386898040771484, 0.07694961130619049]"
369,2983,You are another who reads the gospel as saying Love your neighbor as yourself unless your neighbor is gay. That neighbor you shpuld loathe and reject.,0.535211268,bias,gays,lgbtq,prejudice against gays,contradiction,"[0.059519071131944656, -0.0020426358096301556]"
370,3533,Xenophobia?   Were not afraid of the Chinese we are not afraid of the Japanese were not afraid of the Romanians were not afraid of the Pomeranians were not afraid of the Irish English German or Africans. Were afraid of fundamentalist Muslims.,0.5,bias,"chinese,muslims","race,religion",prejudice against chinese and muslims,entailment,"[-0.1400398463010788, -0.08012805879116058]"
371,573,That applies to black drug dealers who shoot each other  too.,0.5,bias,blacks,race,prejudice against blacks,entailment,"[0.02364453859627247, 0.05737375468015671]"
372,2704,I wonder what would happen if someone started a whites only tournament...,0.285714286,neutral,,none,,contradiction,"[0.008821985684335232, -0.21893928945064545]"
373,2571,White marchers this?  White marchers that.   Reuters calls Nazis white supremacists xenophobes bigoted racists and white nationalists  ...white marchers?,0.6125,bias,whites,race,prejudice against whitess,contradiction,"[0.14053145051002502, -0.1669829785823822]"
374,1020,No Trump or anyone elses agenda just facts. Accept the truth. If this attacker is not Muslim then thats a rarity. This is from a UK publication:  Security has been tightened at railway stations and airports because of Islamist threats to target transport hubs.  A French security report revealed by local media this weekend warned that jihadists may try to attack or derail trains.  Acid and corrosive products are increasingly being used as weapons in European countries including Britain. There were more than 450 acid attacks in London last year.,0.833333333,bias,muslims,religion,prejudice against muslims,contradiction,"[0.11418266594409943, -0.05641753599047661]"
375,2460,Canada is an embarrassment.,0.7,bias,canadians,race,prejudice against canadians,contradiction,"[0.03526813164353371, -0.1201777532696724]"
376,4154,OMG are you serious? Focus on the Family Oregon Citizens Alliance Christian Coalition Moral Majority Eagle Forum and any number of other Evangelical Christian political organizations have been at war against the LGBTQ community for over 30 years. Wow. Its scary that you appear to have zero awareness of the hatefueled history of Evangelical political activism of.,0.5,bias,christians,religion,prejudice against christians,contradiction,"[-0.0873602107167244, -0.1325235515832901]"
377,2533,Funny you dont seem like a rogue Catholic to me.  The church is filled with men who hate feminists and minorities and love BLOTUS.,0.7,bias,christian,religion,prejudice against christians,contradiction,"[0.28066298365592957, 0.07926370203495026]"
378,3345,The 2nd and 3rd generation Japanese are just as mean cruel and evil.,0.7,bias,japanese,race,prejudice against japanese,entailment,"[0.000979989767074585, 0.24765212833881378]"
