,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
326,You too huh What is it about entitled Muslim hating angry crackers that EVERYTHING in their pathetic lives revolves around oppression by Muslims and the left?  Its clear youre suffering white entitlement and need bad guys to blame for your own serious deficiencies  Take your bias insincere outrage bogus sources and ignorance to a KKK meeting where it belongs,0.5,bias,whites,race,prejudice against whites,contradiction,"[0.5515563488006592, -1.1536610126495361, 0.41550567746162415]"
2931,The robot censor seems disinclined to accept some harsh truths but lets try again:  Why is it that despite 70 of serial killers and 8090 of child molesters and massshooters being white most white Americans are fixated on BLACK crime?  Perhaps its related to a longperpetuated doublestandard that when black or brown or Muslim criminals commit crimes its held up as a reflection on their entire communities whereas when white criminals do so its only a reflection on said criminals themselves.  And that in turn seems predicated on a widely held and nearly as frequently denied assumption that was first voiced by satan when his Creator demanded he explain why he refused to make humble himself before Adam as he was commanded: Anna khairum minhumIm BETTER than him. Quran SuratulAraf Ayaa 1112,0.8,neutral,,none,,contradiction,"[3.862952947616577, -3.1531763076782227, -0.5699265003204346]"
1720,Thats right Lindy.  We need to lift the ban on people bringing kids that were not born here to Alaska.  Obviously if he is a criminal he is Alaskan because we all know that most Alaskan males are criminal misogynists.,0.6,bias,alaskans,race,prejudice against alaskans,neutral,"[-1.3859975337982178, -0.4629145562648773, 1.4371012449264526]"
2044,I know there are good Muslims but when the Koran is a book of murder rape and slavery I cannot call that a religeon.The chances of bring muslim in you country and having an overwhelming amount of rapists and thieves is too high to accept that as acceptable imigration.Call me racist but the data shows it. I am so happy Spain killed most of the terrorist to save the court time for the only value of making them heroes in the ISIS Muslim murdering ways,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-0.9955959320068359, -0.9834882020950317, 1.5307844877243042]"
842,Ah more Catholics who read Matthew 22:39 as And the second is like it: Love your neighbor as yourself unless the neighbor is gay or transgendered. Those people you should loathe. And they have the chutzpah to claim that theirs is a Christian attitude.,0.5,bias,"gays,transgenders",lgbtq,prejudice against gays and transgenders,contradiction,"[0.6693435311317444, -1.0498849153518677, 0.2213507890701294]"
2897,Black cop kills black criminal in Milwaukee. Whats the response of the black community? Burn the town down and all the while specifically target innocent white people. Yeah Im definitely now going to get behind BLM.,0.671052632,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.664178490638733, 0.3564806282520294, 0.9280422925949097]"
1266,There are bad people in ALL religions look at this weeks arrest of a longtime teacher child  molester at a Bellevue WA Christian school the Warren Jeffs who have sex with 1112 year old wives in the name of religion and the multitude of Catholic priests who molest and rape boys.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.5722166299819946, -0.4686424434185028, 1.6493436098098755]"
1939,Pretty efficient at stopping those redneck white guy terrorists a good thing homegrown islamist terrorists not so much.,0.558823529,bias,"whites,muslims","race,religion",prejudice against whites and muslims,neutral,"[-0.7307611703872681, -0.6671362519264221, 1.0334340333938599]"
1331,Wow.  After reading all these Canadians defending Le Pen Im sure glad Im not Jewish.  Apparently she is just wonderful and can do no wrong.  Things are getting very scary around here.,0.6,neutral,,none,,contradiction,"[3.0745179653167725, -2.5527219772338867, -0.5029003620147705]"
1450,MRichards  Evidence? You want evidence? ..... Obviously you know nothing of what is happening in the USA and the illegal Mexicans hiding and dealing in drugs as part of the Mexican drug cartels distribution networks.   All the Mexican illegals arent drug runners... some are fleeing from getting killed by drug lords some are pimps and some are criminals escaping Mexican justice.... and some I assume are good people but most are bad people.... believe it   p.s. Mexico is a narcostate ....,0.690140845,bias,mexicans,race,prejudice against mexicans,neutral,"[0.768770158290863, -2.165383815765381, 1.0301742553710938]"
3377,We know your antisemitic white supremacist punctuation rules deplorable racist.,0.525,bias,whites,race,prejudice against whites,neutral,"[-2.308481216430664, 0.18516002595424652, 1.7449902296066284]"
203,Which speech did he condemn white supremacists and nazis?,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.5462155938148499, 0.1827005296945572, 0.1124228686094284]"
1469,Bill Cosby is innocent. The women are liars. Men need more rights. Women will say anything to get their way.,0.5,bias,women,gender,prejudice against women,neutral,"[-1.3562947511672974, -0.23288507759571075, 1.1626745462417603]"
2721,People dont burn other people alive You need to acquaint yourself with autos da fe in Middle Ages Europe. Christians did precisely that to women accused of witchcraft Jews who refused to convert Christians who were accused of heresy that is they held beliefs the authorities didnt approve of and others. After some Jews rejected Martin Luthers protestant Christianity as not being their cup of tea Martin Luther suggested locking Jews in synagogues and setting the synagogues on fire. If thats too ancient for you only 30 years ago Christians were raping and slaughtering Muslims in the former country of Yugoslavia. Last year Jews living in the West Bank burned down Arabs houses and mosques and in at least one house the occupants were in it. Terrorists are brutal. A lot of terrorists are Muslim. That does NOT make all Muslims dogs. If a man from Arvada gets angry at his exwife and burns down her home with her in it are all Arvadans to be considered dogs?,0.833333333,bias,"christians,muslims",religion,prejudice against christians and muslims,neutral,"[-0.3636041581630707, -1.0329891443252563, 1.0671892166137695]"
3372,Black Lives Matter is a joke. Where are they when black people kill other black people?,0.7,bias,blacks,race,prejudice against blacks,neutral,"[-1.7862049341201782, 0.40134862065315247, 0.947115957736969]"
2032,Florence is to gay males what Yachats is to lesbians.  Surely you know that.,0.5625,neutral,,none,,contradiction,"[2.3014779090881348, -2.6249570846557617, 0.19770507514476776]"
1304,Only old white men  Seems like a rather racist statement.,0.7,neutral,,none,,contradiction,"[4.964687824249268, -2.8502891063690186, -1.9601365327835083]"
885,I think if you are a gay Muslim or a Jewish teacher trying to teach Muslim kids in the public school system you might be quite affected.,0.7,bias,"muslims,jews",religion,prejudice against muslims and jews,neutral,"[-0.910069465637207, -0.8774890303611755, 1.3921120166778564]"
3133,Right. Thousands cheered when Trump called Mexicans drug dealers and rapists they also cheered when he called for banning Muslims from this country and having mosques placed under surveillance. That is nativism.,0.573333333,bias,"mexicans,muslims","race,religion",prejudice against mexican and muslims,neutral,"[-2.3880090713500977, 0.9059581160545349, 1.1318159103393555]"
317,If they werent Muslim there wouldnt be anything said Whats going on in Our country? We have a whole bunch of socialists trying to destroy our way of life and take every chance they can to do it,0.8,bias,muslims,religion,prejudice towards muslims,neutral,"[-0.9822927713394165, -0.10906890779733658, 0.7469184398651123]"
3855,With the United States and not with Hussein Obama and his LGBT Tranny Troopers,0.5,bias,lgbtq,lgbtq,prejudice against lgbtq,neutral,"[-1.3400293588638306, -0.5745821595191956, 1.4907954931259155]"
1822,These sort of incidents are just heartbreaking. I suspect that if we had a functioning criminal justice system these white supremacist derriere chapeaux would have long ago found themselves in prison instead of cruising our roadways instigating trouble.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.8086440563201904, 0.34597164392471313, 1.0990127325057983]"
1634,How to defeat racism? Write an article about how bad white people are   Oh yes you are building bridges.,0.55,bias,whites,race,prejudice against whites,entailment,"[-0.6531383991241455, 0.47334757447242737, -0.09341046214103699]"
3770,The original genocide in North America between whites and Natives was the extermination of several of the original white settlements by natives. Seems they didnt have room for a few hundred whites and had to slaughter them all.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.8701817989349365, 1.959520697593689, -0.7016167640686035]"
2864,He was an excellent marksman. Was he Muslim? I hope otherwise we cannot blame them.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-0.513511598110199, -1.0071079730987549, 1.1730320453643799]"
2500,The US is in shambles thanks to all the trash the Liberals let in.,0.5,bias,liberals,political,prejudice against liberals,neutral,"[-0.7520682215690613, -0.7577002644538879, 1.1931649446487427]"
1864,Hopefully this museum makes us talk to each other he said. And more importantly listen to each other. And most importantly see each other.  What will it do to prevent blacks killing blacks?,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-0.9502938389778137, -0.6571199893951416, 1.217920184135437]"
1826,This is from memory but I remember reading several months ago that the EU leadership expressly acknowledged that the Article 50 notice could be revoked at any time and that they would welcome such a development. It might even have been a GM article. You do have a good point about the potential for EU strongarming which would be great. Half the UK deserves to have buckets of raw sewage poured down their gibbering white trash gullets after all.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.1660375595092773, -1.4255200624465942, 2.146430253982544]"
193,Every one of these hate hoaxes since the election have been staged by Jews themselves,0.8,bias,jews,religion,prejudice against jews,neutral,"[-0.9557318687438965, -0.04630816727876663, 0.6484782099723816]"
1582,Errrr thats entirely the point Brady.  When a black person is implicated in these articles the commentariat the ignorant white male commentariat that is goes nuts like oooooo SEEEEEEE? Black people are always violent But when its a white guy there are just...crickets. I say time to start profiling white people based on this and other stories. Turnabouts fair play after all.,0.590909091,bias,whites,race,prejudice against whites,neutral,"[-1.0569887161254883, 0.10100364685058594, 0.5910234451293945]"
3264,Again its a made up word by the white supremacists. And has no known group. Words have meanings.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.3891167640686035, -0.704500138759613, 1.6824443340301514]"
2689,Mexican and Muslim terrorists.  Get it straight.,0.835820896,bias,"mexicans,muslims","race,religion",prejudice against mexicans and muslims,neutral,"[-0.5823268294334412, -0.18628714978694916, 0.5020296573638916]"
2282,Real news. Hate it when black clad fascists interfere with free speech  URL ,0.285714286,bias,blacks,race,prejudice against blacks,neutral,"[-1.5064808130264282, -0.6219668388366699, 1.7442526817321777]"
568,Why is the DP SOOO careful to not label him the Vegas murderer the Aurora theater shooter the Chartlottesville murderer the OKC bomber the Unibomber and Columbine murderers etc. what they really are  allAmerican home grown white boy terrorists.  Is the DP trying to tell us that white guys are genetically incapable of being terrorists or is there another agenda at work?,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.8321573734283447, -0.9697875380516052, 2.3773088455200195]"
2286,All these white supremacists would be in for a great surprise if they all took a DNA test and find out that a lot of them have African blood. Even this Fuentes guy. Bet he has Latino roots. What a bunch of idiots with shallow warped minds.,0.5,bias,whites,race,prejudice against whites,neutral,"[-0.39016345143318176, -0.9141792058944702, 0.9409912824630737]"
2876,A good priest gets excommunicated for saying women should be priests but bishops who enable pedophile priests get a wrist slap.  How pathetic is that?,0.281690141,neutral,,none,,contradiction,"[3.7565908432006836, -2.6292877197265625, -0.9092033505439758]"
4173,The typical delusion of the stupid and blind ideologues of the Trump mentality. Without government spending nothing in this nation would be functioning. You believe you are some Aryan super being devoid of any responsibility for any part of society except your own selfish interests. The NaziFascistWhite Supremacist ideology devoid of any humanity or conscience. Crawl back into your bunker you evil bastard.,0.28125,neutral,,none,,contradiction,"[4.017172813415527, -2.7140369415283203, -1.151900291442871]"
3274,It proves that again Christian and Muslim come from the same root they basically act in the same way when getting angry.,0.6,bias,christians,religion,prejudice against christians,neutral,"[-1.2249799966812134, -0.8540695309638977, 1.7140880823135376]"
2712,Anyone with half a brain doesnt want to hear your putrid blathering not just black people.,0.569230769,neutral,,none,,contradiction,"[2.601299524307251, -2.0627779960632324, -0.6036857962608337]"
226,No doubt this crowd of pious Christian hypocrites will attend church services today. If the preacher preaches a sermon on Jesus words about That which you do unto the least of my brethren you also do unto Me. they will come with sharpened lances to inflicting more wounds on is body as it hangs on the cross. Decent Americans should recoil in anger at the actions of this bunch of Pharisees.,0.6,bias,christians,religion,prejudice against christians,neutral,"[-1.5381993055343628, -0.5474846363067627, 1.654407024383545]"
944,After Hillary wins this sort of nonsense wont be tolerated. Those arrogant white men will go to jail or maybe to one of the FEMA work and reeducation camps.,0.529411765,bias,whites,race,prejudice against whites,neutral,"[-1.9776238203048706, -0.5729815363883972, 2.1551640033721924]"
2139,At least they did not shoot him......oh ..yes he is white.,0.5,bias,whites,race,prejudice towards whites,neutral,"[-0.31214678287506104, -1.4359649419784546, 1.3040428161621094]"
1462,hey ignorant one there is NO SUCH THING as transgendered... no phenomenon ITS A MENTAL CONDITION  and it is clearly not science,0.528571429,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.7393462657928467, 0.5631958842277527, 0.7075225114822388]"
2174,Even in life we noMuslims have no peace with in the incessant demands from Muslims.   If you find Canada so unpleasant then the sensible solution is to ....  Do the Chinese want their own cemetery? Why are Muslims so unique.,0.5,bias,"chinese,muslims","race,religion",prejudice against chinese and muslims,neutral,"[-1.4629979133605957, -0.18541082739830017, 1.284089207649231]"
313,Its not their land. So nothing to take from them. In the late 1940s the stupid Arabs went to war with the Jews and lost badly ending up with little or nothing. The stupid Arabs should have taken the UNs offer of a Palestinian state next to a Jewish state. Boy were they dumb and still are. I guess they learned it from their Arab masters who represented them at the time.,0.629032258,bias,arabs,race,prejudice against arabs,neutral,"[-1.2161120176315308, -1.3568696975708008, 2.065192461013794]"
888,Thank you for acknowledging that Muslims are the problem.,0.8,bias,muslims,religion,prejudice against muslims,contradiction,"[0.6669082641601562, -1.4090981483459473, 0.5822998285293579]"
3559,But boy those black guys can they ever run and play basketball...,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-0.7570738792419434, -0.44432008266448975, 0.8968293070793152]"
2831,If a black student made a joke about a holocaust victim or something jewish no one would be commenting here  that student would be gone.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.4131873846054077, -0.1019282266497612, 1.1555618047714233]"
3574,run your rants past a wife boyfriend cousin software soiled sock puppet islamic cleric rabbi etc etc whatever before you waste our time reading that garbage sir or madam....,0.253333333,neutral,,none,,contradiction,"[3.3660738468170166, -2.8217287063598633, -0.5165864825248718]"
4189,The tide is turning with every immigrant and refugee who comes here .Muslims  Asians Chinese Africans  will soon enough be the majority. They have no sense of responsibility to be in perpetual guilt to natives who when given every advantage humanly possible to better themselves voluntarily live in squalor  and  actually evade practical education.   Natives will be begging for white man to protect them.,0.8,bias,"muslims,asians,chinese,africans","religion,race",prejudice against religion and races,neutral,"[-0.6313199996948242, -1.0336329936981201, 1.3016793727874756]"
947,Oh yeah tell us all about it.  You sure love the constitution laws and rights if you are white.   Please follow them or proceed to jail. Thanks. Except when your name is alt white Arpacio.,0.5,bias,whites,race,prejudice towards whites,neutral,"[0.3872234523296356, -1.5483204126358032, 0.8934086561203003]"
3155,Slavery killed a lot more Africans than Nazism did Jews.  How did you calculate this?,0.5,bias,"africans,jews","race,religion",prejudice towards africans and jews,neutral,"[-1.5480868816375732, 0.30118119716644287, 0.8909344673156738]"
1557,Whos we?  The USA is a racist regime that only invades nonwhite countries.,0.546875,bias,americans,race,prejudice against americans,entailment,"[-2.072641611099243, 1.093468427658081, 0.5109198093414307]"
2086,Yes because Gibbons knew that Pillar was going to be quick pitched and strike out and that he would be angry and then would call the pitcher a faggot because he knows so well that Pillar does this all the time in the locker room and the dugout. Go away. What a pithy comment. This has nothing to do with Gibbons.,0.5,neutral,,none,,contradiction,"[3.3809049129486084, -2.231334924697876, -1.0140498876571655]"
363,Show me any Imam that says homosexuals women and Atheists are equal to Muslim men...and Ill show you an Imam with a Fatwa on him...,0.8,bias,"muslims,homosexuals,women,atheists","religion,lgbtq,gender","prejudice against muslims,homosexuals,women,atheists",entailment,"[-0.815592885017395, 0.5772177577018738, -0.05006643757224083]"
3572,He should get himself a Japanese concubine There are for sale.,0.5,bias,japanese,race,prejudice towards japanese,contradiction,"[2.6287806034088135, -2.3595128059387207, -0.2901497781276703]"
13,Are you talking about that white guy who ran over people and killed a woman with his car? The one that the Chump doesnt know is a terrorist? Why dont you do him a favor and send him your dictionary.,0.289473684,neutral,,none,,contradiction,"[3.890153646469116, -2.7418301105499268, -1.0215193033218384]"
4259,Not even Muslims want Muslims in their country.  Why should we?  They are all  as President Trump would say  losers.,0.621212121,bias,muslims,religion,prejudice against muslims,entailment,"[-2.962768077850342, 1.241958498954773, 1.202866554260254]"
1614,And we have todays WINNAH for the most idiotic post of the day  Quite an accomplishment in that we have at least two Bambibrained white animal rights weeblewobbles proclaiming their maudlin stupidity on this thread.  Tell you what RRresearch the term apples and oranges and get back to us...,0.272727273,neutral,,none,,contradiction,"[4.758874416351318, -3.0604610443115234, -1.4921637773513794]"
2983,You are another who reads the gospel as saying Love your neighbor as yourself unless your neighbor is gay. That neighbor you shpuld loathe and reject.,0.535211268,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.851063072681427, -0.4074675142765045, 0.9033713936805725]"
3533,Xenophobia?   Were not afraid of the Chinese we are not afraid of the Japanese were not afraid of the Romanians were not afraid of the Pomeranians were not afraid of the Irish English German or Africans. Were afraid of fundamentalist Muslims.,0.5,bias,"chinese,muslims","race,religion",prejudice against chinese and muslims,entailment,"[-1.3503224849700928, 0.7916929125785828, 0.1712740808725357]"
573,That applies to black drug dealers who shoot each other  too.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-1.277246356010437, -0.3948211073875427, 1.3250596523284912]"
2704,I wonder what would happen if someone started a whites only tournament...,0.285714286,neutral,,none,,contradiction,"[3.877073287963867, -2.465113639831543, -1.227294921875]"
2571,White marchers this?  White marchers that.   Reuters calls Nazis white supremacists xenophobes bigoted racists and white nationalists  ...white marchers?,0.6125,bias,whites,race,prejudice against whitess,neutral,"[-1.3484219312667847, -0.49979159235954285, 1.506204605102539]"
1020,No Trump or anyone elses agenda just facts. Accept the truth. If this attacker is not Muslim then thats a rarity. This is from a UK publication:  Security has been tightened at railway stations and airports because of Islamist threats to target transport hubs.  A French security report revealed by local media this weekend warned that jihadists may try to attack or derail trains.  Acid and corrosive products are increasingly being used as weapons in European countries including Britain. There were more than 450 acid attacks in London last year.,0.833333333,bias,muslims,religion,prejudice against muslims,neutral,"[-1.6087008714675903, -0.9133334159851074, 2.0659656524658203]"
2460,Canada is an embarrassment.,0.7,bias,canadians,race,prejudice against canadians,neutral,"[-2.151437282562256, -0.5892981886863708, 2.39754581451416]"
4154,OMG are you serious? Focus on the Family Oregon Citizens Alliance Christian Coalition Moral Majority Eagle Forum and any number of other Evangelical Christian political organizations have been at war against the LGBTQ community for over 30 years. Wow. Its scary that you appear to have zero awareness of the hatefueled history of Evangelical political activism of.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.573441982269287, -0.22615478932857513, 1.469264030456543]"
2533,Funny you dont seem like a rogue Catholic to me.  The church is filled with men who hate feminists and minorities and love BLOTUS.,0.7,bias,christian,religion,prejudice against christians,neutral,"[-0.822650134563446, -0.782355546951294, 1.2072166204452515]"
3345,The 2nd and 3rd generation Japanese are just as mean cruel and evil.,0.7,bias,japanese,race,prejudice against japanese,neutral,"[-2.314138412475586, 0.8558134436607361, 1.0566035509109497]"
2672,Bottom line is all religious extremist of all faiths Christian Jewish Muslim Hindu Buddahist and Skih produce nasty results.,0.7,neutral,,none,,contradiction,"[3.4277405738830566, -2.9374489784240723, -0.4333247244358063]"
3296,These woman are a scene on this Earth.  Full hypocrisy on display.  I hope they receive a backlash.,0.2875,bias,women,gender,prejudice against women,entailment,"[-2.397695302963257, 1.63027822971344, 0.16399380564689636]"
2422,A radicalized person giving the opinion on radicalized Muslims. Oh the irony.,0.8,neutral,,none,,contradiction,"[4.486972332000732, -2.6995317935943604, -1.554958701133728]"
1042,You have failed at your attempt to blame the white nan .. when a black officer shoots a white man... No one complains. A white officer shoots a thug... People go nuts.,0.5375,bias,"blacks,whites",race,prejudice against blacks and towards whites,neutral,"[-0.4862833619117737, -0.7253053188323975, 0.8941051363945007]"
1571,In transgender why do we assume the brain is right and the body is wrong?,0.7,bias,lgbtq,lgbtq,prejudice against lgbtqq,neutral,"[-1.453648328781128, 0.05391327664256096, 0.9976056218147278]"
3444,Detain them and at the first opportunity deport them back from where they came from.  EOS,0.5,neutral,,none,,contradiction,"[1.866380214691162, -1.8794701099395752, -0.07222431153059006]"
3105,Bunk.  There are plenty of blacks living the dream.  Legally.  And there are plenty of whites in poverty living legally.  Young black males need to pull their pants up buy a belt get a job and get their poo together.,0.55,bias,blacks,race,prejudice towards blacks,neutral,"[0.40620267391204834, -1.5782012939453125, 0.8590630292892456]"
1425,Filthy niggers.,0.878787879,bias,blacks,race,prejudice against blacks,entailment,"[-2.6858766078948975, 1.2932060956954956, 0.8806869983673096]"
2465,Black Irish is the term.,0.5,neutral,,none,,contradiction,"[2.8814806938171387, -2.719618797302246, -0.17353752255439758]"
3326,...we do allow our white domestic terrorists to walk around in public armed. Lets not discriminate here. We also allow Muslim terrorists to walk around and drive around armed. How else would they arrive at the location theyve chosen prepared for their murderous deeds?,0.636363636,bias,"whites,muslims","race,religion",prejudice against muslims and whites,neutral,"[0.23347046971321106, -1.509559154510498, 0.8864235281944275]"
3,The world would be at peace with out islam.,0.833333333,bias,muslims,religion,prejudice against islam,neutral,"[-0.7674915790557861, -0.16422156989574432, 0.6099093556404114]"
2489,Wait you think those guys have money? Part of their narrative is they can not find jobs because of all the illegals and blacks.,0.8,bias,blacks,race,prejudice against blacks,neutral,"[-1.4103386402130127, 0.05815805122256279, 1.0363553762435913]"
2350,Not once not at any time has any Muslim acknowledged that harm has been done by Muslims for Islam for the Koran for Allah or for Mohammad for their faith. . They will make all sorts of accusations  about all sort of hatred they must endure from  western leaders  and nations  but not once has a Muslim admitted  Islam is the inspiration or root of  the terrorism  that is the  scourge of the world.  That is what everybody in the west  in Europe  in America are waiting to hear.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.6876142024993896, -1.192022681236267, 2.502413749694824]"
1721,Agreed when I was younger we were taught to try to look past skin colour to look to the person inside that was the goal.  Now the progressives and university teachers are obsessed with it they scream about black this or white that 247  were going backwards.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-2.1696226596832275, 1.0838830471038818, 0.6106077432632446]"
3521,Do you still have to be a white person to move from California to Portland?,0.5,neutral,,none,,contradiction,"[3.4919774532318115, -2.5685696601867676, -0.8025979399681091]"
2639,THis only proves that the only bad people are white people. They are the scourge of earth and we would all be better off if white people were simply exterminated. There would be peace prosperity and justice for all people of colour and Muslims.,0.714285714,bias,whites,race,prejudiuce towards whites,neutral,"[-0.7403476238250732, -0.3229297995567322, 0.778540849685669]"
3809,No hes as raw a ever. Racist white meat dont cook well.,0.536231884,bias,whites,race,prejudice against whites,neutral,"[-1.994919776916504, 0.6153444051742554, 0.9706787467002869]"
3622,He praised the strike saying killing Islamic State fighters was a positive move.  Amen.,0.7,neutral,,none,,neutral,"[-0.16151808202266693, -1.4818650484085083, 1.315329670906067]"
1750,Obama campaigned on vilifying white people? How did I miss that?,0.5,bias,whites,race,prejudice against whites,entailment,"[-2.759932279586792, 2.1579794883728027, -0.10349389910697937]"
4187,Sure it would be incestuous so?  See if you argue that homosexual sodomy should not be repulsive then you cannot NOT argue that incest is not repulsive.    As the Ancient Greeks pederasty culture teaches us homosexual acts are a function of culture not innate attraction.  They are not genetic.  More homosexual men out of the closet will lead to more incidents of samesex sodomy acts and more people adopting a homosexual identity.,0.9,bias,homosexuals,lgbtq,prejudice against homosexuals,neutral,"[-1.1321543455123901, -0.7659299373626709, 1.51930570602417]"
3876,Rejected Muslim cemetery: Even in death we find no peace   Fake religion. Cremation works try that,0.5,bias,muslims,religion,prejudiced against muslims,entailment,"[-2.621711254119873, 1.517049789428711, 0.6172358393669128]"
1390,You answer your own question. Muslims are killing Muslims. Stop killing you own people and you do not need weapon from Canada.,0.557142857,bias,muslims,religion,prejudice against muslims,neutral,"[-1.3883955478668213, -0.12283418327569962, 1.1033557653427124]"
694,It all began when Billy Clinton attacked the Serbs for defending themselves against Muslim fanatics. He misidentified the enemy and funded and emboldened Osama Bin Laden.  Terrorists knew at that point that the USA was vulnerable because of their ignorance of world affairs and history.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-0.6661741733551025, -2.119473934173584, 2.4437108039855957]"
2324,Palestinians are dyedinthewool Jew haters. How dare the UN or anyone defend them in their ongoing attacks on innocent Israelis.,0.571428571,bias,palestinians,race,prejudice against palestines,entailment,"[-1.745965838432312, 1.1490674018859863, 0.07528701424598694]"
4222,Pick the angry old white guy says an angry old white guy.,0.513513514,bias,whites,race,prejudice against whites,neutral,"[-1.8813493251800537, -0.46480315923690796, 1.9320292472839355]"
2745,Whats wrong with the dark side? Are they never satisfied? Shes a Senator for Gods sake. Work for all people not only black. She is very racist.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-0.6765115857124329, -0.5540358424186707, 0.9016478657722473]"
765,And black bigotry emerges again.,0.8,bias,blacks,race,prejudice against blacks,entailment,"[-2.565760850906372, 2.112825393676758, -0.1653503030538559]"
1924,Unless you are gay.  Then not so much.  Not a good guy.,0.55,bias,gays,gender,,contradiction,"[3.6965014934539795, -2.3846073150634766, -1.1765040159225464]"
2542,Muslims chose our country We did not choose them If they do not like the way things are in Canada then go back to where you came from,0.538461538,bias,muslims,religion,prejudice against muslims,neutral,"[-0.8043058514595032, -0.941551685333252, 1.3408198356628418]"
1631,So hitting a woman with a golf ball is fine with you. Not surprising at for an alt right extremist who has no problem with a selfproclaimed puy grabber.,0.287878788,neutral,,none,,neutral,"[-0.15376880764961243, -0.8030973672866821, 0.6842254400253296]"
1207,okok very good. now when can we expect black folk to grow up? We are running out of ones that havent been given everything moved to the head of the line had their privilege to beat on other races both figuratively and literally.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.2202411890029907, -0.23536093533039093, 1.0906401872634888]"
200,The gay community is the most oppressive organization out there and your comment reflects that They allow NO DISSENT yet this country is built on it.,0.833333333,bias,gays,lgbtq,prejudice against gays,entailment,"[-2.2708513736724854, 1.4102365970611572, 0.31375861167907715]"
378,The worst human debris at Los Angeles downtown Ambulatory Clinic. All blacks.,0.8,bias,blacks,race,prejudice against blacks,neutral,"[-0.7710268497467041, -0.8975561857223511, 1.239673137664795]"
3892,What a load of crap  get over it already. You still dont have a clue      heard a story shame. create your own wealth through Black Monopoly Capital and less corruption from your fat cat Politicians who are stealing your future but you so blinded by your own prejudices that you cant see the wood for the trees  There ARE NO MORE  whites left for your pathetic story. There are now MORE black millionaires than white ones in South Africa. Go do your homework and stop playing the victim you are one of the PRIVILEGED BLACKS AND HAVE NO idea what you talking about. ,0.625,bias,blacks,race,prejudice against blacks,entailment,"[-1.9780657291412354, 1.3550978899002075, 0.10426991432905197]"
596,Id say that what the European experience really  shows us is that massive intake of muslims into a country is a bad idea.,0.571428571,bias,muslims,religion,prejudice against muslims,neutral,"[-1.5603047609329224, -0.2772323787212372, 1.4408726692199707]"
3730,His skanky Muslim girlfriend is behind this,0.514285714,bias,muslims,religion,prejudice against muslims,neutral,"[0.38493138551712036, -1.609723687171936, 1.0141054391860962]"
3395,Muslims have been slaughtering those the see as Infidels on a regular basis...,0.553846154,bias,muslims,religion,prejudice against muslims,neutral,"[-1.361181616783142, 0.19764989614486694, 0.8326374292373657]"
1592,Our Justice Minister goes to Africa to call white Canadians names. Let us muse about all the crimes Indians commit that they get no punishment for. Violence Abuse of Children and women Arson Corruption refusing to take responsibility. No white person gets to claim a hard life to get off with no repercussions. Oh ya and Indians constant name calling of white people and their children.,0.5,bias,whites,race,prejudice against whites,neutral,"[-2.0309293270111084, 0.0677771344780922, 1.586143970489502]"
3145,So you have a problem with white people you seem to think all Trump supporters are right wing extremestis? . Your generalizations are astounding.  Trump is making our country safe.    I think you are the racist.  You are kidding yourself if you think that all terrorists came here legally. The travel exec. order includes countries that have many other religions besides Muslim and it also is amazing that the MSM ignores the persecution of Christians  throughout the world.   Not all people that voted for Trump are right wing extremest,0.8,neutral,,none,,contradiction,"[3.4080398082733154, -2.836890697479248, -0.4674443006515503]"
4049,We will see women as popes  when Islamic men stop raping women playing tahharush killing gays forcing them to cover up not allowing them to drive stop performing genital mutilation etc. Jk we know neither will ever happen. Now run along and make my white self a sandwich honey,0.828571429,bias,muslims,religion,prejudice against muslims,neutral,"[-1.0027045011520386, -0.19647946953773499, 0.8544211983680725]"
3273,These Mexicans have more American spirit of working hard and caring for family than our lazy fat white manboys found in their mommas basements across this makeitgreatagain country Hire a Mexican and welcome home a new American,0.5,bias,"mexicans,whites,men","race,gender",prejudice against mexicans and white men,contradiction,"[1.6679655313491821, -1.835641860961914, 0.022013366222381592]"
