,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
3307,So we can add this legal immigrant to the Boston Bomber brothers and other similarly inclined murderers who were admitted as children and subsequently decided to destroy kill and maim others in their adopted home because of the peaceful doctrine of Islam.,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[-0.24235063791275024, 2.015012264251709, -1.2041800022125244]"
982,While those loser Puerto Ricans and Crucians bust our budget. Bigly.,0.575757576,neutral,,none,,contradiction,"[4.60876989364624, -0.5525160431861877, -3.5759646892547607]"
2016,If you bow down to a meteorite in the Arabian desert by sticking your behind in the air like a punk so you can honor an illiterate mass murdering pedophile who claimed to be the messenger of some obscure Arabian moon god.....you might be a Muslim,0.714285714,bias,muslims,religion,prejudice against muslims,contradiction,"[0.7273555397987366, 0.5988855361938477, -1.0359501838684082]"
325,Welcome to hell Sweden. It is only going to get worse. More rapes murders mugging robberies of non muslims. How do you like immigration now?,0.625,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8668645620346069, 1.8377137184143066, -0.17879033088684082]"
671,except if you are city white privilege trash. then you have to go to fred meyers.,0.640625,bias,whites,race,prejudice against whites,entailment,"[-0.8429386615753174, 0.7175626754760742, 0.20552358031272888]"
3434,Need a citation to a source that supports believing that nonwhites believe they are better than whites based on skin color.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.5443039536476135, 0.8943532109260559, 0.025305338203907013]"
4282,Bunk.  Obama got elected by black privilege and George Soros.,0.7,bias,blacks,race,prejudice against blacks,contradiction,"[1.4141371250152588, -0.31381282210350037, -1.0100927352905273]"
2591,Would Ontario intervening in this have anything to do with the fact that Ontarios premier is Gay ?,0.6,neutral,,none,,contradiction,"[4.739222049713135, -0.6407263278961182, -3.5131993293762207]"
2136,A bit like antigay Republicans secretly trolling for gay encounters ...,0.6,neutral,,none,,contradiction,"[5.615528583526611, -1.569779634475708, -3.5385289192199707]"
1673,And how is fellatio ANTIhomosexual? Looked at another way it means Trump is gay friendly.,0.5,bias,gays,lgbtq,prejudice against gays,contradiction,"[0.6021400094032288, 0.2950189411640167, -0.524730920791626]"
2573,What Canadians would that be...the gender bender 101 studentsMarxistfeminist coffee klatch clubslatte sipping hipsters....maybe next time get out and see what people that have to real low paying manuel labor think of your views. But by all means finish your javaand have a nice day,0.5,bias,canadians,race,prejudice against canadians,entailment,"[0.002916002180427313, 0.8728887438774109, -0.1126260831952095]"
1955,the lefty trolls are freaking out   so...........it wasnt me pocahontas  are you related to this so called human? I want to be black...MORON,0.534482759,neutral,,none,,contradiction,"[5.048189640045166, -1.362573266029358, -3.655261993408203]"
2175,Everyone who defends islam and muslims endorses crime. Endorsing crime IS a crime so those doing it are criminals.  Right in the Quran is: the permission to murder Jews and Christians Surah 9:29 to terrorize all nonMuslims   8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 and   the command to make war on all the infidels 9:123 and subjugate the entire world to Allah 9:33.  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  bTHEN ISLAM IS ILLEGALb  Rape slavery robbery extortion and murder are never OK  Everything muslims pretend to see as holy is already a crime  So nobody has a legal right to practice islam anywhere on earth,0.648648649,bias,muslims,religion,prejudice against muslims,entailment,"[-0.9741547107696533, 1.1827472448349, 0.33936890959739685]"
3242,The American people are by and large PIGS.  They need the stink of the systemic racism of this st nation rubbed under their noses at every opportunity.   And think about it we embrace this game where desperate men maim themselves for our enjoyment.  What a classy country.,0.592105263,bias,americans,race,prejudice against americans,entailment,"[-0.09172558784484863, 0.746495246887207, -0.009494109079241753]"
1072,If they werent gay this wouldnt even be a story. Because it happens all the time with straight people. WHY IS THIS ON THE FRONT PAGE? I feel like I live in Petticoat Junction. OMG Uncle Joe Theres LESBIANS in town Hide Betty Jo Bobby Jo and Little Jo Run fer yer lives,0.5,bias,gays,lgbtq,prejudice against lgbtq,entailment,"[-0.18274426460266113, 0.6438127160072327, -0.07675869762897491]"
2457,I would be carrying more than a large knife if people were shooting at my home and animals calling me a white nigger threatening to shoot me and showing up with a virtual lynch mob of ignorant people who are shouting and threatening to tape me up and send me out of town. The leaders of Akiak have led their people to commit illegal actions before and what would stop them if they told these people to harm this man? I understand that kind of harassment is legal and accepted in Alaskan native villages apparently but its not right on a human or a Christian level  which is apparently not their religion. Sooo he is  wearing a knife on his belt on a small farm in Alaska and that makes him a bad person? Hahaha. Thats beautiful.,0.7,neutral,,none,,contradiction,"[5.427982330322266, -1.8420435190200806, -3.4691834449768066]"
3745,You have the disgraceful temerity to draw a moral equivalence between the Holocaust and the Jewish recovery miracle and the Palestinian fourth generation UN titsucking Jewhating refugee bullshit story. Its exceedingly charitable to describe you as a libtard.,0.671428571,bias,liberals,political,prejudice against liberals,entailment,"[-1.160660743713379, 1.3196439743041992, 0.23602010309696198]"
2590,Radical muslims kill Christian minorities in their own countries of origin. Why would they want to integrate into a majority Christian even if non observant  civilization. ?,0.625,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8045286536216736, 1.4427521228790283, -0.005966911558061838]"
594,Harper and Kenney are ideologues.  Kenneys campaign style is divisive and hateful. His party has attacked women gays and minorities. But keep attacking the messenger.,0.5,neutral,,none,,contradiction,"[5.2757978439331055, -0.841546893119812, -3.9510011672973633]"
76,Black Lives Matter wait then what about Red White Yellow and Brown Lives? If blacks can say nigger in the white house then what the hell you doing taking my comments down? Get a pair nigga,0.787878788,bias,blacks,race,prejudice against blacks,neutral,"[-1.7656676769256592, 1.043594241142273, 1.2585093975067139]"
3754,What a bitter racist. Do you ever make a comment that does not have White Men in it. Sorry you were not born a White Man but you will just have to live with being Part White Man. Change your name to The Mighty Racist.,0.5375,neutral,,none,,contradiction,"[5.5752177238464355, -1.8569942712783813, -3.563927412033081]"
819,All over the world millions of Muslims are devoted to exterminating all the Jews. 100s of millions of Muslims want to implement Sharia law. 100s of millions of Muslims want to eliminate the infidels which is everyone that is not a follower of Islam. Why should Canadians trust Muslims?,0.528571429,bias,muslims,religion,prejudice against muslims,entailment,"[-1.1798932552337646, 1.630592703819275, 0.2519424557685852]"
600,Blacks have often poor eating and life style habits which leads to them having more health problem than other races. Is saying anything true but mentioning race nowadays racist ?,0.8,bias,blacks,race,prejudice against blacks,neutral,"[-1.9391264915466309, 0.8084163069725037, 1.7626781463623047]"
1746,What a horrible act of Islamophobia.,0.275862069,neutral,,none,,contradiction,"[5.838808536529541, -2.1783957481384277, -3.6391329765319824]"
4144,A region of the world where everyone is the enemy of everyone else. Both Iranians and the Saudis promote the most backward and intolerant forms of Islam that are the basis of terrorist ideologies around the world. A pit full of vipers.,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-1.5241971015930176, 1.4170126914978027, 0.6975307464599609]"
1085,A gay Indian is the Prime Minister of Ireland. Another Indian is the Prime Minister of Portugal. Next stop the UK,0.696969697,neutral,,none,,contradiction,"[3.0020225048065186, 1.4269204139709473, -4.009678363800049]"
2859,Its no more than burning and looting done by the same oppressed blacks.,0.7375,bias,blacks,race,prejudice against blacks,entailment,"[-1.4351258277893066, 1.6112771034240723, 0.5466828346252441]"
563,You fail to mention the religion they live by. Big difference. Just like the the Alaskan who went to Florida and killed on the airport. He had a Muslim influence that was suppressed by most media .. including ADN. American citizen ... yes. Muslim connection... proven,0.6,bias,muslims,religion,prejudice against muslism,entailment,"[-0.4966106712818146, 0.9856117367744446, -0.015527082607150078]"
2001,I call them uninformed bigots and islamophobes.  Its Rise Canada an antimuslim hate group.,0.55,neutral,,none,,contradiction,"[5.601277828216553, -1.647314190864563, -3.4577126502990723]"
3027,Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,0.287878788,neutral,,none,,contradiction,"[3.940770149230957, -0.4499388635158539, -3.225620746612549]"
2334,BLMbullies.  Where are BLM when blacks kill blacks? Where was BLM when the black female police officer was shot and killed by a black man in Florida?,0.6375,bias,blacks,race,prejudice against blacks,neutral,"[-2.7764337062835693, 0.9862469434738159, 1.9706110954284668]"
1292,another black mark against united somehow they dont like Asians.  well I wont ever fly united again.  it is a piss poor airline with racists employees.,0.525,neutral,,none,,contradiction,"[5.715498447418213, -1.7046051025390625, -3.579831123352051]"
3589,Nate:  Be extremely CAREFUL when using that word POKING.  The LGBTAX lesbians gays bisexuals transgenders Agenders Xs will be on your case.............,0.5,neutral,,none,,contradiction,"[5.499865531921387, -2.0363221168518066, -3.2588348388671875]"
2478,Well sometimes the institutional Church deserves to be ridiculed. Especially when it preaches one thing and then does the opposite.,0.5,bias,christians,religion,prejudice against christians,entailment,"[-0.7583035230636597, 1.6124404668807983, -0.4524138569831848]"
64,White male racists did it,0.625,bias,whites,race,prejudice against whitess,neutral,"[-2.334791660308838, 0.7705668807029724, 1.836458444595337]"
2452,Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,0.7,neutral,,none,,contradiction,"[5.356451034545898, -1.8277781009674072, -2.889765501022339]"
848,Dear President Trump and Government: Please do not allow a single additional Muslim into the US. Even if 99 of 100 wont do anything bad we do not need the one who does. And the rest is hostile to our culture anyway they only come for the money. Europe should be a warning example to show what the soft invasion of Muslims does.,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[-1.2024297714233398, 1.3396885395050049, 0.8918225169181824]"
1100,Then lets put the gay men on an island and lesbian women on another and after 100 years see if anyone is left if it is a natural lifestyle,1.0,bias,lgbtq,lgbtq,prejudice against lgbtqq,entailment,"[0.04537751525640488, 0.23811599612236023, 0.17914210259914398]"
2166,F texas and all the other bible thumping bigots and sexists.,0.285714286,neutral,,none,,contradiction,"[4.7708916664123535, -0.7929439544677734, -3.708953380584717]"
945,Black people cry racism every chance they get. Its pathetic.,0.777777778,bias,blacks,race,prejudice against blacks,neutral,"[-1.8304293155670166, 0.7618924975395203, 1.4950997829437256]"
876,so other than governing while black what made Obama a racist and a thug?,0.527027027,neutral,,none,,contradiction,"[5.662709712982178, -1.7478348016738892, -3.4460175037384033]"
1273,Another Mo...its always the Mos that do this crazy crap...I hate black people that hate white people...just keeps going and going and going..will it ever end with these Mos?,0.746478873,bias,blacks,race,prejudice against blacks and towards whites,neutral,"[-4.595095634460449, 1.4890016317367554, 3.3761138916015625]"
2231,So the focus is on the white supremacists. . .while ignoring all of the other antisocial antiAmerican participating groups. . .while there is hardly any coverage pertaining to destruction of public property with impunity. . .though law enforcement were standing by. . .and watching.,0.833333333,bias,whites,race,prejudice against whites,entailment,"[-1.2572262287139893, 1.4492460489273071, 0.60743647813797]"
2308,Clinton and the leftist have nothing left but the constant false narrative of racism.  Whats new?  If you hate the white majority like they do and want to reduce the white population that is what you do,0.9,bias,whites,race,prejudice against whites,neutral,"[-2.4114575386047363, 0.6867188215255737, 2.36914324760437]"
1725,The first white person ever executed for killing a black person in Florida?  Seriously?,0.5125,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-1.3210742473602295, 1.9662355184555054, -0.2854940593242645]"
2808,israel is surrounded by muslims that are committed to its destruction  including Iran,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-1.100318431854248, 2.0557146072387695, -0.06472156941890717]"
1667,We are gonna send all the Muslims you can handle.  That should shut you up you globalist dick,0.614285714,bias,muslims,religion,prejudice against muslims,entailment,"[-0.7711333632469177, 0.9085621237754822, 0.1104876771569252]"
2162,Black and Brown People still own millions of Black and Brown slaves. They castrate them rape them and even kill them.  So who are you calling a supremacist white nationalist or racist. Little Brown woman?,0.906509695,bias,"blacks,browns",race,prejudice against blacks and browns,neutral,"[-1.7295048236846924, 0.8371890187263489, 1.271996259689331]"
4140,The enemy is Radical Islamic Terrorism not guns.  Guns are our only protection we have  from an ideology whos goal is to kill us all.  Our presidents failure to address this as such is responsible for its spread across the globe.  We need to destroy Radical Islamic Terrorists wherever they are Now  The Presidents policy of containment has been a total failure.  His policy of taking in tens of thousands of Islamic refugees will further destroy our national security and leave us with the same destruction Europe is presently facing. Home grown terrorists will increasingly be able to get their motivations from more and more unvetted Islamic terrorists who so easily enter our country due to our presidents failure to protect us by leaving the borders open.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.16330359876155853, 2.1856956481933594, -0.6514314413070679]"
2057,Cause he is black.... and a democrat.......   If he was black and a republican shivers...... We have some really screwed up people running this........... NOT running this country.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.7362575531005859, 1.9860113859176636, -0.5972393751144409]"
416,Pretty clear that Netanyahu is a fascist wishing to cleanse Israel of anyone who is not a white EuroJew. If this was anywhere else but Israel the CIA and MI6 would be working on regime change  just as they have in most of the rest of the Middle East.,0.5,bias,"whites,jews","race,religion",prejudice against whites and jews,neutral,"[-2.4390246868133545, 1.4767613410949707, 1.5902464389801025]"
756,My neighbor proves her ignorance yet again. Be glad you do not live next to her white trash.,0.727272727,bias,whites,race,prejudice against whites,entailment,"[-1.4630494117736816, 1.774289608001709, 0.25762200355529785]"
2266,If Israel had been built on secularism it would have ceased to exist a long time ago and certainly as a Jewish state becoming just another Arab state and we know the disgusting dictatorships that they all are without exception honour killings gay torture and female genital mutilation. Nice.,0.7,bias,arabs,race,prejudice against arabs,entailment,"[-0.4967043697834015, 1.5054692029953003, -0.3045426309108734]"
361,What a disaster An Islam plant..last of the garbage.,0.709090909,bias,muslims,religion,prejudice against muslims,entailment,"[-1.9732475280761719, 2.0469799041748047, 0.7007492780685425]"
29,What about all your angry white men attacking non whites in their offices clinics and churches? Wasnt it a white guy that parked a yellow Ryder truck filled with ANFO outside the Oklahoma City building with a child care center in it?   Oh yeah. How quickly you forget.,0.6,bias,"whites,men","race,gender",prejudice against white men,entailment,"[-0.3205316364765167, 1.255624532699585, -0.33607813715934753]"
2732,Agreed on most points but...  Really I want liberals and progressives to murder their babies. I dont think they should have any children. They are diseased. They shouldnt be allowed anywhere near children.,0.2625,bias,"liberals,progressives",political,prejudice against liberals and progressives,neutral,"[-2.5758843421936035, 0.4454267919063568, 2.6780006885528564]"
1071,Cowardly white whiner hiding in a closet and stolen valor to boot,0.565789474,bias,whites,race,prejudice against whites,entailment,"[-1.3708758354187012, 1.5171945095062256, 0.47268790006637573]"
2145,Local only equals no white people... yeah... that is a formula for failure,0.557377049,bias,whites,race,prejudice against whites,entailment,"[-1.8594379425048828, 2.3763742446899414, 0.44873684644699097]"
3619,A suspected Islamist??  Thats an inaccurate description and will soon be a banned word as it is Islamophobic.  We are not to talk about Islam Justin says so.  Ah geez sorry Alceste I mentioned Islam.  This post to disappear shortly.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-2.4542722702026367, 0.4441289007663727, 2.2216579914093018]"
3503,You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,0.557142857,bias,"mexicans,blacks",race,prejudice against races,entailment,"[-0.33578550815582275, 1.4682952165603638, -0.96653813123703]"
79,So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,0.625,neutral,,none,,contradiction,"[4.391953945159912, -1.0923436880111694, -2.8456504344940186]"
616,How has the Church made gay peoples lives a living hell?  Given what gay priests have done to the Church yours seems to be the party that owes reparations.,0.7,neutral,,none,,contradiction,"[5.299809455871582, -1.2323734760284424, -3.3043391704559326]"
1221,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,0.91796875,bias,muslims,religion,prejudice against islam,neutral,"[-2.177938938140869, 1.3169902563095093, 1.646815538406372]"
295,Same I have met whites that have fled South Africa and dont like black people. Cant blame them.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-1.7543823719024658, 2.101259708404541, 0.4091433584690094]"
3024,That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,0.65,bias,muslims,religion,prejudice against muslims,neutral,"[-2.2350516319274902, 1.3515492677688599, 2.144578218460083]"
1213,btlspock it has just been reported that an antimuslim hate group was heavily involved in the SaintApollinaire no  committee including the main spokesperson.  They at least werent just anticemetery advocates.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-2.1953542232513428, 0.39441728591918945, 2.4507970809936523]"
3520,Trump has no moral core except advancing Trump. Hes telling evangelical Christians everything they want to hear and throwing gay people under the bus because he knows as long as he spouts the right words conservative Christians will follow him  right through the gates of Hell.,0.5,bias,"gays,conservatives,christians","lgbtq,political,religion",prejudice against gays and conservatives christians,neutral,"[-2.73685622215271, 1.1495941877365112, 2.5381970405578613]"
1044,Black athletes should also be taking a knee to bring the blacks killing blacks to the front pages.,0.725,bias,blacks,race,prejudice against blacks,neutral,"[-2.0733540058135986, 1.125091314315796, 1.3804004192352295]"
342,The fact that there are only black men from Arapahoe county on Colorados death row suggests that jurors are more sympathetic to white perpetrators.,0.6,bias,"blacks,men,whites","race,gender",prejudice against black men and whites,entailment,"[-0.8896996378898621, 1.9325640201568604, -0.7513319253921509]"
2525,White people get shot all the time in Amerika. You just dont hear about it because ... theyre white.,0.584415584,bias,whites,race,prejudice towards whites,entailment,"[-1.3118586540222168, 2.255253314971924, -0.35492780804634094]"
2987,Not until black Americans  and even black Canadians are prepared to admit and do something about the destructive forces they create with in their own communities with drugs weapons  violence fatherless children  rejection of education and racist hatred for other  people  little will change.  Blaming Trump is just a way to divert attention and responsibility. You could blame Obama just easily but wont.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.7645077705383301, 1.1071468591690063, 0.3119209110736847]"
326,You too huh What is it about entitled Muslim hating angry crackers that EVERYTHING in their pathetic lives revolves around oppression by Muslims and the left?  Its clear youre suffering white entitlement and need bad guys to blame for your own serious deficiencies  Take your bias insincere outrage bogus sources and ignorance to a KKK meeting where it belongs,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.3432223796844482, 0.9857912659645081, 0.6259461045265198]"
2931,The robot censor seems disinclined to accept some harsh truths but lets try again:  Why is it that despite 70 of serial killers and 8090 of child molesters and massshooters being white most white Americans are fixated on BLACK crime?  Perhaps its related to a longperpetuated doublestandard that when black or brown or Muslim criminals commit crimes its held up as a reflection on their entire communities whereas when white criminals do so its only a reflection on said criminals themselves.  And that in turn seems predicated on a widely held and nearly as frequently denied assumption that was first voiced by satan when his Creator demanded he explain why he refused to make humble himself before Adam as he was commanded: Anna khairum minhumIm BETTER than him. Quran SuratulAraf Ayaa 1112,0.8,neutral,,none,,contradiction,"[5.6870927810668945, -2.1065073013305664, -3.374385118484497]"
1720,Thats right Lindy.  We need to lift the ban on people bringing kids that were not born here to Alaska.  Obviously if he is a criminal he is Alaskan because we all know that most Alaskan males are criminal misogynists.,0.6,bias,alaskans,race,prejudice against alaskans,entailment,"[0.7232831716537476, 0.8505123257637024, -0.7928560376167297]"
2044,I know there are good Muslims but when the Koran is a book of murder rape and slavery I cannot call that a religeon.The chances of bring muslim in you country and having an overwhelming amount of rapists and thieves is too high to accept that as acceptable imigration.Call me racist but the data shows it. I am so happy Spain killed most of the terrorist to save the court time for the only value of making them heroes in the ISIS Muslim murdering ways,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.5650250911712646, 0.8696520924568176, 1.8232064247131348]"
842,Ah more Catholics who read Matthew 22:39 as And the second is like it: Love your neighbor as yourself unless the neighbor is gay or transgendered. Those people you should loathe. And they have the chutzpah to claim that theirs is a Christian attitude.,0.5,bias,"gays,transgenders",lgbtq,prejudice against gays and transgenders,neutral,"[-1.3527452945709229, 0.7746046185493469, 1.32315993309021]"
2897,Black cop kills black criminal in Milwaukee. Whats the response of the black community? Burn the town down and all the while specifically target innocent white people. Yeah Im definitely now going to get behind BLM.,0.671052632,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-0.7868713736534119, 1.136456847190857, 0.05510008707642555]"
1266,There are bad people in ALL religions look at this weeks arrest of a longtime teacher child  molester at a Bellevue WA Christian school the Warren Jeffs who have sex with 1112 year old wives in the name of religion and the multitude of Catholic priests who molest and rape boys.,0.5,bias,christians,religion,prejudice against christians,entailment,"[0.4683329463005066, 1.6025429964065552, -0.8316841721534729]"
1939,Pretty efficient at stopping those redneck white guy terrorists a good thing homegrown islamist terrorists not so much.,0.558823529,bias,"whites,muslims","race,religion",prejudice against whites and muslims,entailment,"[-0.2381562739610672, 2.421438217163086, -1.3553669452667236]"
1331,Wow.  After reading all these Canadians defending Le Pen Im sure glad Im not Jewish.  Apparently she is just wonderful and can do no wrong.  Things are getting very scary around here.,0.6,neutral,,none,,contradiction,"[3.898590087890625, -0.5694373250007629, -3.062171220779419]"
1450,MRichards  Evidence? You want evidence? ..... Obviously you know nothing of what is happening in the USA and the illegal Mexicans hiding and dealing in drugs as part of the Mexican drug cartels distribution networks.   All the Mexican illegals arent drug runners... some are fleeing from getting killed by drug lords some are pimps and some are criminals escaping Mexican justice.... and some I assume are good people but most are bad people.... believe it   p.s. Mexico is a narcostate ....,0.690140845,bias,mexicans,race,prejudice against mexicans,entailment,"[-0.34384652972221375, 1.682150959968567, -0.07697521150112152]"
3377,We know your antisemitic white supremacist punctuation rules deplorable racist.,0.525,bias,whites,race,prejudice against whites,neutral,"[-2.531243085861206, 0.7818771600723267, 2.087221145629883]"
203,Which speech did he condemn white supremacists and nazis?,0.5,bias,whites,race,prejudice against whites,neutral,"[-2.7714500427246094, 0.992548942565918, 1.9604523181915283]"
1469,Bill Cosby is innocent. The women are liars. Men need more rights. Women will say anything to get their way.,0.5,bias,women,gender,prejudice against women,entailment,"[-1.4257173538208008, 1.1503827571868896, 0.47580352425575256]"
2721,People dont burn other people alive You need to acquaint yourself with autos da fe in Middle Ages Europe. Christians did precisely that to women accused of witchcraft Jews who refused to convert Christians who were accused of heresy that is they held beliefs the authorities didnt approve of and others. After some Jews rejected Martin Luthers protestant Christianity as not being their cup of tea Martin Luther suggested locking Jews in synagogues and setting the synagogues on fire. If thats too ancient for you only 30 years ago Christians were raping and slaughtering Muslims in the former country of Yugoslavia. Last year Jews living in the West Bank burned down Arabs houses and mosques and in at least one house the occupants were in it. Terrorists are brutal. A lot of terrorists are Muslim. That does NOT make all Muslims dogs. If a man from Arvada gets angry at his exwife and burns down her home with her in it are all Arvadans to be considered dogs?,0.833333333,bias,"christians,muslims",religion,prejudice against christians and muslims,entailment,"[-0.44661617279052734, 1.0081586837768555, 0.21433758735656738]"
3372,Black Lives Matter is a joke. Where are they when black people kill other black people?,0.7,bias,blacks,race,prejudice against blacks,entailment,"[-1.3326842784881592, 1.463277816772461, 0.05783424898982048]"
2032,Florence is to gay males what Yachats is to lesbians.  Surely you know that.,0.5625,neutral,,none,,contradiction,"[5.258175849914551, -1.2767574787139893, -3.677495002746582]"
1304,Only old white men  Seems like a rather racist statement.,0.7,neutral,,none,,contradiction,"[5.6875762939453125, -2.0030179023742676, -3.4990768432617188]"
885,I think if you are a gay Muslim or a Jewish teacher trying to teach Muslim kids in the public school system you might be quite affected.,0.7,bias,"muslims,jews",religion,prejudice against muslims and jews,entailment,"[-1.5312511920928955, 2.6980862617492676, 0.05518517270684242]"
3133,Right. Thousands cheered when Trump called Mexicans drug dealers and rapists they also cheered when he called for banning Muslims from this country and having mosques placed under surveillance. That is nativism.,0.573333333,bias,"mexicans,muslims","race,religion",prejudice against mexican and muslims,neutral,"[-3.3636536598205566, 1.1220650672912598, 2.6930787563323975]"
317,If they werent Muslim there wouldnt be anything said Whats going on in Our country? We have a whole bunch of socialists trying to destroy our way of life and take every chance they can to do it,0.8,bias,muslims,religion,prejudice towards muslims,entailment,"[0.46101847290992737, 0.6642446517944336, -0.9965689778327942]"
3855,With the United States and not with Hussein Obama and his LGBT Tranny Troopers,0.5,bias,lgbtq,lgbtq,prejudice against lgbtq,neutral,"[-1.6371819972991943, 0.9568074941635132, 1.2156007289886475]"
1822,These sort of incidents are just heartbreaking. I suspect that if we had a functioning criminal justice system these white supremacist derriere chapeaux would have long ago found themselves in prison instead of cruising our roadways instigating trouble.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.1144201755523682, 1.3901547193527222, 0.23213891685009003]"
1634,How to defeat racism? Write an article about how bad white people are   Oh yes you are building bridges.,0.55,bias,whites,race,prejudice against whites,neutral,"[-0.5478737950325012, -0.10351544618606567, 1.321864128112793]"
3770,The original genocide in North America between whites and Natives was the extermination of several of the original white settlements by natives. Seems they didnt have room for a few hundred whites and had to slaughter them all.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.2573184967041016, 2.298426628112793, 0.25777292251586914]"
2864,He was an excellent marksman. Was he Muslim? I hope otherwise we cannot blame them.,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[0.6946182250976562, 0.44975411891937256, -0.8252807259559631]"
2500,The US is in shambles thanks to all the trash the Liberals let in.,0.5,bias,liberals,political,prejudice against liberals,entailment,"[-1.4214396476745605, 2.1297264099121094, 0.009243516251444817]"
1864,Hopefully this museum makes us talk to each other he said. And more importantly listen to each other. And most importantly see each other.  What will it do to prevent blacks killing blacks?,0.6,bias,blacks,race,prejudice against blacks,entailment,"[0.6421002149581909, 1.3700265884399414, -1.5096139907836914]"
1826,This is from memory but I remember reading several months ago that the EU leadership expressly acknowledged that the Article 50 notice could be revoked at any time and that they would welcome such a development. It might even have been a GM article. You do have a good point about the potential for EU strongarming which would be great. Half the UK deserves to have buckets of raw sewage poured down their gibbering white trash gullets after all.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.0203864574432373, 1.868615984916687, 0.37961244583129883]"
193,Every one of these hate hoaxes since the election have been staged by Jews themselves,0.8,bias,jews,religion,prejudice against jews,neutral,"[-1.5247981548309326, 0.8393581509590149, 1.1601877212524414]"
1582,Errrr thats entirely the point Brady.  When a black person is implicated in these articles the commentariat the ignorant white male commentariat that is goes nuts like oooooo SEEEEEEE? Black people are always violent But when its a white guy there are just...crickets. I say time to start profiling white people based on this and other stories. Turnabouts fair play after all.,0.590909091,bias,whites,race,prejudice against whites,entailment,"[-0.20721545815467834, 0.9034702181816101, 0.04463022202253342]"
3264,Again its a made up word by the white supremacists. And has no known group. Words have meanings.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.701397180557251, 1.206993579864502, 0.8656749725341797]"
2689,Mexican and Muslim terrorists.  Get it straight.,0.835820896,bias,"mexicans,muslims","race,religion",prejudice against mexicans and muslims,entailment,"[-0.4733044505119324, 1.0874348878860474, -0.05939776450395584]"
2282,Real news. Hate it when black clad fascists interfere with free speech  URL ,0.285714286,bias,blacks,race,prejudice against blacks,entailment,"[-0.8248425126075745, 1.5725353956222534, 0.10001077502965927]"
568,Why is the DP SOOO careful to not label him the Vegas murderer the Aurora theater shooter the Chartlottesville murderer the OKC bomber the Unibomber and Columbine murderers etc. what they really are  allAmerican home grown white boy terrorists.  Is the DP trying to tell us that white guys are genetically incapable of being terrorists or is there another agenda at work?,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.2247788906097412, 3.4533920288085938, -1.3027381896972656]"
2286,All these white supremacists would be in for a great surprise if they all took a DNA test and find out that a lot of them have African blood. Even this Fuentes guy. Bet he has Latino roots. What a bunch of idiots with shallow warped minds.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.36525800824165344, 1.071172833442688, 0.009519887156784534]"
2876,A good priest gets excommunicated for saying women should be priests but bishops who enable pedophile priests get a wrist slap.  How pathetic is that?,0.281690141,neutral,,none,,contradiction,"[4.9889631271362305, -1.0427498817443848, -3.514073371887207]"
