,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
191,2036,The black thug was given a beat down for attacking a white guy with a mag lite. His homies left him on his own when the white guys friend showed up. Next..,0.630769231,bias,blacks,race,prejudice against blacks,contradiction,"[0.11670275777578354, -0.029650218784809113]"
192,1569,The U.N. is a useless organization completely dominated by Muslim nations.,0.525,bias,muslims,religion,prejudice against muslims,contradiction,"[-0.04878368601202965, -0.4422752559185028]"
193,1558,The GOP is just a white identity party. They are not conservative. They love big government as long as it attacks none white people and uppity women. They have recruited white racists successfully. Now we all can see who and what they are. They care more about being white than being American or human. They are proud in their ignorance. That works great for Trump. He loves the poorly educated because they are so easy to con.,0.6,bias,"whites,women","race,gender",prejudice against whites and women,contradiction,"[0.07789622992277145, -0.10439790785312653]"
194,3675,I am thrilled to see ICE picking up criminal illegals. There are SOOOO many criminals illegals and deporting them all mommas poppas dreaminals whatever cannot go fast enough.,0.275862069,neutral,,none,,contradiction,"[0.10792145133018494, -0.20502930879592896]"
195,1148,Lying Red Rag. You win this one but your hero Hillary is still going to prison. As should all you islamists.,0.625,bias,muslims,religion,prejudice against muslims,entailment,"[0.026017827913165092, 0.07444441318511963]"
196,1503,We know that gay priests are far more likely than straight priests to abuse young people.     Worrying about bishops and cardinals is just denial of the actual source of the sex abuse problem.,0.7,bias,gays,lgbtq,prejudice against gays,contradiction,"[-0.07414814829826355, -0.0855996385216713]"
197,3789,Theres no reason to throw acid in the eyes of anyone. However Tim Gionet is a proud white supremacist. I expect he is probably a Holocaust denier as well.,0.7,neutral,,none,,entailment,"[-0.10151510685682297, 0.07853065431118011]"
198,2046,Muslims  the new witches of our time.,0.8,bias,muslims,religion,prejudice against muslims,contradiction,"[0.005506953690201044, -0.13678434491157532]"
199,617,She is first and foremost a Muslim one who submits to the will of Allah: Inshallah. Nothing not even her own life is going to interfere with that. Even as the corpses of victims of Islam pile up she will avert her eyes and blame infidels. Her hijab is her affirmation of Islamic Suprematism.,0.6,bias,muslims,religion,prejudice against muslims,contradiction,"[0.1293673813343048, 0.11302976310253143]"
200,3630,White people generally allow their police to abuse suspects of color including with deadly force when it is not required.  Police dont get a free pass anymore or wont if white voters take the BLM demands to heart.,0.6,bias,"blacks,whites",race,prejudice against races,contradiction,"[-0.06197734922170639, -0.11086460947990417]"
201,802,All are nasty nasty jews except for colbert but he is married to a jew nasty people,0.941504178,bias,jews,religion,prejudice against jews,contradiction,"[0.13847605884075165, 0.08002636581659317]"
202,414,Dont forget about the people who went to African countries to teach that homosexuals are sinners who need to be punished. There has been havoc there and grave injustices. I donate monies to local groups which either feed hungry people or who provide care for animals. I would not donate to a missionary cause.,0.5,bias,christians,religion,prejudice against christians,entailment,"[-0.07461827248334885, 0.1395190805196762]"
203,120,Agreed if only reason they are enlisting is to have their transgender costs covered.  I think we should let them in but not cover any of that transgender medical treatment.  If they then cannot meet requirements of military in terms of readiness to deploy etc. then cut them loose.,0.5,bias,transgenders,lgbtq,prejudice against transgenders,entailment,"[-0.09184279292821884, -0.04575587064027786]"
204,764,Maybe Muslims should consider their plight in todays world and realize that they are a foul philosophy and should change there ways and stand up and denounce the killings and atrocities of their own doing first....Just do not like the crap they are spreading in the world...,0.5,bias,muslims,religion,prejudice towards muslims,entailment,"[0.011142906732857227, 0.1103353351354599]"
205,1936,Muslims innocent .. yeah .. like newborn baby rats.,0.795454545,bias,muslims,religion,prejudice against muslims,contradiction,"[0.015909884124994278, -0.1769763082265854]"
206,1362,Maybe pig latin . . .,0.8,neutral,,none,,contradiction,"[-0.02351679652929306, -0.27379533648490906]"
207,3329,So he condemned Islamic terror attack right? Nope sure didnt. We have to listen to the whining about trump not condemning white terror but theres that double standard where Islamic terrorism is just labeled terror. Either or is not right but dont bother mentioning the double standard.,0.5,bias,whites,race,prejudice against whites,entailment,"[0.12453596293926239, 0.21361076831817627]"
208,3978,Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level black males are about 3000 more dangerous to each other than are cops. But the Globe Clinton Obama BLM and all other left wing political critics of Trump steadfastly never talk about it.,0.8,bias,blacks,race,prejudice against blacks,entailment,"[-0.10478221625089645, 0.055647704750299454]"
209,3943,A white nationalist killed a woman in cold blood. What part of that do you not understand?,0.6,bias,whites,race,prejudice against whites,contradiction,"[0.04770800843834877, -0.055284932255744934]"
210,1751,Sounds like your hate of the white MAJORITY,0.5625,bias,whites,race,prejudice towards whites,entailment,"[-0.039740853011608124, 0.09076165407896042]"
211,3285,Your not allowed to use you people . Oops you meant WHITE people carry on.,0.6,bias,whites,race,prejudice against whites,entailment,"[-0.011586872860789299, 0.05350905656814575]"
212,480,Yep them nasty ol white males again and their incomprehensible concerns.  Why cant they just STFU and do what theyre told eh Patricia?  Maybe the Government should just round them all up and throw them behind a fence someplace out in the wilderness.  sarcoff,0.55,bias,whites,race,prejudice against whites,entailment,"[-0.030490495264530182, -0.01800483651459217]"
213,1348,The woman is a idiot but when you pushing BLMLGBTQwhite hatredIslamophobia agenda its exactly what you get,0.6,neutral,,none,,entailment,"[-0.06426266580820084, 0.2954367399215698]"
214,3104,The LGBT rational is totally in your mind.  President Obama clearly stated his reasoning for commuting Chelsea Mannings sentence.  The LGBT element is irrelevant and immaterial.  Why arent you considering the LGBT aspect of James Cartwright commutation?  That has as much potential misdirection as your assumption about President Obamas reasoning and falls right in to line with your style of innuendo.,0.5,bias,lgbtq,lgbtq,prejudice against lgbtq,entailment,"[0.14671030640602112, 0.2491837590932846]"
215,17,I learned that those who are both religious and righteous are some of the most dangerous people on this earth.    Yes radical Islam is very dangerous.  NeverHillary,0.7,bias,muslims,religion,prejudice against muslims,contradiction,"[0.04435619339346886, -0.0813206285238266]"
216,3198,So the Sunnis killing Shiites are not Muslims?  You got nothing but a false premise.,0.279411765,neutral,,none,,entailment,"[-0.02921558916568756, -0.02558016963303089]"
217,2172,No dont be silly. If theyre WHITE theyre mentally ill.,0.777777778,bias,whites,race,prejudice against whites,entailment,"[-0.24427823722362518, 0.03389553725719452]"
218,3727,Islam is a breeding ground for  genocidal maniacs. Its in the fabric if the religion just as charity and missionary medical service is in the Christian faith. Islam is the religion that keeps on taking.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.022152237594127655, 0.3619384765625]"
219,2336,Vandalizing evidence that people in earlier times had ideologies inconsistent with their own is the sort of thing that Islamic zealots have been doing. Now leftist zealots have taken up similar behaviour.  The numbers of white nationalists are relatively small.  The numbers of those using the presence of white nationalists as a pretext for their own extremism is a greater concern.,0.5,bias,"whites,muslims,left wing,jews","race,religion,political",prejudice on the basis of religion and race,entailment,"[-0.24870234727859497, 0.031140685081481934]"
220,3465,These are the type of techniques in how Hitler propagandized  against the Jews. This in its self is racist What do those racist want in the final end of the equation? Look whats happening to whites in parts of Africa. Its not good.,0.6,bias,"whites,jews","race,religion",prejudice against whites and jews,contradiction,"[-0.028020722791552544, -0.18788377940654755]"
221,3986,I am amazed but pleased that the Globe did not censor you for saying that. Seems we are normally not allowed to state that  fact. Blacks commit crimes against Cops way more than the reverse,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.007561522535979748, 0.1988953799009323]"
222,1268,B L M blacks love murder,0.723076923,bias,blacks,race,prejudice towards blacks,contradiction,"[-0.029943350702524185, -0.10608580708503723]"
223,1555,the media and Reid is one of their ilk are masters of diversion and twisting of truth and in many cases outright fabrications.  the Mexicans are rapists is but one example,0.710526316,bias,mexicans,race,prejudice against mexicans,contradiction,"[-0.11471542716026306, -0.13981960713863373]"
224,2430,He was running for President of Indonesia.  A lot of white Christians wanted Obamas head too. For being a Muslim African with a fake American citizenship.,0.527027027,bias,"whites,christians,muslims,africans,americans","race,religion",prejudice against race and religions,entailment,"[-0.08700627088546753, -0.010831758379936218]"
225,1783,Those socks look a lot like those worn by the wicked witch of the West in the original Wizard of OZ.  Any transgender serving in the armed forces is guilty of fraudulent enlistment.,0.5,bias,transgenders,lgbtq,prejudice against transgenders,contradiction,"[0.07731613516807556, 0.047953471541404724]"
226,479,Beware: The Catholic Taliban,0.5,bias,christians,religion,prejudice against catholics,entailment,"[-0.03985230624675751, 0.05210950970649719]"
227,499,Heres your quote showing distrust of all Muslims and brownskinned nonChristians which would include Muslims How many young white male noaccentenglishspeaking christians have hijacked airliners with the intent of killing all on board? None.,0.6,bias,"whites,men,christians","race,religion,gender","prejudice against race,religion and gender",entailment,"[-0.036345530301332474, -0.03341018036007881]"
228,2569,Id like to personally thank 53 of the white women out there for giving me the green light to treat you like a piece of meat. I used to be a very respectful gentle man who was raised correctly by a woman. Not anymore. Time to ramp up the misogynistic undertones and sexually aggressive behavior because thats what white women want apparently. And theyll let me do it too because Im a star.,0.7,bias,whites,race,prejudice against white women,entailment,"[-0.03245796635746956, 0.04394311457872391]"
229,468,He has an insane amount of accounts and is antiwoman anticanadian and antilogic. Hes really insane.,0.27027027,neutral,,none,,entailment,"[-0.08734720945358276, 0.12739868462085724]"
230,410,Then dont act like it dont tweet I hate black people and maybe dont appoint people to your administration who have a history of doing racist things against black people.,0.525,neutral,,none,,entailment,"[-0.08968359231948853, -0.026968926191329956]"
231,3905,Lots of blacks and browns.  Failed people.  From failed countries.  Continue to fail and always will.,0.7,bias,"blacks,browns",race,prejudice against blacks and browns,entailment,"[-0.19937828183174133, 0.003441973589360714]"
232,4119,With friends like that who needs enemies? The devilish White man has a propensity for violence and bloodshed. Without violence and genocidal murder there would be no United Snakes of AmeriKKKa.,0.7,bias,"whites,Ku Klux Klan","race, political","prejudice against whites,Ku Klux Klan",contradiction,"[0.16004319489002228, -0.03481791168451309]"
233,1289,Only if you prefer North Korean style law.,0.272727273,neutral,,none,,entailment,"[0.07635834813117981, 0.13756635785102844]"
234,465,Gays can be thrown from high place which in the Koran could mean a cliff or mountain but in practice can simply be a tall building. Toronto has many tall buildings that will suffice.  Gays are also executed in mass hangings in public squares by hoisting a number of them by their necks from a crane. Children can then throw rocks at the corpses.  Dundas Sq will nicely for that.  If all else fails to exterminate gays there is still the simple gun shot to the head or sword to the neck.  It is all Inshallah the will of Allah.  There is nothing we can do to stop it because it is Islamophobia to object.,0.8,bias,"gays,muslims","lgbtq,religion","prejudice against gays,prejudice against muslims",contradiction,"[-0.07154908031225204, -0.08588025718927383]"
235,4160,So what Alice is saying is that the only way for America to be great is that it be whites only? Race card much?,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.16786830127239227, -0.07016989588737488]"
236,656,no...but Ive seen plenty of riots by blacks who burned down their own neighborhoods because they didnt like obeying the rules like the rest of us...,0.5375,bias,blacks,race,prejudice against blacks,entailment,"[0.04292717203497887, 0.13974955677986145]"
237,1522,They will prosecute the Christians and give the Muslims a pass.,1.0,bias,"christians,muslims",religion,prejudice against christians and towards muslims,contradiction,"[0.10003010928630829, -0.04327480494976044]"
238,561,AT please explain how I persecute Christian conservative white males. Im retired. BTW can you follow the money? Here is a hint poor people dont have the money.,0.6,bias,"christians,whites,men","religion,race,gender",prejudice against christians white males,entailment,"[-0.12448066473007202, 0.16842268407344818]"
239,556,Petrows ..................the shooter was just as white and just as christian as Trump. ..............Was the gun Russian ?,0.5,bias,"whites,christians,russian","race,religion","prejudice against whites,christians and russians",entailment,"[-0.0906444638967514, 0.039960067719221115]"
240,1926,Last time I checked there wasnt any Jews shouting death to Americans,0.5,bias,"jews,americans","religion,race",prejudice towards race and religion,contradiction,"[0.09293172508478165, -0.040962278842926025]"
241,3307,So we can add this legal immigrant to the Boston Bomber brothers and other similarly inclined murderers who were admitted as children and subsequently decided to destroy kill and maim others in their adopted home because of the peaceful doctrine of Islam.,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[-0.19702740013599396, 0.13369415700435638]"
242,982,While those loser Puerto Ricans and Crucians bust our budget. Bigly.,0.575757576,neutral,,none,,entailment,"[0.06981058418750763, 0.10825500637292862]"
243,2016,If you bow down to a meteorite in the Arabian desert by sticking your behind in the air like a punk so you can honor an illiterate mass murdering pedophile who claimed to be the messenger of some obscure Arabian moon god.....you might be a Muslim,0.714285714,bias,muslims,religion,prejudice against muslims,contradiction,"[0.24361930787563324, 0.0016420262400060892]"
244,325,Welcome to hell Sweden. It is only going to get worse. More rapes murders mugging robberies of non muslims. How do you like immigration now?,0.625,bias,muslims,religion,prejudice against muslims,entailment,"[-0.02201111614704132, -0.014372924342751503]"
245,671,except if you are city white privilege trash. then you have to go to fred meyers.,0.640625,bias,whites,race,prejudice against whites,contradiction,"[0.21499058604240417, -0.14589641988277435]"
246,3434,Need a citation to a source that supports believing that nonwhites believe they are better than whites based on skin color.,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.006996423006057739, 0.0357968732714653]"
247,4282,Bunk.  Obama got elected by black privilege and George Soros.,0.7,bias,blacks,race,prejudice against blacks,contradiction,"[0.2295374721288681, 0.04703759402036667]"
248,2591,Would Ontario intervening in this have anything to do with the fact that Ontarios premier is Gay ?,0.6,neutral,,none,,entailment,"[-0.0371110774576664, 0.08272441476583481]"
249,2136,A bit like antigay Republicans secretly trolling for gay encounters ...,0.6,neutral,,none,,contradiction,"[0.10012733191251755, -0.10110060125589371]"
250,1673,And how is fellatio ANTIhomosexual? Looked at another way it means Trump is gay friendly.,0.5,bias,gays,lgbtq,prejudice against gays,entailment,"[-0.02671091817319393, 0.1400652676820755]"
251,2573,What Canadians would that be...the gender bender 101 studentsMarxistfeminist coffee klatch clubslatte sipping hipsters....maybe next time get out and see what people that have to real low paying manuel labor think of your views. But by all means finish your javaand have a nice day,0.5,bias,canadians,race,prejudice against canadians,entailment,"[0.04418286681175232, 0.17279070615768433]"
252,1955,the lefty trolls are freaking out   so...........it wasnt me pocahontas  are you related to this so called human? I want to be black...MORON,0.534482759,neutral,,none,,contradiction,"[0.0228041410446167, -0.18528714776039124]"
253,2175,Everyone who defends islam and muslims endorses crime. Endorsing crime IS a crime so those doing it are criminals.  Right in the Quran is: the permission to murder Jews and Christians Surah 9:29 to terrorize all nonMuslims   8:12 to rape young girls 65:4 to enslave people for sex 4:3 to lie about ones true goals 3:54 and   the command to make war on all the infidels 9:123 and subjugate the entire world to Allah 9:33.  Are deaththreats legal? NO. Is extortion legal? NO. Is slavery legal? NO. Is murder legal? NO. Is rape legal? NO.  bTHEN ISLAM IS ILLEGALb  Rape slavery robbery extortion and murder are never OK  Everything muslims pretend to see as holy is already a crime  So nobody has a legal right to practice islam anywhere on earth,0.648648649,bias,muslims,religion,prejudice against muslims,entailment,"[-0.0028183148242533207, 0.039522357285022736]"
254,3242,The American people are by and large PIGS.  They need the stink of the systemic racism of this st nation rubbed under their noses at every opportunity.   And think about it we embrace this game where desperate men maim themselves for our enjoyment.  What a classy country.,0.592105263,bias,americans,race,prejudice against americans,contradiction,"[0.03487816080451012, -0.1266048699617386]"
255,1072,If they werent gay this wouldnt even be a story. Because it happens all the time with straight people. WHY IS THIS ON THE FRONT PAGE? I feel like I live in Petticoat Junction. OMG Uncle Joe Theres LESBIANS in town Hide Betty Jo Bobby Jo and Little Jo Run fer yer lives,0.5,bias,gays,lgbtq,prejudice against lgbtq,entailment,"[-0.05310814827680588, 0.016725951805710793]"
256,2457,I would be carrying more than a large knife if people were shooting at my home and animals calling me a white nigger threatening to shoot me and showing up with a virtual lynch mob of ignorant people who are shouting and threatening to tape me up and send me out of town. The leaders of Akiak have led their people to commit illegal actions before and what would stop them if they told these people to harm this man? I understand that kind of harassment is legal and accepted in Alaskan native villages apparently but its not right on a human or a Christian level  which is apparently not their religion. Sooo he is  wearing a knife on his belt on a small farm in Alaska and that makes him a bad person? Hahaha. Thats beautiful.,0.7,neutral,,none,,entailment,"[0.005049915984272957, 0.040346410125494]"
257,3745,You have the disgraceful temerity to draw a moral equivalence between the Holocaust and the Jewish recovery miracle and the Palestinian fourth generation UN titsucking Jewhating refugee bullshit story. Its exceedingly charitable to describe you as a libtard.,0.671428571,bias,liberals,political,prejudice against liberals,contradiction,"[0.09432339668273926, -0.02423117309808731]"
258,2590,Radical muslims kill Christian minorities in their own countries of origin. Why would they want to integrate into a majority Christian even if non observant  civilization. ?,0.625,bias,muslims,religion,prejudice against muslims,contradiction,"[0.08219431340694427, -0.12397235631942749]"
259,594,Harper and Kenney are ideologues.  Kenneys campaign style is divisive and hateful. His party has attacked women gays and minorities. But keep attacking the messenger.,0.5,neutral,,none,,entailment,"[-0.08758097887039185, 0.15518490970134735]"
260,76,Black Lives Matter wait then what about Red White Yellow and Brown Lives? If blacks can say nigger in the white house then what the hell you doing taking my comments down? Get a pair nigga,0.787878788,bias,blacks,race,prejudice against blacks,entailment,"[-0.02700922265648842, 0.10341551899909973]"
261,3754,What a bitter racist. Do you ever make a comment that does not have White Men in it. Sorry you were not born a White Man but you will just have to live with being Part White Man. Change your name to The Mighty Racist.,0.5375,neutral,,none,,entailment,"[-0.0769859328866005, -0.059373609721660614]"
262,819,All over the world millions of Muslims are devoted to exterminating all the Jews. 100s of millions of Muslims want to implement Sharia law. 100s of millions of Muslims want to eliminate the infidels which is everyone that is not a follower of Islam. Why should Canadians trust Muslims?,0.528571429,bias,muslims,religion,prejudice against muslims,entailment,"[-0.2327219396829605, 0.054556410759687424]"
263,600,Blacks have often poor eating and life style habits which leads to them having more health problem than other races. Is saying anything true but mentioning race nowadays racist ?,0.8,bias,blacks,race,prejudice against blacks,entailment,"[0.04875486344099045, 0.1632031351327896]"
264,1746,What a horrible act of Islamophobia.,0.275862069,neutral,,none,,entailment,"[-0.16935601830482483, 0.10744801163673401]"
265,4144,A region of the world where everyone is the enemy of everyone else. Both Iranians and the Saudis promote the most backward and intolerant forms of Islam that are the basis of terrorist ideologies around the world. A pit full of vipers.,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[0.005920812953263521, -0.0812762901186943]"
266,1085,A gay Indian is the Prime Minister of Ireland. Another Indian is the Prime Minister of Portugal. Next stop the UK,0.696969697,neutral,,none,,entailment,"[-0.14116039872169495, -0.1194445937871933]"
267,2859,Its no more than burning and looting done by the same oppressed blacks.,0.7375,bias,blacks,race,prejudice against blacks,contradiction,"[0.10856930911540985, 0.07626458257436752]"
268,563,You fail to mention the religion they live by. Big difference. Just like the the Alaskan who went to Florida and killed on the airport. He had a Muslim influence that was suppressed by most media .. including ADN. American citizen ... yes. Muslim connection... proven,0.6,bias,muslims,religion,prejudice against muslism,entailment,"[-0.10892268270254135, 0.10897790640592575]"
269,2001,I call them uninformed bigots and islamophobes.  Its Rise Canada an antimuslim hate group.,0.55,neutral,,none,,entailment,"[-0.015065057203173637, -0.006249144673347473]"
270,3027,Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,0.287878788,neutral,,none,,contradiction,"[0.29636821150779724, 0.1324915587902069]"
271,2334,BLMbullies.  Where are BLM when blacks kill blacks? Where was BLM when the black female police officer was shot and killed by a black man in Florida?,0.6375,bias,blacks,race,prejudice against blacks,contradiction,"[0.19962769746780396, 0.03709232062101364]"
272,1292,another black mark against united somehow they dont like Asians.  well I wont ever fly united again.  it is a piss poor airline with racists employees.,0.525,neutral,,none,,entailment,"[0.01615777239203453, 0.11641061305999756]"
273,3589,Nate:  Be extremely CAREFUL when using that word POKING.  The LGBTAX lesbians gays bisexuals transgenders Agenders Xs will be on your case.............,0.5,neutral,,none,,entailment,"[-0.11328926682472229, 0.20795239508152008]"
274,2478,Well sometimes the institutional Church deserves to be ridiculed. Especially when it preaches one thing and then does the opposite.,0.5,bias,christians,religion,prejudice against christians,contradiction,"[-0.02064160257577896, -0.08932477980852127]"
275,64,White male racists did it,0.625,bias,whites,race,prejudice against whitess,contradiction,"[-0.0017115012742578983, -0.1881999671459198]"
276,2452,Change it to Jew hating crowd then you cannot evade what I mean.  What a dopey reply.  Antisemitism also spelled antiSemitism or antisemitism is hostility prejudice or discrimination against Jews. A person who holds such positions is called an antisemite.,0.7,neutral,,none,,contradiction,"[0.08968358486890793, 0.06253736466169357]"
277,848,Dear President Trump and Government: Please do not allow a single additional Muslim into the US. Even if 99 of 100 wont do anything bad we do not need the one who does. And the rest is hostile to our culture anyway they only come for the money. Europe should be a warning example to show what the soft invasion of Muslims does.,0.7,bias,muslims,religion,prejudice against muslims,entailment,"[-0.23623177409172058, -0.0636257752776146]"
278,1100,Then lets put the gay men on an island and lesbian women on another and after 100 years see if anyone is left if it is a natural lifestyle,1.0,bias,lgbtq,lgbtq,prejudice against lgbtqq,contradiction,"[0.23232249915599823, -0.09107773751020432]"
279,945,Black people cry racism every chance they get. Its pathetic.,0.777777778,bias,blacks,race,prejudice against blacks,entailment,"[-0.10816640406847, 0.016871118918061256]"
280,876,so other than governing while black what made Obama a racist and a thug?,0.527027027,neutral,,none,,entailment,"[-0.09237098693847656, 0.070101797580719]"
281,2231,So the focus is on the white supremacists. . .while ignoring all of the other antisocial antiAmerican participating groups. . .while there is hardly any coverage pertaining to destruction of public property with impunity. . .though law enforcement were standing by. . .and watching.,0.833333333,bias,whites,race,prejudice against whites,entailment,"[-0.02751781791448593, 0.03621789067983627]"
282,2308,Clinton and the leftist have nothing left but the constant false narrative of racism.  Whats new?  If you hate the white majority like they do and want to reduce the white population that is what you do,0.9,bias,whites,race,prejudice against whites,entailment,"[-0.20572350919246674, 0.26023223996162415]"
283,1725,The first white person ever executed for killing a black person in Florida?  Seriously?,0.5125,bias,"blacks,whites",race,prejudice against blacks and whites,contradiction,"[0.0643266960978508, 0.011219516396522522]"
284,2808,israel is surrounded by muslims that are committed to its destruction  including Iran,0.5,bias,muslims,religion,prejudice against muslims,entailment,"[-0.1392516940832138, -0.11409419775009155]"
285,1667,We are gonna send all the Muslims you can handle.  That should shut you up you globalist dick,0.614285714,bias,muslims,religion,prejudice against muslims,entailment,"[0.07675637304782867, 0.238242506980896]"
286,2162,Black and Brown People still own millions of Black and Brown slaves. They castrate them rape them and even kill them.  So who are you calling a supremacist white nationalist or racist. Little Brown woman?,0.906509695,bias,"blacks,browns",race,prejudice against blacks and browns,entailment,"[0.05100218579173088, 0.15827395021915436]"
287,4140,The enemy is Radical Islamic Terrorism not guns.  Guns are our only protection we have  from an ideology whos goal is to kill us all.  Our presidents failure to address this as such is responsible for its spread across the globe.  We need to destroy Radical Islamic Terrorists wherever they are Now  The Presidents policy of containment has been a total failure.  His policy of taking in tens of thousands of Islamic refugees will further destroy our national security and leave us with the same destruction Europe is presently facing. Home grown terrorists will increasingly be able to get their motivations from more and more unvetted Islamic terrorists who so easily enter our country due to our presidents failure to protect us by leaving the borders open.,0.8,bias,muslims,religion,prejudice against muslims,contradiction,"[-0.0999133512377739, -0.13543561100959778]"
288,2057,Cause he is black.... and a democrat.......   If he was black and a republican shivers...... We have some really screwed up people running this........... NOT running this country.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-0.0950498878955841, 0.06276699155569077]"
289,416,Pretty clear that Netanyahu is a fascist wishing to cleanse Israel of anyone who is not a white EuroJew. If this was anywhere else but Israel the CIA and MI6 would be working on regime change  just as they have in most of the rest of the Middle East.,0.5,bias,"whites,jews","race,religion",prejudice against whites and jews,contradiction,"[0.15419307351112366, -0.0918155312538147]"
290,756,My neighbor proves her ignorance yet again. Be glad you do not live next to her white trash.,0.727272727,bias,whites,race,prejudice against whites,entailment,"[-0.12611013650894165, -0.08338990807533264]"
291,2266,If Israel had been built on secularism it would have ceased to exist a long time ago and certainly as a Jewish state becoming just another Arab state and we know the disgusting dictatorships that they all are without exception honour killings gay torture and female genital mutilation. Nice.,0.7,bias,arabs,race,prejudice against arabs,contradiction,"[0.1471315175294876, 0.10049835592508316]"
292,361,What a disaster An Islam plant..last of the garbage.,0.709090909,bias,muslims,religion,prejudice against muslims,contradiction,"[0.023237723857164383, -0.1432686299085617]"
293,29,What about all your angry white men attacking non whites in their offices clinics and churches? Wasnt it a white guy that parked a yellow Ryder truck filled with ANFO outside the Oklahoma City building with a child care center in it?   Oh yeah. How quickly you forget.,0.6,bias,"whites,men","race,gender",prejudice against white men,contradiction,"[0.04312703758478165, -0.23873844742774963]"
294,2732,Agreed on most points but...  Really I want liberals and progressives to murder their babies. I dont think they should have any children. They are diseased. They shouldnt be allowed anywhere near children.,0.2625,bias,"liberals,progressives",political,prejudice against liberals and progressives,entailment,"[0.07719197124242783, 0.08061213046312332]"
295,1071,Cowardly white whiner hiding in a closet and stolen valor to boot,0.565789474,bias,whites,race,prejudice against whites,contradiction,"[0.05029333010315895, -0.016492370516061783]"
296,2145,Local only equals no white people... yeah... that is a formula for failure,0.557377049,bias,whites,race,prejudice against whites,entailment,"[-0.041046369820833206, -0.023056307807564735]"
297,3619,A suspected Islamist??  Thats an inaccurate description and will soon be a banned word as it is Islamophobic.  We are not to talk about Islam Justin says so.  Ah geez sorry Alceste I mentioned Islam.  This post to disappear shortly.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[0.09713280946016312, 0.10502726584672928]"
298,3503,You are 100 correct. In japan there are no 3rd world Mexicans or negros and in England  Germany and Canada the people live as peasants in a multicultural cesspool.,0.557142857,bias,"mexicans,blacks",race,prejudice against races,contradiction,"[0.2549379765987396, 0.13385961949825287]"
299,79,So if I wear a Tshirt that says on the front Fuck black people and on the back says Being white is shit and walk around UCT campus it is just expression and art then I will agree with the courts decision.Otherwise I accuse it of prejudice and a doublestandard in the only time that will ever exist.Which is  drum roll please  right NOW,0.625,neutral,,none,,contradiction,"[0.060493893921375275, -0.07141561061143875]"
300,616,How has the Church made gay peoples lives a living hell?  Given what gay priests have done to the Church yours seems to be the party that owes reparations.,0.7,neutral,,none,,contradiction,"[0.10883588343858719, -0.07335314899682999]"
301,1221,I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,0.91796875,bias,muslims,religion,prejudice against islam,entailment,"[-0.10427123308181763, -0.03361683338880539]"
302,295,Same I have met whites that have fled South Africa and dont like black people. Cant blame them.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-0.13121646642684937, 0.07901581376791]"
303,3024,That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,0.65,bias,muslims,religion,prejudice against muslims,contradiction,"[0.012764228507876396, -0.18885700404644012]"
304,1213,btlspock it has just been reported that an antimuslim hate group was heavily involved in the SaintApollinaire no  committee including the main spokesperson.  They at least werent just anticemetery advocates.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[0.022060401737689972, 0.030849669128656387]"
305,3520,Trump has no moral core except advancing Trump. Hes telling evangelical Christians everything they want to hear and throwing gay people under the bus because he knows as long as he spouts the right words conservative Christians will follow him  right through the gates of Hell.,0.5,bias,"gays,conservatives,christians","lgbtq,political,religion",prejudice against gays and conservatives christians,entailment,"[-0.20480749011039734, 0.01973080448806286]"
306,1044,Black athletes should also be taking a knee to bring the blacks killing blacks to the front pages.,0.725,bias,blacks,race,prejudice against blacks,contradiction,"[-0.07817057520151138, -0.11715470999479294]"
307,342,The fact that there are only black men from Arapahoe county on Colorados death row suggests that jurors are more sympathetic to white perpetrators.,0.6,bias,"blacks,men,whites","race,gender",prejudice against black men and whites,entailment,"[0.0052038757130503654, 0.07106757909059525]"
308,2525,White people get shot all the time in Amerika. You just dont hear about it because ... theyre white.,0.584415584,bias,whites,race,prejudice towards whites,contradiction,"[-0.06783261895179749, -0.13037258386611938]"
309,2987,Not until black Americans  and even black Canadians are prepared to admit and do something about the destructive forces they create with in their own communities with drugs weapons  violence fatherless children  rejection of education and racist hatred for other  people  little will change.  Blaming Trump is just a way to divert attention and responsibility. You could blame Obama just easily but wont.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[0.04734577238559723, 0.0782429575920105]"
